GameID,Date,TeamName,FGM,FGA,fieldGoalPct,3PM,3PA,threePointFieldGoalPct,FTM,FTA,freeThrowPct,totalRebounds,offensiveRebounds,defensiveRebounds,assists,steals,blocks,turnovers,fastBreakPoints,pointsInPaint,largestLead,teamTurnovers,totalTurnovers,technicalFouls,totalTechnicalFouls,flagrantFouls,turnoverPoints,fouls
401736146,20250530,Sun,31,60,51.7,10,20,50.0,13,15,86.7,25,6,19,19,9,2,16,12,30,15,3,19,0,0,0,24,21
401736146,20250530,Fever,29,59,49.2,7,17,41.2,18,21,85.7,25,5,20,20,8,2,14,4,44,8,1,15,0,0,0,30,19
401736147,20250530,Liberty,29,68,42.6,10,38,26.3,17,20,85.0,46,9,37,23,6,8,11,10,32,22,1,12,0,0,0,12,15
401736147,20250530,Mystics,21,74,28.4,4,16,25.0,17,18,94.4,36,8,28,13,8,1,10,16,26,2,3,13,0,0,0,15,14
401736148,20250530,Sparks,31,66,47.0,7,24,29.2,12,19,63.2,38,10,28,18,6,0,18,7,46,4,0,18,2,2,0,28,19
401736148,20250530,Aces,32,70,45.7,12,25,48.0,20,23,87.0,30,6,24,22,12,7,10,12,32,24,1,11,0,0,0,18,16
401736149,20250530,Lynx,25,69,36.2,8,29,27.6,16,18,88.9,35,9,26,18,5,6,15,4,22,4,1,16,2,2,0,10,14
401736149,20250530,Mercury,28,71,39.4,3,26,11.5,12,14,85.7,38,11,27,21,8,4,14,14,44,7,1,15,0,0,0,16,19
401736150,20250530,Dream,34,76,44.7,9,31,29.0,17,23,73.9,35,13,22,18,5,7,11,10,44,9,0,11,0,0,0,10,18
401736150,20250530,Storm,34,67,50.7,3,11,27.3,16,20,80.0,33,7,26,17,7,1,14,12,52,17,1,15,1,1,1,13,22
