GameID,Date,TeamName,FGM,FGA,fieldGoalPct,3PM,3PA,threePointFieldGoalPct,FTM,FTA,freeThrowPct,totalRebounds,offensiveRebounds,defensiveRebounds,assists,steals,blocks,turnovers,fastBreakPoints,pointsInPaint,largestLead,teamTurnovers,totalTurnovers,technicalFouls,totalTechnicalFouls,flagrantFouls,turnoverPoints,fouls
401736209,20250627,Lynx,33,72,45.8,13,34,38.2,17,18,94.4,28,8,20,30,6,5,16,6,24,17,0,16,1,1,0,12,23
401736209,20250627,Dream,33,76,43.4,4,22,18.2,22,27,81.5,40,13,27,21,10,2,13,12,52,7,3,16,1,1,0,22,23
401736210,20250627,Fever,35,59,59.3,6,14,42.9,18,22,81.8,32,5,27,23,6,1,11,12,48,23,2,13,1,1,0,9,23
401736210,20250627,Wings,29,68,42.6,6,17,35.3,22,25,88.0,23,9,14,21,5,3,8,5,42,1,0,8,1,1,0,14,21
401736211,20250627,Sky,26,70,37.1,13,33,39.4,13,19,68.4,40,8,32,15,7,4,11,15,20,5,0,11,1,1,1,16,22
401736211,20250627,Valkyries,26,69,37.7,11,30,36.7,20,29,69.0,42,10,32,16,4,2,9,10,28,9,0,9,0,0,0,11,19
401736212,20250627,Liberty,33,65,50.8,6,18,33.3,19,25,76.0,30,6,24,21,9,0,12,16,46,2,0,12,1,1,0,8,10
401736212,20250627,Mercury,41,78,52.6,18,39,46.2,6,7,85.7,36,10,26,30,7,1,12,10,36,19,1,13,0,0,0,20,17
401736213,20250627,Sun,30,63,47.6,7,13,53.8,14,21,66.7,28,6,22,21,9,5,15,18,34,0,0,15,1,1,0,17,20
401736213,20250627,Storm,34,69,49.3,9,28,32.1,20,23,87.0,34,8,26,27,8,6,11,15,42,31,1,12,0,0,0,11,19
