GameID,Date,TeamName,FGM,FGA,fieldGoalPct,3PM,3PA,threePointFieldGoalPct,FTM,FTA,freeThrowPct,totalRebounds,offensiveRebounds,defensiveRebounds,assists,steals,blocks,turnovers,fastBreakPoints,pointsInPaint,largestLead,teamTurnovers,totalTurnovers,technicalFouls,totalTechnicalFouls,flagrantFouls,turnoverPoints,fouls
401736144,20250529,Valkyries,29,72,40.3,10,34,29.4,9,14,64.3,41,15,26,25,3,1,13,4,30,4,3,16,0,0,0,23,24
401736144,20250529,Liberty,23,61,37.7,13,36,36.1,23,27,85.2,36,8,28,17,7,5,13,17,18,6,1,14,0,0,0,15,20
401736145,20250529,Wings,37,72,51.4,8,22,36.4,10,11,90.9,30,9,21,23,6,10,16,16,40,5,1,17,1,1,0,12,16
401736145,20250529,Sky,37,79,46.8,10,24,41.7,13,17,76.5,34,14,20,28,11,0,13,16,44,13,1,14,0,0,0,14,11
