GameID,Date,TeamName,FGM,FGA,fieldGoalPct,3PM,3PA,threePointFieldGoalPct,FTM,FTA,freeThrowPct,totalRebounds,offensiveRebounds,defensiveRebounds,assists,steals,blocks,turnovers,fastBreakPoints,pointsInPaint,largestLead,teamTurnovers,totalTurnovers,technicalFouls,totalTechnicalFouls,flagrantFouls,turnoverPoints,fouls
401736138,20250527,Wings,37,66,56.1,10,20,50.0,25,29,86.2,35,10,25,26,10,3,12,16,46,27,1,13,0,0,0,10,24
401736138,20250527,Sun,27,60,45.0,8,24,33.3,25,36,69.4,27,7,20,20,10,0,16,12,26,3,1,17,0,0,0,19,23
401736139,20250527,Valkyries,21,62,33.9,11,31,35.5,14,19,73.7,34,7,27,16,10,4,20,15,16,0,3,23,0,0,0,32,15
401736139,20250527,Liberty,37,74,50.0,14,35,40.0,7,13,53.8,37,9,28,30,14,3,13,24,40,33,0,13,1,1,0,19,18
401736140,20250527,Storm,29,67,43.3,6,24,25.0,13,18,72.2,34,10,24,20,8,3,14,11,38,2,0,14,0,0,0,23,14
401736140,20250527,Lynx,32,68,47.1,7,19,36.8,11,12,91.7,30,8,22,18,11,5,11,19,36,15,1,12,1,1,0,13,16
401736141,20250527,Dream,30,64,46.9,11,30,36.7,17,17,100.0,32,5,27,26,9,6,16,13,38,17,0,16,0,0,0,15,18
401736141,20250527,Sparks,30,67,44.8,8,19,42.1,14,17,82.4,28,8,20,23,12,1,13,8,44,5,0,13,1,1,0,15,19
401736142,20250527,Sky,33,71,46.5,6,21,28.6,17,20,85.0,42,11,31,25,6,5,16,15,44,16,3,19,0,0,0,11,21
401736142,20250527,Mercury,33,78,42.3,16,40,40.0,12,19,63.2,30,10,20,26,11,7,9,15,32,8,2,11,0,0,0,10,18
