GameID,Date,TeamName,FGM,FGA,fieldGoalPct,3PM,3PA,threePointFieldGoalPct,FTM,FTA,freeThrowPct,totalRebounds,offensiveRebounds,defensiveRebounds,assists,steals,blocks,turnovers,fastBreakPoints,pointsInPaint,largestLead,teamTurnovers,totalTurnovers,technicalFouls,totalTechnicalFouls,flagrantFouls,turnoverPoints,fouls,leadChanges,leadPercentage
401856910,20260515,Aces,35,58,60,6,13,46,25,32,78,28,3,25,24,6,6,17,12,54,15,1,18,1,1,0,18,18,0,99
401856910,20260515,Sun,36,81,44,9,25,36,13,15,87,32,11,21,24,11,2,13,12,44,0,0,13,0,0,0,15,25,0,0
401856911,20260515,Mystics,38,68,56,6,16,38,22,28,79,44,8,36,18,3,8,20,9,58,14,1,21,1,1,0,27,28,10,69
401856911,20260515,Fever,36,92,39,17,42,40,13,19,68,29,11,18,21,13,4,11,13,28,13,0,11,0,0,0,15,25,10,28
401856912,20260515,Tempo,31,70,44,12,33,36,21,22,95,26,10,16,22,13,4,13,11,30,0,1,14,0,0,0,20,24,0,0
401856912,20260515,Sparks,37,58,64,9,21,43,16,20,80,24,2,22,26,6,1,16,6,54,20,0,16,3,3,1,19,18,0,99
401856913,20260515,Sky,29,68,43,6,22,27,19,26,73,27,6,21,16,5,7,11,12,38,2,2,13,0,0,1,15,30,4,3
401856913,20260515,Mercury,24,62,39,6,21,29,37,41,90,40,10,30,12,5,7,15,14,32,17,0,15,1,1,0,19,22,4,91
