GameID,Date,TeamName,FGM,FGA,fieldGoalPct,3PM,3PA,threePointFieldGoalPct,FTM,FTA,freeThrowPct,totalRebounds,offensiveRebounds,defensiveRebounds,assists,steals,blocks,turnovers,fastBreakPoints,pointsInPaint,largestLead,teamTurnovers,totalTurnovers,technicalFouls,totalTechnicalFouls,flagrantFouls,turnoverPoints,fouls
401736296,20250805,Wings,29,78,37.2,6,27,22.2,12,16,75.0,45,16,29,20,5,2,7,8,28,4,0,7,0,0,0,8,18
401736296,20250805,Liberty,31,65,47.7,12,24,50.0,11,13,84.6,35,2,33,25,4,5,8,11,26,15,0,8,0,0,0,9,13
401736297,20250805,Mystics,27,65,41.5,2,15,13.3,8,15,53.3,25,7,18,16,14,2,11,11,42,2,0,11,0,0,0,11,12
401736297,20250805,Sky,34,63,54.0,4,15,26.7,6,9,66.7,33,8,25,22,6,2,18,8,52,19,1,19,0,0,0,17,15
401736298,20250805,Fever,34,77,44.2,12,33,36.4,11,13,84.6,27,10,17,23,4,2,4,10,36,6,1,5,0,0,0,9,16
401736298,20250805,Sparks,37,66,56.1,13,26,50.0,13,15,86.7,32,7,25,25,1,7,11,12,48,22,3,14,1,1,0,15,16
401736299,20250805,Sun,25,72,34.7,5,25,20.0,11,12,91.7,35,12,23,16,11,4,17,16,34,0,0,17,1,1,0,26,18
401736299,20250805,Mercury,29,64,45.3,8,20,40.0,16,19,84.2,39,8,31,17,9,2,18,17,36,28,2,20,1,1,0,21,12
401736300,20250805,Lynx,32,70,45.7,9,22,40.9,18,26,69.2,34,9,25,21,13,3,15,17,36,9,2,17,0,0,0,19,15
401736300,20250805,Storm,34,69,49.3,9,27,33.3,10,12,83.3,24,3,21,25,7,3,14,10,44,8,1,15,0,0,0,16,16
