GameID,Date,TeamName,FGM,FGA,fieldGoalPct,3PM,3PA,threePointFieldGoalPct,FTM,FTA,freeThrowPct,totalRebounds,offensiveRebounds,defensiveRebounds,assists,steals,blocks,turnovers,fastBreakPoints,pointsInPaint,largestLead,teamTurnovers,totalTurnovers,technicalFouls,totalTechnicalFouls,flagrantFouls,turnoverPoints,fouls,leadChanges,leadPercentage
401856896,20260510,Storm,27,61,44,10,22,45,25,33,76,32,7,25,14,10,8,14,19,34,9,1,15,2,2,0,15,22,2,74
401856896,20260510,Sun,29,73,40,8,23,35,16,22,73,41,10,31,18,7,3,16,7,40,5,2,18,0,0,0,19,28,2,19
401856897,20260510,Liberty,33,69,48,9,27,33,23,28,82,34,8,26,19,7,5,15,10,40,12,1,16,1,1,0,16,31,11,64
401856897,20260510,Mystics,34,80,43,5,26,19,20,29,69,42,19,23,24,7,1,13,6,54,8,0,13,0,0,0,19,27,11,20
401856898,20260510,Aces,43,69,62,7,20,35,12,17,71,31,6,25,28,11,10,14,9,62,32,1,15,0,0,0,11,16,0,99
401856898,20260510,Sparks,29,78,37,9,31,29,11,16,69,32,15,17,11,8,0,19,5,40,0,0,19,0,0,1,26,17,0,0
401856900,20260510,Mercury,26,54,48,11,22,50,16,19,84,24,4,20,20,2,3,17,11,24,9,0,17,0,0,0,24,21,1,29
401856900,20260510,Valkyries,33,67,49,13,33,39,16,18,89,30,6,24,25,10,4,9,13,38,18,2,11,0,0,0,11,21,1,69
