GameID,Date,TeamName,FGM,FGA,fieldGoalPct,3PM,3PA,threePointFieldGoalPct,FTM,FTA,freeThrowPct,totalRebounds,offensiveRebounds,defensiveRebounds,assists,steals,blocks,turnovers,fastBreakPoints,pointsInPaint,largestLead,teamTurnovers,totalTurnovers,technicalFouls,totalTechnicalFouls,flagrantFouls,turnoverPoints,fouls
401736292,20250803,Liberty,31,62,50.0,4,17,23.5,21,23,91.3,35,7,28,24,7,3,20,10,40,17,2,22,0,0,0,14,20
401736292,20250803,Sun,28,68,41.2,5,23,21.7,17,22,77.3,28,6,22,14,12,2,13,17,40,3,2,15,0,0,1,19,22
401736291,20250803,Mystics,31,63,49.2,3,12,25.0,18,20,90.0,19,6,13,19,11,2,22,4,44,13,0,22,0,0,0,33,22
401736291,20250803,Dream,36,64,56.3,9,23,39.1,18,23,78.3,33,10,23,26,12,3,21,15,54,21,1,22,0,0,1,20,20
401736295,20250803,Fever,32,67,47.8,4,22,18.2,10,13,76.9,32,5,27,27,9,3,16,15,52,13,0,16,0,0,0,19,19
401736295,20250803,Storm,30,68,44.1,2,15,13.3,12,15,80.0,33,6,27,20,9,2,14,14,46,3,1,15,0,0,0,16,18
401736293,20250803,Mercury,33,73,45.2,7,25,28.0,10,14,71.4,45,14,31,22,8,8,9,30,46,26,0,9,0,0,0,4,17
401736293,20250803,Sky,26,70,37.1,5,20,25.0,10,18,55.6,40,13,27,19,3,6,12,3,34,9,0,12,0,0,0,13,13
401736294,20250803,Valkyries,25,73,34.2,10,34,29.4,17,18,94.4,39,17,22,19,10,1,10,2,26,2,4,14,2,2,1,15,15
401736294,20250803,Aces,35,76,46.1,18,40,45.0,13,16,81.3,46,18,28,24,10,3,15,6,28,28,1,16,1,1,0,13,15
