GameID,Date,TeamName,FGM,FGA,fieldGoalPct,3PM,3PA,threePointFieldGoalPct,FTM,FTA,freeThrowPct,totalRebounds,offensiveRebounds,defensiveRebounds,assists,steals,blocks,turnovers,fastBreakPoints,pointsInPaint,largestLead,teamTurnovers,totalTurnovers,technicalFouls,totalTechnicalFouls,flagrantFouls,turnoverPoints,fouls
401736285,20250801,Mercury,27,70,38.6,4,16,25.0,14,17,82.4,27,9,18,16,4,6,9,3,38,9,0,9,1,1,1,11,12
401736285,20250801,Dream,34,66,51.5,13,31,41.9,14,18,77.8,37,6,31,27,7,7,7,7,42,35,1,8,0,0,0,13,15
401736286,20250801,Liberty,20,59,33.9,6,27,22.2,16,17,94.1,29,7,22,18,10,5,21,7,24,9,2,23,0,0,0,14,15
401736286,20250801,Sun,28,69,40.6,5,20,25.0,17,24,70.8,42,13,29,21,11,5,17,8,32,16,0,17,0,0,0,15,14
401736287,20250801,Valkyries,24,65,36.9,10,30,33.3,15,16,93.8,32,5,27,19,6,3,9,0,22,8,1,10,0,0,0,10,16
401736287,20250801,Sky,27,64,42.2,6,22,27.3,6,10,60.0,36,8,28,21,2,6,10,9,32,8,2,12,1,1,0,14,16
401736288,20250801,Fever,33,73,45.2,12,28,42.9,10,13,76.9,44,14,30,25,10,3,19,14,36,13,1,20,0,0,0,13,20
401736288,20250801,Wings,26,64,40.6,2,15,13.3,24,25,96.0,30,4,26,16,8,7,14,10,34,2,1,15,0,0,0,16,16
401736289,20250801,Sparks,41,88,46.6,7,26,26.9,19,25,76.0,46,12,34,23,8,6,18,19,60,5,0,18,0,0,0,18,22
401736289,20250801,Storm,40,94,42.6,11,32,34.4,15,19,78.9,42,13,29,29,9,8,12,8,50,10,0,12,0,0,0,20,21
