GameID,Date,TeamName,FGM,FGA,fieldGoalPct,3PM,3PA,threePointFieldGoalPct,FTM,FTA,freeThrowPct,totalRebounds,offensiveRebounds,defensiveRebounds,assists,steals,blocks,turnovers,fastBreakPoints,pointsInPaint,largestLead,teamTurnovers,totalTurnovers,technicalFouls,totalTechnicalFouls,flagrantFouls,turnoverPoints,fouls
401736257,20250722,Sparks,35,68,51.5,13,31,41.9,10,14,71.4,33,11,22,24,7,2,16,14,38,13,3,19,0,0,0,27,20
401736257,20250722,Mystics,30,61,49.2,7,14,50.0,19,25,76.0,26,7,19,22,9,4,15,16,36,16,0,15,0,0,0,21,16
401736258,20250722,Fever,31,74,41.9,10,33,30.3,12,14,85.7,30,6,24,18,13,1,19,14,34,8,0,19,0,0,0,20,22
401736258,20250722,Liberty,33,64,51.6,12,22,54.5,20,21,95.2,34,4,30,25,9,5,19,14,42,14,1,20,0,0,0,16,17
401736259,20250722,Sky,24,61,39.3,7,16,43.8,13,16,81.3,36,12,24,12,6,2,21,7,28,7,2,23,2,2,0,20,20
401736259,20250722,Lynx,31,70,44.3,9,29,31.0,20,24,83.3,31,10,21,20,9,8,8,18,36,24,0,8,2,2,0,6,15
401736260,20250722,Dream,25,65,38.5,9,27,33.3,13,17,76.5,31,6,25,15,5,2,19,12,22,7,0,19,2,2,0,24,18
401736260,20250722,Aces,31,69,44.9,6,20,30.0,19,21,90.5,34,5,29,20,13,4,11,9,28,17,2,13,0,0,0,5,18
401736261,20250722,Wings,32,71,45.1,10,23,43.5,13,17,76.5,48,9,39,25,6,7,15,21,40,24,1,16,1,1,0,16,16
401736261,20250722,Storm,23,75,30.7,4,21,19.0,13,14,92.9,34,6,28,18,8,5,9,15,34,10,2,11,1,1,1,14,17
