GameID,Date,TeamName,FGM,FGA,fieldGoalPct,3PM,3PA,threePointFieldGoalPct,FTM,FTA,freeThrowPct,totalRebounds,offensiveRebounds,defensiveRebounds,assists,steals,blocks,turnovers,fastBreakPoints,pointsInPaint,largestLead,teamTurnovers,totalTurnovers,technicalFouls,totalTechnicalFouls,flagrantFouls,turnoverPoints,fouls,leadChanges,leadPercentage
401856933,20260524,Mercury,29,66,44,4,21,19,18,19,95,36,9,27,14,8,6,15,6,42,15,0,15,2,2,0,15,19,3,95
401856933,20260524,Dream,30,68,44,11,26,42,11,21,52,38,12,26,22,9,3,14,21,38,4,0,14,2,2,2,12,16,3,3
401856934,20260524,Wings,30,65,46,15,35,43,16,19,84,34,6,28,22,6,5,8,17,20,16,3,11,0,0,0,15,16,1,45
401856934,20260524,Liberty,28,72,39,8,26,31,12,14,86,34,10,24,21,4,0,9,10,40,9,2,11,0,0,0,6,18,1,54
401856935,20260524,Mystics,23,57,40,4,20,20,35,41,85,26,6,20,14,9,5,13,12,36,7,1,14,0,0,0,15,26,1,23
401856935,20260524,Storm,26,59,44,13,28,46,32,34,94,24,3,21,20,10,3,14,5,18,26,1,15,0,0,0,18,28,1,74
