GameID,Date,TeamName,FGM,FGA,fieldGoalPct,3PM,3PA,threePointFieldGoalPct,FTM,FTA,freeThrowPct,totalRebounds,offensiveRebounds,defensiveRebounds,assists,steals,blocks,turnovers,fastBreakPoints,pointsInPaint,largestLead,teamTurnovers,totalTurnovers,technicalFouls,totalTechnicalFouls,flagrantFouls,turnoverPoints,fouls
401736220,20250703,Aces,16,61,26.2,3,16,18.8,19,22,86.4,26,8,18,12,4,1,17,9,20,0,2,19,0,0,0,19,21
401736220,20250703,Fever,31,63,49.2,5,16,31.3,14,17,82.4,37,10,27,24,5,3,12,5,38,27,2,14,1,1,0,17,18
401736221,20250703,Sparks,27,56,48.2,5,19,26.3,20,26,76.9,32,4,28,22,8,6,17,16,40,11,1,18,1,1,0,23,16
401736221,20250703,Liberty,30,70,42.9,12,30,40.0,17,19,89.5,32,9,23,21,10,5,13,19,34,13,1,14,1,1,0,12,18
401736222,20250703,Storm,32,69,46.4,10,23,43.5,6,8,75.0,24,3,21,17,12,6,11,14,28,7,0,11,0,0,0,9,17
401736222,20250703,Dream,29,66,43.9,4,21,19.0,17,21,81.0,46,15,31,20,7,0,16,9,42,7,1,17,1,1,0,21,11
401736223,20250703,Mercury,28,67,41.8,8,23,34.8,25,31,80.6,26,7,19,21,11,6,10,26,34,2,1,11,1,1,0,16,26
401736223,20250703,Wings,32,67,47.8,8,22,36.4,26,31,83.9,38,8,30,20,4,6,15,9,34,18,1,16,0,0,0,22,22
401736224,20250703,Mystics,27,60,45.0,3,20,15.0,18,23,78.3,35,5,30,15,2,2,20,10,36,10,0,20,0,0,0,28,12
401736224,20250703,Lynx,37,80,46.3,9,26,34.6,9,9,100.0,30,7,23,24,8,5,6,12,52,19,0,6,0,0,0,9,18
