GameID,Date,TeamName,FGM,FGA,fieldGoalPct,3PM,3PA,threePointFieldGoalPct,FTM,FTA,freeThrowPct,totalRebounds,offensiveRebounds,defensiveRebounds,assists,steals,blocks,turnovers,fastBreakPoints,pointsInPaint,largestLead,teamTurnovers,totalTurnovers,technicalFouls,totalTechnicalFouls,flagrantFouls,turnoverPoints,fouls
401736182,20250617,Sun,25,64,39.1,3,21,14.3,18,20,90.0,27,10,17,15,8,4,12,5,34,0,0,12,5,5,1,12,22
401736182,20250617,Fever,31,68,45.6,11,26,42.3,15,16,93.8,38,11,27,19,6,1,15,11,38,21,3,18,1,1,1,20,21
401736183,20250617,Dream,29,67,43.3,12,28,42.9,11,11,100.0,31,7,24,23,7,7,12,6,30,17,1,13,0,0,0,15,17
401736183,20250617,Liberty,31,71,43.7,7,22,31.8,17,20,85.0,37,9,28,19,8,3,12,14,40,5,1,13,0,0,0,20,15
401736184,20250617,Mystics,29,64,45.3,7,15,46.7,14,22,63.6,32,12,20,21,14,5,16,20,34,7,0,16,0,0,0,3,17
401736184,20250617,Sky,30,61,49.2,3,10,30.0,9,13,69.2,31,9,22,21,10,6,22,8,50,16,3,25,1,1,0,40,22
401736185,20250617,Valkyries,24,59,40.7,7,20,35.0,16,23,69.6,28,5,23,17,5,6,16,6,30,3,1,17,0,0,0,14,19
401736185,20250617,Wings,29,74,39.2,7,27,25.9,15,19,78.9,39,13,26,23,12,6,11,14,32,10,3,14,0,0,0,18,20
401736186,20250617,Aces,23,64,35.9,9,24,37.5,7,9,77.8,34,8,26,18,4,4,17,2,22,14,4,21,0,0,0,27,21
401736186,20250617,Lynx,29,76,38.2,5,23,21.7,13,17,76.5,40,14,26,20,8,4,8,13,40,16,2,10,1,1,0,15,12
401736187,20250617,Storm,39,75,52.0,13,30,43.3,7,10,70.0,27,3,24,29,15,7,10,24,44,35,0,10,0,0,1,13,22
401736187,20250617,Sparks,21,64,32.8,6,22,27.3,19,23,82.6,42,13,29,14,7,4,22,8,28,5,2,24,0,0,0,31,12
