TEAM_ID,TEAM_NAME,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,date
1611661330,Atlanta Dream,1,1,0,1.0,40.0,28.0,66.0,0.424,16.0,33.0,0.485,21.0,30.0,0.7,7.0,29.0,36.0,21.0,9.0,7.0,6.0,5.0,15.0,20.0,93.0,13.0,1,1,1,1,3,4,6,6,1,1,1,5,3,9,8,4,5,4,1,7,3,5,4,4,1,2,06/22/2025
1611661329,Chicago Sky,1,0,1,0.0,40.0,27.0,64.0,0.422,4.0,15.0,0.267,22.0,24.0,0.917,7.0,31.0,38.0,19.0,9.0,7.0,5.0,6.0,20.0,15.0,80.0,-13.0,1,6,6,6,3,8,8,7,10,9,9,3,5,2,8,3,3,6,1,7,6,6,7,7,8,9,06/22/2025
1611661323,Connecticut Sun,1,0,1,0.0,40.0,20.0,66.0,0.303,7.0,24.0,0.292,16.0,21.0,0.762,10.0,25.0,35.0,14.0,14.0,4.0,10.0,3.0,23.0,16.0,63.0,-24.0,1,6,6,6,3,10,6,10,6,5,7,7,6,6,3,6,6,10,6,10,1,2,8,6,10,10,06/22/2025
1611661321,Dallas Wings,1,0,1,0.0,45.0,27.0,72.0,0.375,8.0,25.0,0.32,26.0,32.0,0.813,12.0,26.0,38.0,16.0,19.0,8.0,6.0,4.0,33.0,27.0,88.0,-3.0,1,6,6,6,1,8,3,8,3,4,4,2,2,4,2,5,3,9,9,6,3,4,10,2,5,6,06/22/2025
1611661331,Golden State Valkyries,1,1,0,1.0,40.0,28.0,78.0,0.359,9.0,31.0,0.29,22.0,29.0,0.759,19.0,32.0,51.0,18.0,10.0,9.0,3.0,10.0,16.0,23.0,87.0,24.0,1,1,1,1,3,4,2,9,2,2,8,3,4,7,1,1,1,8,3,3,8,10,5,3,6,1,06/22/2025
1611661325,Indiana Fever,1,0,1,0.0,40.0,34.0,70.0,0.486,6.0,23.0,0.261,7.0,9.0,0.778,9.0,24.0,33.0,23.0,18.0,9.0,1.0,3.0,17.0,11.0,81.0,-8.0,1,6,6,6,3,2,5,1,8,7,10,10,10,5,4,7,7,2,8,3,10,2,6,10,7,7,06/22/2025
1611661319,Las Vegas Aces,1,1,0,1.0,40.0,32.0,71.0,0.451,6.0,20.0,0.3,19.0,21.0,0.905,8.0,23.0,31.0,19.0,13.0,9.0,3.0,1.0,11.0,17.0,89.0,8.0,1,1,1,1,3,3,4,3,8,8,6,6,6,3,7,9,10,6,5,3,8,1,1,5,3,4,06/22/2025
1611661313,New York Liberty,1,0,1,0.0,40.0,28.0,63.0,0.444,8.0,24.0,0.333,15.0,16.0,0.938,7.0,32.0,39.0,21.0,21.0,7.0,7.0,6.0,14.0,14.0,79.0,-10.0,1,6,6,6,3,4,9,4,3,5,3,8,8,1,8,1,2,4,10,7,2,6,2,8,9,8,06/22/2025
1611661328,Seattle Storm,1,1,0,1.0,40.0,35.0,82.0,0.427,8.0,26.0,0.308,11.0,15.0,0.733,9.0,23.0,32.0,24.0,10.0,13.0,6.0,7.0,14.0,14.0,89.0,10.0,1,1,1,1,3,1,1,5,3,3,5,9,9,8,4,9,9,1,3,1,3,9,2,8,3,3,06/22/2025
1611661322,Washington Mystics,1,1,0,1.0,45.0,28.0,62.0,0.452,7.0,15.0,0.467,28.0,41.0,0.683,9.0,24.0,33.0,23.0,17.0,11.0,4.0,6.0,27.0,33.0,91.0,3.0,1,1,1,1,1,4,10,2,6,9,2,1,1,10,4,7,7,2,7,2,7,6,9,1,2,5,06/22/2025
