TEAM_ID,TEAM_NAME,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,date
1611661330,Atlanta Dream,1,1,0,1.0,40.0,34.0,76.0,0.447,9.0,31.0,0.29,17.0,23.0,0.739,13.0,22.0,35.0,18.0,11.0,5.0,7.0,1.0,18.0,22.0,94.0,7.0,1,1,1,1,1,1,1,6,4,2,5,3,1,9,1,8,5,6,1,9,2,2,5,1,2,3,05/30/2025
1611661323,Connecticut Sun,1,1,0,1.0,40.0,31.0,60.0,0.517,10.0,20.0,0.5,13.0,15.0,0.867,6.0,19.0,25.0,19.0,19.0,9.0,2.0,2.0,21.0,19.0,85.0,2.0,1,1,1,1,1,4,9,1,2,7,1,8,9,4,8,10,9,5,10,2,6,4,9,3,4,5,05/30/2025
1611661325,Indiana Fever,1,0,1,0.0,40.0,29.0,59.0,0.492,7.0,17.0,0.412,18.0,21.0,0.857,5.0,20.0,25.0,20.0,15.0,8.0,2.0,2.0,19.0,21.0,83.0,-2.0,1,6,6,6,1,6,10,3,6,8,3,2,3,5,10,9,9,4,5,3,6,4,6,2,6,6,05/30/2025
1611661319,Las Vegas Aces,1,1,0,1.0,40.0,32.0,70.0,0.457,12.0,25.0,0.48,20.0,23.0,0.87,6.0,24.0,30.0,22.0,11.0,12.0,7.0,0.0,16.0,19.0,96.0,15.0,1,1,1,1,1,3,4,5,1,5,2,1,1,3,8,7,8,2,1,1,2,1,4,3,1,2,05/30/2025
1611661320,Los Angeles Sparks,1,0,1,0.0,40.0,31.0,66.0,0.47,7.0,24.0,0.292,12.0,19.0,0.632,10.0,28.0,38.0,18.0,18.0,6.0,0.0,7.0,19.0,16.0,81.0,-15.0,1,6,6,6,1,4,8,4,6,6,4,9,6,10,3,2,2,6,9,7,10,8,6,7,7,9,05/30/2025
1611661324,Minnesota Lynx,1,1,0,1.0,40.0,25.0,69.0,0.362,8.0,29.0,0.276,16.0,18.0,0.889,9.0,26.0,35.0,18.0,16.0,5.0,6.0,4.0,14.0,19.0,74.0,3.0,1,1,1,1,1,9,5,9,5,3,6,6,7,2,4,5,5,6,8,9,4,6,1,3,8,4,05/30/2025
1611661313,New York Liberty,1,1,0,1.0,40.0,29.0,68.0,0.426,10.0,38.0,0.263,17.0,20.0,0.85,9.0,37.0,46.0,23.0,12.0,6.0,8.0,1.0,15.0,14.0,85.0,22.0,1,1,1,1,1,6,6,7,2,1,8,3,4,7,4,1,1,1,3,7,1,2,3,9,4,1,05/30/2025
1611661317,Phoenix Mercury,1,0,1,0.0,40.0,28.0,71.0,0.394,3.0,26.0,0.115,12.0,14.0,0.857,11.0,27.0,38.0,21.0,15.0,8.0,4.0,6.0,19.0,14.0,71.0,-3.0,1,6,6,6,1,8,3,8,9,4,10,9,10,5,2,4,2,3,5,3,5,7,6,9,9,7,05/30/2025
1611661328,Seattle Storm,1,0,1,0.0,40.0,34.0,67.0,0.507,3.0,11.0,0.273,16.0,20.0,0.8,7.0,26.0,33.0,17.0,15.0,7.0,1.0,7.0,22.0,18.0,87.0,-7.0,1,6,6,6,1,1,7,2,9,10,7,6,4,8,7,5,7,9,5,6,8,8,10,6,3,8,05/30/2025
1611661322,Washington Mystics,1,0,1,0.0,40.0,21.0,74.0,0.284,4.0,16.0,0.25,17.0,18.0,0.944,8.0,28.0,36.0,13.0,13.0,8.0,1.0,8.0,14.0,15.0,63.0,-22.0,1,6,6,6,1,10,2,10,8,9,9,3,7,1,6,2,4,10,4,3,8,10,1,8,10,10,05/30/2025
