TEAM_ID,TEAM_NAME,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,date
1611661330,Atlanta Dream,1,0,1,0.0,40.0,29.0,67.0,0.433,12.0,28.0,0.429,11.0,11.0,1.0,7.0,24.0,31.0,23.0,13.0,7.0,7.0,3.0,17.0,15.0,81.0,-5.0,1,7,7,7,1,5,6,6,2,2,3,9,10,1,10,7,8,2,4,8,1,2,4,10,4,7,06/17/2025
1611661329,Chicago Sky,1,0,1,0.0,40.0,30.0,61.0,0.492,3.0,10.0,0.3,9.0,13.0,0.692,9.0,22.0,31.0,21.0,25.0,10.0,6.0,5.0,22.0,17.0,72.0,-7.0,1,7,7,7,1,4,11,2,11,12,8,10,9,11,7,10,8,4,12,4,3,7,10,8,8,8,06/17/2025
1611661323,Connecticut Sun,1,0,1,0.0,40.0,25.0,64.0,0.391,3.0,21.0,0.143,18.0,20.0,0.9,10.0,17.0,27.0,15.0,12.0,8.0,4.0,1.0,22.0,21.0,71.0,-17.0,1,7,7,7,1,9,7,9,11,9,12,2,4,3,6,12,11,11,3,5,7,1,10,4,9,11,06/17/2025
1611661321,Dallas Wings,1,1,0,1.0,40.0,29.0,74.0,0.392,7.0,27.0,0.259,15.0,19.0,0.789,13.0,26.0,39.0,23.0,14.0,12.0,6.0,6.0,20.0,19.0,80.0,9.0,1,1,1,1,1,5,3,8,5,3,10,5,6,6,2,4,3,2,6,3,3,8,7,7,5,4,06/17/2025
1611661331,Golden State Valkyries,1,0,1,0.0,40.0,24.0,59.0,0.407,7.0,20.0,0.35,16.0,23.0,0.696,5.0,23.0,28.0,17.0,17.0,5.0,6.0,6.0,19.0,20.0,71.0,-9.0,1,7,7,7,1,10,12,7,5,10,6,4,1,10,11,9,10,10,8,11,3,8,6,6,9,9,06/17/2025
1611661325,Indiana Fever,1,1,0,1.0,40.0,31.0,68.0,0.456,11.0,26.0,0.423,15.0,16.0,0.938,11.0,27.0,38.0,19.0,18.0,6.0,1.0,4.0,21.0,22.0,88.0,17.0,1,1,1,1,1,2,5,3,3,4,4,5,8,2,5,3,4,7,9,10,12,3,8,1,2,2,06/17/2025
1611661319,Las Vegas Aces,1,0,1,0.0,40.0,23.0,64.0,0.359,9.0,24.0,0.375,7.0,9.0,0.778,8.0,26.0,34.0,18.0,21.0,4.0,4.0,4.0,21.0,12.0,62.0,-14.0,1,7,7,7,1,11,7,11,4,5,5,11,12,7,9,4,6,9,10,12,7,3,8,11,12,10,06/17/2025
1611661320,Los Angeles Sparks,1,0,1,0.0,40.0,21.0,64.0,0.328,6.0,22.0,0.273,19.0,23.0,0.826,13.0,29.0,42.0,14.0,24.0,7.0,4.0,7.0,12.0,22.0,67.0,-31.0,1,7,7,7,1,12,7,12,9,7,9,1,1,5,2,1,1,12,11,8,7,11,1,1,11,12,06/17/2025
1611661324,Minnesota Lynx,1,1,0,1.0,40.0,29.0,76.0,0.382,5.0,23.0,0.217,13.0,17.0,0.765,14.0,26.0,40.0,20.0,10.0,8.0,4.0,4.0,12.0,21.0,76.0,14.0,1,1,1,1,1,5,1,10,10,6,11,8,7,8,1,4,2,6,1,5,7,3,1,4,7,3,06/17/2025
1611661313,New York Liberty,1,1,0,1.0,40.0,31.0,71.0,0.437,7.0,22.0,0.318,17.0,20.0,0.85,9.0,28.0,37.0,19.0,13.0,8.0,3.0,7.0,15.0,17.0,86.0,5.0,1,1,1,1,1,2,4,5,5,7,7,3,4,4,7,2,5,7,4,5,11,11,3,8,3,6,06/17/2025
1611661328,Seattle Storm,1,1,0,1.0,40.0,39.0,75.0,0.52,13.0,30.0,0.433,7.0,10.0,0.7,3.0,24.0,27.0,29.0,10.0,15.0,7.0,4.0,22.0,12.0,98.0,31.0,1,1,1,1,1,1,2,1,1,1,2,11,11,9,12,7,11,1,1,1,1,3,10,11,1,1,06/17/2025
1611661322,Washington Mystics,1,1,0,1.0,40.0,29.0,64.0,0.453,7.0,15.0,0.467,14.0,22.0,0.636,12.0,20.0,32.0,21.0,16.0,14.0,5.0,6.0,17.0,22.0,79.0,7.0,1,1,1,1,1,5,7,4,5,11,1,7,3,12,4,11,7,4,7,2,6,8,4,1,6,5,06/17/2025
