TEAM_ID,TEAM_NAME,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,date
1611661330,Atlanta Dream,1,0,1,0.0,45.0,33.0,76.0,0.434,4.0,22.0,0.182,22.0,27.0,0.815,13.0,27.0,40.0,21.0,16.0,10.0,2.0,5.0,23.0,23.0,92.0,-4.0,1,6,6,6,1,4,2,7,10,6,10,1,2,6,1,3,2,5,9,1,6,8,8,1,5,6,06/27/2025
1611661329,Chicago Sky,1,0,1,0.0,40.0,26.0,70.0,0.371,13.0,33.0,0.394,13.0,19.0,0.684,8.0,32.0,40.0,15.0,11.0,7.0,4.0,2.0,22.0,19.0,78.0,-5.0,1,6,6,6,3,9,4,10,2,3,4,9,8,9,5,1,2,10,3,5,4,4,7,7,10,7,06/27/2025
1611661323,Connecticut Sun,1,0,1,0.0,40.0,30.0,63.0,0.476,7.0,13.0,0.538,14.0,21.0,0.667,6.0,22.0,28.0,21.0,15.0,9.0,5.0,6.0,20.0,19.0,81.0,-16.0,1,6,6,6,3,7,9,5,6,10,1,8,7,10,8,8,8,5,8,2,2,10,5,7,9,10,06/27/2025
1611661321,Dallas Wings,1,0,1,0.0,40.0,29.0,68.0,0.426,6.0,17.0,0.353,22.0,25.0,0.88,9.0,14.0,23.0,21.0,8.0,5.0,3.0,1.0,21.0,23.0,86.0,-8.0,1,6,6,6,3,8,7,8,7,8,7,1,3,2,4,10,10,5,1,9,5,2,6,1,7,8,06/27/2025
1611661331,Golden State Valkyries,1,1,0,1.0,40.0,26.0,69.0,0.377,11.0,30.0,0.367,20.0,29.0,0.69,10.0,32.0,42.0,16.0,9.0,4.0,2.0,4.0,19.0,22.0,83.0,5.0,1,1,1,1,3,9,5,9,4,4,6,3,1,8,2,1,1,9,2,10,6,7,3,4,8,4,06/27/2025
1611661325,Indiana Fever,1,1,0,1.0,40.0,35.0,59.0,0.593,6.0,14.0,0.429,18.0,22.0,0.818,5.0,27.0,32.0,23.0,13.0,6.0,1.0,3.0,23.0,21.0,94.0,8.0,1,1,1,1,3,2,10,1,7,9,3,6,6,5,10,3,6,4,6,7,8,6,8,5,4,3,06/27/2025
1611661324,Minnesota Lynx,1,1,0,1.0,45.0,33.0,72.0,0.458,13.0,34.0,0.382,17.0,18.0,0.944,8.0,20.0,28.0,30.0,16.0,6.0,5.0,2.0,23.0,23.0,96.0,4.0,1,1,1,1,1,4,3,6,2,2,5,7,9,1,5,9,8,1,9,7,2,4,8,1,3,5,06/27/2025
1611661313,New York Liberty,1,0,1,0.0,40.0,33.0,65.0,0.508,6.0,18.0,0.333,19.0,25.0,0.76,6.0,24.0,30.0,21.0,12.0,9.0,0.0,1.0,10.0,17.0,91.0,-15.0,1,6,6,6,3,4,8,3,7,7,8,5,3,7,8,7,7,5,4,2,10,2,1,9,6,9,06/27/2025
1611661317,Phoenix Mercury,1,1,0,1.0,40.0,41.0,78.0,0.526,18.0,39.0,0.462,6.0,7.0,0.857,10.0,26.0,36.0,30.0,13.0,7.0,1.0,0.0,17.0,10.0,106.0,15.0,1,1,1,1,3,1,1,2,1,1,2,10,10,4,2,5,4,1,6,5,8,1,2,10,1,2,06/27/2025
1611661328,Seattle Storm,1,1,0,1.0,40.0,34.0,69.0,0.493,9.0,28.0,0.321,20.0,23.0,0.87,8.0,26.0,34.0,27.0,12.0,8.0,6.0,5.0,19.0,20.0,97.0,16.0,1,1,1,1,3,3,5,4,5,5,9,3,5,3,5,5,5,3,4,4,1,8,3,6,2,1,06/27/2025
