TEAM_ID,TEAM_NAME,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,date
1611661330,Atlanta Dream,1,1,0,1.0,40.0,37.0,70.0,0.529,4.0,19.0,0.211,12.0,22.0,0.545,6.0,32.0,38.0,27.0,16.0,7.0,2.0,3.0,16.0,17.0,90.0,9.0,1,1,1,1,1,1,5,1,9,9,10,8,3,10,7,2,3,1,9,4,10,2,2,6,3,3,06/29/2025
1611661329,Chicago Sky,1,1,0,1.0,40.0,33.0,68.0,0.485,11.0,26.0,0.423,15.0,17.0,0.882,9.0,26.0,35.0,22.0,14.0,6.0,7.0,5.0,20.0,16.0,92.0,7.0,1,1,1,1,1,3,6,3,1,5,1,5,7,2,5,5,6,3,6,7,1,7,8,8,2,4,06/29/2025
1611661323,Connecticut Sun,1,0,1,0.0,40.0,23.0,66.0,0.348,4.0,18.0,0.222,13.0,17.0,0.765,9.0,18.0,27.0,14.0,15.0,8.0,5.0,5.0,20.0,19.0,63.0,-39.0,1,6,6,6,1,9,8,9,9,10,8,7,7,8,5,10,10,9,8,1,2,7,8,4,9,10,06/29/2025
1611661331,Golden State Valkyries,1,1,0,1.0,40.0,31.0,64.0,0.484,8.0,27.0,0.296,14.0,18.0,0.778,6.0,35.0,41.0,20.0,17.0,5.0,4.0,4.0,10.0,17.0,84.0,27.0,1,1,1,1,1,4,9,4,7,4,6,6,6,7,7,1,1,5,10,8,5,5,1,6,5,2,06/29/2025
1611661319,Las Vegas Aces,1,1,0,1.0,40.0,26.0,60.0,0.433,9.0,24.0,0.375,23.0,26.0,0.885,5.0,31.0,36.0,20.0,13.0,5.0,3.0,3.0,19.0,20.0,84.0,3.0,1,1,1,1,1,8,10,6,4,7,3,1,1,1,9,3,5,5,2,8,7,2,6,1,5,5,06/29/2025
1611661320,Los Angeles Sparks,1,0,1,0.0,40.0,30.0,72.0,0.417,9.0,28.0,0.321,16.0,22.0,0.727,12.0,23.0,35.0,22.0,14.0,7.0,5.0,7.0,16.0,20.0,85.0,-7.0,1,6,6,6,1,5,2,7,4,2,5,4,3,9,2,8,6,3,6,4,2,10,2,1,4,7,06/29/2025
1611661324,Minnesota Lynx,1,1,0,1.0,40.0,36.0,71.0,0.507,10.0,34.0,0.294,20.0,24.0,0.833,11.0,30.0,41.0,27.0,13.0,8.0,5.0,5.0,19.0,20.0,102.0,39.0,1,1,1,1,1,2,3,2,2,1,7,2,2,3,4,4,1,1,2,1,2,7,6,1,1,1,06/29/2025
1611661313,New York Liberty,1,0,1,0.0,40.0,30.0,68.0,0.441,9.0,26.0,0.346,12.0,15.0,0.8,5.0,25.0,30.0,18.0,13.0,7.0,3.0,2.0,17.0,16.0,81.0,-9.0,1,6,6,6,1,5,6,5,4,5,4,8,9,5,9,6,9,8,2,4,7,1,4,8,7,8,06/29/2025
1611661317,Phoenix Mercury,1,0,1,0.0,40.0,27.0,71.0,0.38,10.0,24.0,0.417,17.0,21.0,0.81,12.0,23.0,35.0,19.0,11.0,5.0,3.0,3.0,20.0,19.0,81.0,-3.0,1,6,6,6,1,7,3,8,2,7,2,3,5,4,2,8,6,7,1,8,7,2,8,4,7,6,06/29/2025
1611661328,Seattle Storm,1,0,1,0.0,40.0,20.0,74.0,0.27,6.0,28.0,0.214,11.0,14.0,0.786,13.0,25.0,38.0,13.0,13.0,8.0,4.0,4.0,17.0,10.0,57.0,-27.0,1,6,6,6,1,10,1,10,8,2,9,10,10,6,1,6,3,10,2,1,5,5,4,10,10,9,06/29/2025
