week,season,game_id,date,away_team,away_team_abbr,away_score,home_team,home_team_abbr,home_score,winner,point_differential,status,away_firstDowns,away_firstDownsPassing,away_firstDownsRushing,away_firstDownsPenalty,away_thirdDownConversions,away_thirdDownAttempts,away_fourthDownConversions,away_fourthDownAttempts,away_totalOffensivePlays,away_totalYards,away_yardsPerPlay,away_totalDrives,away_netPassingYards,away_completions,away_passAttempts,away_yardsPerPass,away_interceptions,away_sacks,away_sackYardsLost,away_rushingYards,away_rushingAttempts,away_yardsPerRushAttempt,away_redZoneAttempts,away_penalties,away_penaltyYards,away_turnovers,away_fumblesLost,away_defensiveTouchdowns,away_possessionTime,home_firstDowns,home_firstDownsPassing,home_firstDownsRushing,home_firstDownsPenalty,home_thirdDownConversions,home_thirdDownAttempts,home_fourthDownConversions,home_fourthDownAttempts,home_totalOffensivePlays,home_totalYards,home_yardsPerPlay,home_totalDrives,home_netPassingYards,home_completions,home_passAttempts,home_yardsPerPass,home_interceptions,home_sacks,home_sackYardsLost,home_rushingYards,home_rushingAttempts,home_yardsPerRushAttempt,home_redZoneAttempts,home_penalties,home_penaltyYards,home_turnovers,home_fumblesLost,home_defensiveTouchdowns,home_possessionTime,attendance,venue,venue_city,venue_state
18,2021,401326598,2022-01-08T21:30Z,Kansas City Chiefs,KC,28,Denver Broncos,DEN,24,Kansas City Chiefs,4,Final,28,19,6,3,8,14,1,1,74,390,5.3,8,255,27,44,5.7,0,1,15,135,29,4.7,2-4,5,45,0,0,1,33:04,18,9,8,1,7,12,0,0,54,364,6.7,8,173,13,25,6.7,0,1,5,191,28,6.8,1-3,6,45,1,1,0,26:56,76012,Empower Field at Mile High,Denver,CO
18,2021,401326595,2022-01-09T01:15Z,Dallas Cowboys,DAL,51,Philadelphia Eagles,PHI,26,Dallas Cowboys,25,Final,22,13,9,0,8,13,2,2,61,475,7.8,10,304,22,28,10.5,0,1,1,171,32,5.3,5-5,5,44,0,0,0,27:37,22,11,9,2,10,18,3,3,70,315,4.5,10,166,20,34,4.5,1,3,22,149,33,4.5,2-3,3,30,1,0,0,32:23,69796,Lincoln Financial Field,Philadelphia,PA
18,2021,401326588,2022-01-09T18:00Z,Cincinnati Bengals,CIN,16,Cleveland Browns,CLE,21,Cleveland Browns,5,Final,11,4,6,1,5,14,1,1,51,182,3.6,9,103,15,29,3.1,0,4,33,79,18,4.4,1-2,4,32,0,0,1,26:21,24,8,15,1,6,12,0,1,66,376,5.7,11,171,17,24,6.8,1,1,5,205,41,5.0,2-4,4,46,2,1,0,33:39,67431,Huntington Bank Field,Cleveland,OH
18,2021,401326589,2022-01-09T18:00Z,Green Bay Packers,GB,30,Detroit Lions,DET,37,Detroit Lions,7,Final,22,15,6,1,8,14,1,2,66,378,5.7,11,256,24,35,6.6,2,4,16,122,27,4.5,2-3,0,0,3,1,0,33:39,19,12,7,0,4,11,2,3,59,404,6.8,11,305,22,32,9.2,0,1,8,99,26,3.8,2-5,2,15,0,0,0,26:21,56735,Ford Field,Detroit,MI
18,2021,401326593,2022-01-09T18:00Z,Chicago Bears,CHI,17,Minnesota Vikings,MIN,31,Minnesota Vikings,14,Final,24,17,5,2,5,15,1,6,80,356,4.4,11,266,33,48,4.8,2,7,59,90,25,3.6,0-2,2,10,2,0,0,36:47,11,8,3,0,7,13,0,0,47,331,7.0,11,227,14,22,9.1,0,3,23,104,22,4.7,0-1,4,47,0,0,1,23:13,66625,U.S. Bank Stadium,Minneapolis,MN
18,2021,401326594,2022-01-09T18:00Z,Washington,WSH,22,New York Giants,NYG,7,Washington,15,Final,16,4,12,0,3,13,1,1,58,325,5.6,10,99,9,18,4.7,0,3,21,226,37,6.1,1-3,3,29,0,0,1,32:17,10,4,4,2,6,17,2,4,59,177,3.0,11,83,15,31,2.4,2,3,20,94,25,3.8,0-1,3,21,3,1,0,27:43,69923,MetLife Stadium,East Rutherford,NJ
18,2021,401326591,2022-01-09T18:00Z,Indianapolis Colts,IND,11,Jacksonville Jaguars,JAX,26,Jacksonville Jaguars,15,Final,13,8,4,1,4,12,2,5,53,233,4.4,9,139,17,29,4.0,1,6,46,94,18,5.2,1-3,4,52,2,1,0,26:41,19,11,6,2,7,15,1,1,64,318,5.0,10,217,23,32,6.6,0,1,6,101,31,3.3,2-5,6,49,0,0,0,33:19,60516,EverBank Stadium,Jacksonville,FL
18,2021,401326586,2022-01-09T18:00Z,Pittsburgh Steelers,PIT,16,Baltimore Ravens,BAL,13,Pittsburgh Steelers,3,Final,19,14,5,0,6,17,1,1,75,314,4.2,15,235,30,44,5.2,1,1,9,79,30,2.6,1-3,6,43,1,0,0,36:48,20,5,14,1,3,14,1,2,71,381,5.4,14,132,16,32,3.8,2,3,9,249,36,6.9,0-2,1,5,3,1,0,31:16,70453,M&T Bank Stadium,Baltimore,MD
18,2021,401326590,2022-01-09T18:00Z,Tennessee Titans,TEN,28,Houston Texans,HOU,25,Tennessee Titans,3,Final,23,16,6,1,8,13,0,0,65,405,6.2,10,281,23,32,8.5,0,1,6,124,32,3.9,4-4,5,42,0,0,0,33:34,18,11,7,0,4,11,1,1,56,353,6.3,10,289,23,33,8.3,0,2,12,64,21,3.0,1-2,4,65,0,0,0,26:26,66722,NRG Stadium,Houston,TX
18,2021,401326585,2022-01-09T21:25Z,New Orleans Saints,NO,30,Atlanta Falcons,ATL,20,New Orleans Saints,10,Final,22,9,10,3,8,16,0,1,71,369,5.2,11,174,16,24,7.0,0,1,4,195,46,4.2,3-7,4,40,0,0,0,39:17,13,9,3,1,3,10,2,3,48,257,5.4,11,195,20,33,5.4,1,3,21,62,12,5.2,2-3,5,46,3,2,0,20:43,68336,Mercedes-Benz Stadium,Atlanta,GA
