week,season,game_id,date,away_team,away_team_abbr,away_score,home_team,home_team_abbr,home_score,winner,point_differential,status,away_firstDowns,away_firstDownsPassing,away_firstDownsRushing,away_firstDownsPenalty,away_thirdDownConversions,away_thirdDownAttempts,away_fourthDownConversions,away_fourthDownAttempts,away_totalOffensivePlays,away_totalYards,away_yardsPerPlay,away_totalDrives,away_netPassingYards,away_completions,away_passAttempts,away_yardsPerPass,away_interceptions,away_sacks,away_sackYardsLost,away_rushingYards,away_rushingAttempts,away_yardsPerRushAttempt,away_redZoneAttempts,away_penalties,away_penaltyYards,away_turnovers,away_fumblesLost,away_defensiveTouchdowns,away_possessionTime,home_firstDowns,home_firstDownsPassing,home_firstDownsRushing,home_firstDownsPenalty,home_thirdDownConversions,home_thirdDownAttempts,home_fourthDownConversions,home_fourthDownAttempts,home_totalOffensivePlays,home_totalYards,home_yardsPerPlay,home_totalDrives,home_netPassingYards,home_completions,home_passAttempts,home_yardsPerPass,home_interceptions,home_sacks,home_sackYardsLost,home_rushingYards,home_rushingAttempts,home_yardsPerRushAttempt,home_redZoneAttempts,home_penalties,home_penaltyYards,home_turnovers,home_fumblesLost,home_defensiveTouchdowns,home_possessionTime,attendance,venue,venue_city,venue_state
14,2021,401326523,2021-12-10T01:20Z,Pittsburgh Steelers,PIT,28,Minnesota Vikings,MIN,36,Minnesota Vikings,8,Final,22,11,7,4,4,13,2,2,69,375,5.4,14,269,28,40,6.0,1,5,39,106,24,4.4,3-4,10,85,1,0,0,29:32,22,8,13,1,5,14,1,1,67,458,6.8,13,216,14,31,7.0,2,0,0,242,36,6.7,2-3,11,102,2,0,0,30:28,66718,U.S. Bank Stadium,Minneapolis,MN
14,2021,401326526,2021-12-12T18:00Z,Baltimore Ravens,BAL,22,Cleveland Browns,CLE,24,Cleveland Browns,2,Final,21,15,5,1,1,12,3,4,69,389,5.6,13,271,31,42,5.9,0,4,16,118,23,5.1,2-3,10,129,2,2,0,26:10,20,10,7,3,6,13,0,0,61,290,4.8,12,190,22,32,5.9,1,0,0,100,29,3.4,2-2,4,42,1,0,1,33:50,67431,Huntington Bank Field,Cleveland,OH
14,2021,401326530,2021-12-12T18:00Z,Jacksonville Jaguars,JAX,0,Tennessee Titans,TEN,20,Tennessee Titans,20,Final,9,9,0,0,5,13,1,2,51,192,3.8,11,184,24,40,4.3,4,3,37,8,8,1.0,0-0,9,79,4,0,0,23:03,22,10,8,4,6,15,0,0,69,263,3.8,11,161,20,31,4.6,0,4,30,102,34,3.0,2-3,2,15,0,0,0,36:57,67808,Nissan Stadium,Nashville,TN
14,2021,401326528,2021-12-12T18:00Z,Las Vegas Raiders,LV,9,Kansas City Chiefs,KC,48,Kansas City Chiefs,39,Final,19,13,2,4,4,11,1,1,61,290,4.8,10,246,33,45,5.0,1,4,17,44,12,3.7,1-2,9,85,5,4,0,26:25,21,11,6,4,9,13,0,0,57,372,6.5,9,240,20,24,8.9,0,3,18,132,30,4.4,3-4,8,63,0,0,1,33:35,73278,GEHA Field at Arrowhead Stadium,Kansas City,MO
14,2021,401326529,2021-12-12T18:00Z,New Orleans Saints,NO,30,New York Jets,NYJ,9,New Orleans Saints,21,Final,21,8,12,1,6,15,1,1,68,344,5.1,11,141,15,21,5.9,0,3,34,203,44,4.6,2-5,4,42,0,0,0,38:52,13,9,2,2,3,14,1,3,62,256,4.1,12,178,19,42,4.0,0,3,24,78,17,4.6,0-3,5,45,0,0,0,21:08,69129,MetLife Stadium,East Rutherford,NJ
14,2021,401326531,2021-12-12T18:00Z,Dallas Cowboys,DAL,27,Washington,WSH,20,Dallas Cowboys,7,Final,19,11,7,1,7,18,0,0,78,323,4.1,14,201,22,39,4.7,2,4,10,122,35,3.5,1-6,7,60,2,0,1,34:29,14,7,6,1,3,14,1,2,62,224,3.6,14,124,15,34,3.2,1,5,51,100,23,4.3,1-1,7,65,4,3,1,25:31,61308,Northwest Stadium,Landover,MD
14,2021,401326524,2021-12-12T18:00Z,Atlanta Falcons,ATL,29,Carolina Panthers,CAR,21,Atlanta Falcons,8,Final,20,10,9,1,7,14,2,2,64,318,5.0,10,190,19,28,6.8,0,0,0,128,36,3.6,2-4,6,60,1,1,1,34:37,21,13,7,1,4,11,1,3,62,334,5.4,10,243,21,35,6.8,2,1,10,91,26,3.5,3-3,6,45,3,1,0,25:23,72243,Bank of America Stadium,Charlotte,NC
14,2021,401326527,2021-12-12T18:00Z,Seattle Seahawks,SEA,33,Houston Texans,HOU,13,Seattle Seahawks,20,Final,20,11,7,2,7,13,0,0,57,453,7.9,10,260,17,28,9.3,0,0,0,193,29,6.7,1-2,8,69,0,0,0,26:41,25,16,6,3,3,13,0,2,76,380,5.0,11,317,33,49,6.2,0,2,14,63,25,2.5,1-3,6,52,0,0,0,33:19,67610,NRG Stadium,Houston,TX
14,2021,401326532,2021-12-12T21:05Z,Detroit Lions,DET,10,Denver Broncos,DEN,38,Denver Broncos,28,Final,17,9,7,1,5,14,3,5,62,316,5.1,9,198,24,39,4.8,1,2,17,118,21,5.6,1-3,6,53,2,1,0,27:53,25,10,14,1,8,12,1,1,65,358,5.5,9,174,18,25,6.7,0,1,5,184,39,4.7,5-5,2,18,0,0,0,32:07,76211,Empower Field at Mile High,Denver,CO
14,2021,401326533,2021-12-12T21:05Z,New York Giants,NYG,21,Los Angeles Chargers,LAC,37,Los Angeles Chargers,16,Final,20,8,10,2,7,14,0,2,65,316,4.9,12,181,17,37,4.6,1,2,10,135,26,5.2,3-3,3,20,2,1,0,25:40,26,15,10,1,7,13,0,0,70,423,6.0,11,271,23,31,8.2,0,2,4,152,37,4.1,3-6,6,39,0,0,0,34:20,70240,SoFi Stadium,Inglewood,CA
