week,season,game_id,date,away_team,away_team_abbr,away_score,home_team,home_team_abbr,home_score,winner,point_differential,status,away_firstDowns,away_firstDownsPassing,away_firstDownsRushing,away_firstDownsPenalty,away_thirdDownConversions,away_thirdDownAttempts,away_fourthDownConversions,away_fourthDownAttempts,away_totalOffensivePlays,away_totalYards,away_yardsPerPlay,away_totalDrives,away_netPassingYards,away_completions,away_passAttempts,away_yardsPerPass,away_interceptions,away_sacks,away_sackYardsLost,away_rushingYards,away_rushingAttempts,away_yardsPerRushAttempt,away_redZoneAttempts,away_penalties,away_penaltyYards,away_turnovers,away_fumblesLost,away_defensiveTouchdowns,away_possessionTime,home_firstDowns,home_firstDownsPassing,home_firstDownsRushing,home_firstDownsPenalty,home_thirdDownConversions,home_thirdDownAttempts,home_fourthDownConversions,home_fourthDownAttempts,home_totalOffensivePlays,home_totalYards,home_yardsPerPlay,home_totalDrives,home_netPassingYards,home_completions,home_passAttempts,home_yardsPerPass,home_interceptions,home_sacks,home_sackYardsLost,home_rushingYards,home_rushingAttempts,home_yardsPerRushAttempt,home_redZoneAttempts,home_penalties,home_penaltyYards,home_turnovers,home_fumblesLost,home_defensiveTouchdowns,home_possessionTime,attendance,venue,venue_city,venue_state
11,2021,401326479,2021-11-19T01:20Z,New England Patriots,NE,25,Atlanta Falcons,ATL,0,New England Patriots,25,Final,20,7,9,4,4,12,0,0,59,308,5.2,11,174,22,26,6.0,1,3,33,134,30,4.5,1-3,5,59,1,0,1,32:43,11,7,3,1,2,11,1,2,52,165,3.2,11,125,20,32,3.5,4,4,33,40,16,2.5,0-2,9,72,4,0,0,27:17,68286,Mercedes-Benz Stadium,Atlanta,GA
11,2021,401326480,2021-11-21T18:00Z,Indianapolis Colts,IND,41,Buffalo Bills,BUF,15,Indianapolis Colts,26,Final,28,6,18,4,8,12,0,1,66,370,5.6,9,106,11,20,5.3,0,0,0,264,46,5.7,4-6,3,30,0,0,0,37:47,19,13,5,1,5,10,0,0,54,311,5.8,10,220,24,40,5.4,3,1,8,91,13,7.0,2-2,7,56,4,1,0,22:13,69866,Highmark Stadium,Orchard Park,NY
11,2021,401326482,2021-11-21T18:00Z,Baltimore Ravens,BAL,16,Chicago Bears,CHI,13,Baltimore Ravens,3,Final,23,12,9,2,7,16,1,1,76,299,3.9,11,176,26,36,4.2,1,6,43,123,34,3.6,1-3,6,36,1,0,0,38:50,14,10,3,1,2,11,2,3,57,353,6.2,12,261,15,34,7.1,0,3,19,92,20,4.6,0-1,6,58,1,1,0,21:10,60679,Soldier Field,Chicago,IL
11,2021,401326483,2021-11-21T18:00Z,Detroit Lions,DET,10,Cleveland Browns,CLE,13,Cleveland Browns,3,Final,12,5,6,1,3,11,0,0,46,245,5.3,11,77,15,23,3.3,2,0,0,168,23,7.3,0-0,7,67,2,0,0,25:04,22,8,10,4,5,13,0,0,66,349,5.3,11,165,15,29,5.5,2,1,11,184,36,5.1,2-2,10,82,2,0,0,34:56,67431,Huntington Bank Field,Cleveland,OH
11,2021,401326488,2021-11-21T18:00Z,Houston Texans,HOU,22,Tennessee Titans,TEN,13,Houston Texans,9,Final,15,5,8,2,6,17,1,1,62,190,3.1,12,107,14,24,4.5,0,0,0,83,38,2.2,2-4,7,50,0,0,0,29:38,26,19,7,0,6,15,2,4,79,420,5.3,12,317,35,52,5.9,4,2,6,103,25,4.1,2-3,5,52,5,1,0,30:22,67395,Nissan Stadium,Nashville,TN
11,2021,401326485,2021-11-21T18:00Z,Green Bay Packers,GB,31,Minnesota Vikings,MIN,34,Minnesota Vikings,3,Final,21,16,4,1,7,11,0,0,54,467,8.6,9,372,23,33,10.6,0,2,13,95,19,5.0,2-3,8,92,0,0,0,28:59,25,17,6,2,9,13,0,0,66,408,6.2,9,318,24,35,8.6,0,2,23,90,29,3.1,3-4,3,25,0,0,0,31:01,66959,U.S. Bank Stadium,Minneapolis,MN
11,2021,401326486,2021-11-21T18:00Z,Miami Dolphins,MIA,24,New York Jets,NYJ,17,Miami Dolphins,7,Final,20,13,5,2,8,14,0,0,67,388,5.8,11,273,27,34,8.0,1,0,0,115,33,3.5,2-4,8,62,1,0,0,33:35,18,12,5,1,7,14,1,1,59,380,6.4,10,278,24,39,6.8,0,2,13,102,18,5.7,1-4,7,48,1,1,0,26:25,72303,MetLife Stadium,East Rutherford,NJ
11,2021,401326487,2021-11-21T18:00Z,New Orleans Saints,NO,29,Philadelphia Eagles,PHI,40,Philadelphia Eagles,11,Final,18,12,5,1,6,13,0,0,62,323,5.2,15,214,22,40,5.4,2,0,0,109,22,5.0,3-4,3,25,3,1,0,22:59,21,7,14,0,12,21,0,0,77,380,4.9,14,138,13,24,5.1,0,3,9,242,50,4.8,2-4,6,49,1,1,1,37:01,69796,Lincoln Financial Field,Philadelphia,PA
11,2021,401326481,2021-11-21T18:00Z,Washington,WSH,27,Carolina Panthers,CAR,21,Washington,6,Final,24,10,12,2,6,13,2,2,65,369,5.7,10,179,16,22,7.2,0,3,27,190,40,4.8,3-6,8,69,1,1,0,35:53,18,10,5,3,2,9,1,3,49,297,6.1,10,186,21,27,6.6,0,1,3,111,21,5.3,1-1,7,65,0,0,0,24:07,73350,Bank of America Stadium,Charlotte,NC
11,2021,401326484,2021-11-21T18:00Z,San Francisco 49ers,SF,30,Jacksonville Jaguars,JAX,10,San Francisco 49ers,20,Final,25,8,13,4,6,12,1,1,66,333,5.0,9,162,16,22,6.8,0,2,14,171,42,4.1,2-3,1,12,0,0,0,38:22,14,8,5,1,5,11,1,1,44,200,4.5,7,146,16,25,5.2,0,3,12,54,16,3.4,1-2,8,56,2,2,0,21:38,60268,EverBank Stadium,Jacksonville,FL
11,2021,401326489,2021-11-21T21:05Z,Cincinnati Bengals,CIN,32,Las Vegas Raiders,LV,13,Cincinnati Bengals,19,Final,23,10,10,3,8,16,0,0,70,288,4.1,10,129,20,29,4.0,0,3,19,159,38,4.2,2-2,1,5,1,1,0,37:20,13,8,5,0,1,7,0,0,47,278,5.9,11,206,19,27,7.1,1,2,9,72,18,4.0,1-3,7,77,2,1,0,22:40,61712,Allegiant Stadium,Las Vegas,NV
11,2021,401326490,2021-11-21T21:25Z,Dallas Cowboys,DAL,9,Kansas City Chiefs,KC,19,Kansas City Chiefs,10,Final,16,14,1,1,5,15,0,0,64,276,4.3,12,194,28,43,4.0,2,5,22,82,16,5.1,0-2,6,45,3,1,0,29:13,22,12,8,2,4,12,0,0,66,370,5.6,13,244,23,37,6.1,1,3,16,126,26,4.8,2-3,6,64,2,1,0,30:47,73494,GEHA Field at Arrowhead Stadium,Kansas City,MO
11,2021,401326491,2021-11-21T21:25Z,Arizona Cardinals,ARI,23,Seattle Seahawks,SEA,13,Arizona Cardinals,10,Final,29,21,6,2,7,14,1,1,79,413,5.2,10,318,35,44,6.9,0,2,10,95,33,2.9,3-4,3,32,0,0,0,40:22,16,9,6,1,2,10,0,1,49,266,5.4,10,180,14,26,6.0,0,4,27,86,19,4.5,1-3,2,17,0,0,0,19:38,68833,Lumen Field,Seattle,WA
11,2021,401326492,2021-11-22T01:20Z,Pittsburgh Steelers,PIT,37,Los Angeles Chargers,LAC,41,Los Angeles Chargers,4,Final,22,14,5,3,8,15,0,2,65,300,4.6,11,245,28,44,5.2,0,3,28,55,18,3.1,4-7,8,38,0,0,0,28:14,33,19,9,5,7,12,0,1,69,533,7.7,11,374,30,41,8.7,1,2,8,159,26,6.1,4-7,12,75,1,0,0,31:46,70240,SoFi Stadium,Inglewood,CA
11,2021,401326493,2021-11-23T01:15Z,New York Giants,NYG,10,Tampa Bay Buccaneers,TB,30,Tampa Bay Buccaneers,20,Final,15,8,4,3,1,9,1,3,54,215,4.0,11,149,23,39,3.6,2,2,18,66,13,5.1,1-2,4,30,3,1,0,24:21,28,17,10,1,6,13,1,1,76,402,5.3,11,308,32,48,6.3,1,1,10,94,27,3.5,3-5,6,39,1,0,0,35:39,65643,Raymond James Stadium,Tampa,FL
