game_id,season,week,neutral_site,conference_game,attendance,home_team,home_team_id,home_conference,home_points,away_team,away_team_id,away_conference,away_points
401432091,2022,2,False,True,,West Liberty,2699,Mountain East,30,Alderson-Broaddus,2017,Mountain East,17
401446231,2022,2,False,True,,Fairmont State,2986,Mountain East,38,University Of Charleston (WV),2128,Mountain East,40
401431518,2022,2,False,False,,Quincy,2825,Great Lakes,53,Trinity International (IL),2907,,14
401432371,2022,2,False,True,,Central Oklahoma,2122,Mid America,21,Emporia State University,2214,Mid America,13
401431953,2022,2,False,True,,Nebraska-Kearney,2438,Mid America,28,Pittsburg St,90,Mid America,35
401431927,2022,2,False,True,,Fort Hays State,2231,Mid America,19,Missouri Western,137,Mid America,35
401420807,2022,2,False,False,,Missouri State,2623,MVFC,35,UT Martin,2630,OVC,30
401431916,2022,2,False,True,,Central Missouri,2118,Mid America,32,Washburn,2687,Mid America,40
401435073,2022,2,False,False,,Merrimack,2771,NEC,45,Assumption,2038,Northeast 10,17
401438607,2022,2,False,False,,Nichols College,2884,Commonwealth Coast,71,Dean College,110438,ECFC,55
401431160,2022,2,False,False,,SUNY Maritime,2951,ECFC,17,Mass Maritime,110,MSCAC,14
401439543,2022,2,False,False,,Worcester Polytechnic Institute,2749,NEWMAC,0,Endicott College,452,Commonwealth Coast,24
401438633,2022,2,False,False,,FDU-Florham,2221,Mid Atlantic,28,William Paterson,2970,New Jersey,21
401415613,2022,2,False,False,44412.0,UCF,2116,American Athletic,14,Louisville,97,ACC,20
401415214,2022,2,False,True,16157.0,New Mexico,167,Mountain West,14,Boise State,68,Mountain West,31
401438666,2022,2,False,False,,Norwich,2467,NEWMAC,19,St. Lawrence,2779,Liberty League,30
401432589,2022,2,False,False,,Oberlin,391,North Coast,35,Reading,111674,Mid Atlantic,38
401432572,2022,2,False,True,,Hiram College,2274,North Coast,21,Wooster,2748,North Coast,49
401435064,2022,2,False,False,,Utica,390,Empire 8,21,Kean,2871,New Jersey,15
401403879,2022,2,False,False,24431.0,Vanderbilt,238,SEC,25,Wake Forest,154,ACC,45
401438686,2022,2,False,False,,Springfield,81,NEWMAC,35,Rowan,2827,New Jersey,38
401432127,2022,2,False,True,,Notre Dame College,587,Mountain East,27,Wheeling,112335,Mountain East,14
