GameID,Date,TeamName,FGM,FGA,fieldGoalPct,3PM,3PA,threePointFieldGoalPct,FTM,FTA,freeThrowPct,totalRebounds,offensiveRebounds,defensiveRebounds,assists,steals,blocks,turnovers,fastBreakPoints,pointsInPaint,largestLead,teamTurnovers,totalTurnovers,technicalFouls,totalTechnicalFouls,flagrantFouls,turnoverPoints,fouls,leadChanges,leadPercentage
401856924,2026-05-21,Valkyries,28,71,39,13,35,37,18,25,72,36,9,27,18,5,3,5,8,28,24,1,6,0,0,0,5,17,1,96
401856924,2026-05-21,Liberty,26,62,42,6,24,25,12,16,75,37,6,31,20,2,4,14,4,36,3,1,15,1,1,0,17,22,1,1
401856925,2026-05-21,Tempo,24,71,34,12,41,29,12,14,86,25,9,16,19,5,3,13,10,24,0,0,13,0,0,0,12,23,0,0
401856925,2026-05-21,Lynx,38,69,55,10,24,42,14,21,67,46,15,31,24,7,3,14,9,42,28,0,14,2,2,1,6,14,0,99
401856926,2026-05-21,Sparks,31,64,48,15,32,47,20,22,91,31,7,24,23,8,4,17,5,26,21,0,17,0,0,0,18,25,11,91
401856926,2026-05-21,Mercury,29,69,42,8,25,32,22,29,76,33,11,22,17,9,2,13,9,40,2,0,13,1,1,1,19,24,11,7
