GameID,Date,TeamName,FGM,FGA,fieldGoalPct,3PM,3PA,threePointFieldGoalPct,FTM,FTA,freeThrowPct,totalRebounds,offensiveRebounds,defensiveRebounds,assists,steals,blocks,turnovers,fastBreakPoints,pointsInPaint,largestLead,teamTurnovers,totalTurnovers,technicalFouls,totalTechnicalFouls,flagrantFouls,turnoverPoints,fouls,leadChanges,leadPercentage
401866518,2026-04-30,Wings,36,70,51,8,23,35,15,17,88,45,12,33,25,11,1,22,21,50,23,0,22,0,0,1,21,32,3,76
401866518,2026-04-30,Fever,24,60,40,4,23,17,28,42,67,26,5,21,15,10,3,17,9,30,5,0,17,0,0,0,22,21,3,24
