GameID,Date,Season,TeamName,FGM,FGA,fieldGoalPct,3PM,3PA,threePointFieldGoalPct,FTM,FTA,freeThrowPct,totalRebounds,offensiveRebounds,defensiveRebounds,assists,steals,blocks,turnovers,fastBreakPoints,pointsInPaint,largestLead,teamTurnovers,totalTurnovers,technicalFouls,totalTechnicalFouls,flagrantFouls,turnoverPoints,fouls,leadChanges,leadPercentage
401857206,2026-09-21,2026,Dream,32,67,48,8,28,29,23,30,77,32,4,28,17,7,3,4,9,44,13,2,6,0,0,0,2,20,7,53
401857206,2026-09-21,2026,Liberty,30,71,42,7,29,24,17,23,74,40,7,33,23,2,0,11,6,44,6,0,11,1,1,0,14,21,7,34
401857207,2026-09-21,2026,Wings,31,74,42,10,23,43,14,21,67,42,11,31,24,3,6,9,9,22,14,0,9,0,0,0,14,21,9,94
401857207,2026-09-21,2026,Mercury,28,67,42,5,21,24,26,30,87,32,6,26,22,4,5,5,5,40,1,0,5,0,0,0,6,17,9,3
