GameID,Date,Season,TeamName,FGM,FGA,fieldGoalPct,3PM,3PA,threePointFieldGoalPct,FTM,FTA,freeThrowPct,totalRebounds,offensiveRebounds,defensiveRebounds,assists,steals,blocks,turnovers,fastBreakPoints,pointsInPaint,largestLead,teamTurnovers,totalTurnovers,technicalFouls,totalTechnicalFouls,flagrantFouls,turnoverPoints,fouls,leadChanges,leadPercentage
401856978,2026-06-10,2026,Sun,34,74,46,9,25,36,25,37,68,42,18,24,21,3,6,18,11,40,14,1,19,1,1,0,23,29,8,72
401856978,2026-06-10,2026,Tempo,31,69,45,8,24,33,36,43,84,28,11,17,18,12,3,11,12,42,6,0,11,0,0,0,12,32,8,19
401856979,2026-06-10,2026,Sparks,29,75,39,9,35,26,21,25,84,38,13,25,20,10,4,9,9,34,9,1,10,0,0,0,11,17,11,54
401856979,2026-06-10,2026,Storm,30,64,47,9,29,31,14,16,88,35,5,30,26,5,4,15,10,36,9,0,15,0,0,0,13,21,11,37
