GameID,Date,Season,TeamName,FGM,FGA,fieldGoalPct,3PM,3PA,threePointFieldGoalPct,FTM,FTA,freeThrowPct,totalRebounds,offensiveRebounds,defensiveRebounds,assists,steals,blocks,turnovers,fastBreakPoints,pointsInPaint,largestLead,teamTurnovers,totalTurnovers,technicalFouls,totalTechnicalFouls,flagrantFouls,turnoverPoints,fouls,leadChanges,leadPercentage
401857195,2026-09-18,2026,Fever,36,61,59,15,29,52,16,20,80,30,3,27,26,8,5,11,11,32,18,0,11,0,0,1,15,21,8,92
401857195,2026-09-18,2026,Tempo,29,67,43,8,23,35,19,30,63,34,12,22,16,7,1,12,9,38,2,1,13,0,0,0,17,21,8,3
401857196,2026-09-18,2026,Liberty,34,74,46,13,29,45,12,16,75,37,8,29,17,12,2,15,8,38,12,1,16,1,1,0,19,22,10,60
401857196,2026-09-18,2026,Lynx,29,74,39,6,22,27,17,20,85,38,11,27,22,7,8,18,7,44,5,1,19,0,0,0,21,23,10,28
401857197,2026-09-18,2026,Fire,22,61,36,8,29,28,14,17,82,38,8,30,17,9,2,19,5,24,2,3,22,1,1,0,17,15,4,2
401857197,2026-09-18,2026,Valkyries,29,69,42,13,37,35,11,17,65,34,9,25,21,14,7,12,7,30,26,2,14,1,1,0,10,18,4,87
