GameID,Date,Season,TeamName,FGM,FGA,fieldGoalPct,3PM,3PA,threePointFieldGoalPct,FTM,FTA,freeThrowPct,totalRebounds,offensiveRebounds,defensiveRebounds,assists,steals,blocks,turnovers,fastBreakPoints,pointsInPaint,largestLead,teamTurnovers,totalTurnovers,technicalFouls,totalTechnicalFouls,flagrantFouls,turnoverPoints,fouls,leadChanges,leadPercentage
401856970,2026-06-07,2026,Sky,23,65,35,6,25,24,16,26,62,37,7,30,15,4,5,16,14,30,0,0,16,0,0,0,13,24,0,0
401856970,2026-06-07,2026,Tempo,30,77,39,4,22,18,21,27,78,44,11,33,19,7,4,9,12,46,21,1,10,0,0,0,6,22,0,98
401856971,2026-06-07,2026,Fire,26,72,36,3,28,11,17,22,77,42,14,28,19,5,5,15,11,42,2,2,17,1,1,0,23,21,8,9
401856971,2026-06-07,2026,Sparks,32,75,43,8,30,27,17,22,77,42,15,27,17,11,4,12,10,44,18,0,12,0,0,0,9,22,8,81
