GameID,Date,Season,TeamName,FGM,FGA,fieldGoalPct,3PM,3PA,threePointFieldGoalPct,FTM,FTA,freeThrowPct,totalRebounds,offensiveRebounds,defensiveRebounds,assists,steals,blocks,turnovers,fastBreakPoints,pointsInPaint,largestLead,teamTurnovers,totalTurnovers,technicalFouls,totalTechnicalFouls,flagrantFouls,turnoverPoints,fouls,leadChanges,leadPercentage
401857048,2026-07-08,2026,Valkyries,26,58,45,11,30,37,20,25,80,31,11,20,18,7,3,14,0,26,13,2,16,0,0,0,18,20,9,58
401857048,2026-07-08,2026,Tempo,26,54,48,6,22,27,17,18,94,23,4,19,19,6,0,20,9,36,6,0,20,0,0,0,20,20,9,32
401857049,2026-07-08,2026,Lynx,28,60,47,10,22,45,20,27,74,33,9,24,21,8,7,14,9,32,7,0,14,0,0,0,13,20,13,35
401857049,2026-07-08,2026,Sun,26,65,40,6,23,26,22,27,81,36,10,26,20,9,7,18,7,36,8,0,18,0,0,0,16,20,13,51
401857050,2026-07-08,2026,Fever,33,77,43,11,34,32,15,21,71,41,12,29,18,8,5,16,4,38,10,1,17,0,0,0,22,22,3,38
401857050,2026-07-08,2026,Sparks,40,79,51,9,20,45,17,20,85,37,7,30,25,11,0,11,27,60,14,1,12,0,0,0,8,18,3,60
