GameID,Date,Season,TeamName,FGM,FGA,fieldGoalPct,3PM,3PA,threePointFieldGoalPct,FTM,FTA,freeThrowPct,totalRebounds,offensiveRebounds,defensiveRebounds,assists,steals,blocks,turnovers,fastBreakPoints,pointsInPaint,largestLead,teamTurnovers,totalTurnovers,technicalFouls,totalTechnicalFouls,flagrantFouls,turnoverPoints,fouls,leadChanges,leadPercentage
401857134,2026-08-11,2026,Liberty,35,76,46,11,36,31,11,13,85,39,13,26,23,7,5,13,8,44,2,0,13,1,1,0,20,18,2,2
401857134,2026-08-11,2026,Fever,37,69,54,16,25,64,16,19,84,27,4,23,22,7,4,11,9,34,21,0,11,0,0,0,11,17,2,96
401857135,2026-08-11,2026,Mystics,29,68,43,5,18,28,13,18,72,41,14,27,20,5,2,16,7,42,6,0,16,0,0,0,26,17,10,18
401857135,2026-08-11,2026,Aces,32,70,46,9,23,39,13,14,93,30,9,21,20,9,5,8,9,28,13,0,8,0,0,0,8,15,10,74
401857136,2026-08-11,2026,Mercury,31,60,52,9,25,36,23,30,77,36,7,29,22,12,5,23,13,38,7,1,24,1,1,0,24,23,16,49
401857136,2026-08-11,2026,Sparks,32,74,43,7,32,22,16,22,73,33,11,22,25,11,2,17,9,44,7,0,17,0,0,0,22,25,16,35
