season,week,season_type,start_date,home_team,away_team,venue,home_conference,away_conference,game_id
2025,1,regular,2025-08-29T00:00:00.000Z,Black Hills State,Sioux Falls,Lyle Hare Stadium,Rocky Mountain,Northern Sun,401773788
2025,1,regular,2025-08-29T00:00:00.000Z,Winona State,Minnesota Duluth,Altra Federal Credit Union Stadium,Northern Sun,Northern Sun,401777554
2025,1,regular,2025-08-29T00:00:00.000Z,Fort Hays State,Angelo State,Lewis Field Stadium,Mid America,Lone Star,401773534
2025,1,regular,2025-08-29T00:00:00.000Z,Houston,Stephen F. Austin,TDECU Stadium,Big 12,Southland,401756852
2025,1,regular,2025-08-29T00:00:00.000Z,Eastern New Mexico,New Mexico Highlands,Al Whitehead Field at Greyhound Stadium,Lone Star,Rocky Mountain,401773545
2025,1,regular,2025-08-29T00:00:00.000Z,Northwestern State,Alcorn State,Harry Turpin Stadium,Southland,SWAC,401767369
2025,1,regular,2025-08-29T00:00:00.000Z,Minnesota,Buffalo,Huntington Bank Stadium,Big Ten,Mid-American,401752793
2025,1,regular,2025-08-29T00:00:00.000Z,CSU Pueblo,South Dakota Mines,Neta and Eddie DeRose ThunderBowl,Rocky Mountain,Rocky Mountain,401773910
2025,1,regular,2025-08-29T00:00:00.000Z,Emporia State University,Minot State,Francis G. Welch Stadium,Mid America,Northern Sun,401773604
2025,1,regular,2025-08-29T00:00:00.000Z,Western Colorado,West Texas A&M,Mountaineer Bowl,Rocky Mountain,Lone Star,401773579
2025,1,regular,2025-08-29T00:30:00.000Z,UAB,Alabama State,Protective Stadium,American Athletic,SWAC,401762430
2025,1,regular,2025-08-29T01:00:00.000Z,Cincinnati,Nebraska,GEHA Field at Arrowhead Stadium,Big 12,Big Ten,401752796
2025,1,regular,2025-08-29T01:00:00.000Z,Wisconsin,Miami (OH),Camp Randall Stadium,Big Ten,Mid-American,401762791
2025,1,regular,2025-08-29T02:00:00.000Z,San Diego State,Stony Brook,Snapdragon Stadium,Mountain West,CAA,401760357
2025,1,regular,2025-08-29T22:00:00.000Z,West Florida,Lenoir-Rhyne,Pen-Air Field,Gulf South,South Atlantic,401773529
2025,1,regular,2025-08-29T22:00:00.000Z,Rhode Island,Campbell,Meade Stadium,CAA,CAA,401767140
2025,1,regular,2025-08-29T22:00:00.000Z,Army,Tarleton State,Michie Stadium,American Athletic,UAC,401762432
2025,1,regular,2025-08-29T23:00:00.000Z,Michigan State,Western Michigan,Spartan Stadium,Big Ten,Mid-American,401752802
2025,1,regular,2025-08-29T23:00:00.000Z,Wake Forest,Kennesaw State,Allegacy Federal Credit Union Stadium,ACC,Conference USA,401754374
2025,1,regular,2025-08-29T23:00:00.000Z,Marist,New Haven,Leonidoff Field,Pioneer,NEC,401779329
2025,1,regular,2025-08-29T23:00:00.000Z,Charlotte,App State,Bank of America Stadium,American Athletic,Sun Belt,401761589
2025,1,regular,2025-08-29T23:00:00.000Z,Colgate,Monmouth,Andy Kerr Stadium,Patriot,CAA,401767256
2025,1,regular,2025-08-29T23:00:00.000Z,Florida International,Bethune-Cookman,Pitbull Stadium,Conference USA,SWAC,401766898
2025,1,regular,2025-08-29T23:30:00.000Z,Illinois,Western Illinois,"Memorial Stadium (Champaign, IL)",Big Ten,Big South-OVC,401752795
2025,1,regular,2025-08-29T23:30:00.000Z,Kansas,Wagner,Memorial Stadium,Big 12,NEC,401756854
2025,1,regular,2025-08-30T00:00:00.000Z,Colorado,Georgia Tech,Folsom Field,Big 12,ACC,401754375
2025,1,regular,2025-08-30T00:00:00.000Z,Baylor,Auburn,McLane Stadium,Big 12,SEC,401752667
2025,1,regular,2025-08-30T01:30:00.000Z,Sam Houston,UNLV,BBVA Compass Stadium,Conference USA,Mountain West,401757224
2025,1,regular,2025-08-30T02:30:00.000Z,San José State,Central Michigan,CEFCU Stadium,Mountain West,Mid-American,401760358
2025,1,regular,2025-08-30T16:00:00.000Z,Tulane,Northwestern,Yulman Stadium,American Athletic,Big Ten,401752803
2025,1,regular,2025-08-30T16:00:00.000Z,The Citadel,North Dakota State,Johnson Hagood Stadium,Southern,MVFC,401767509
2025,1,regular,2025-08-30T16:00:00.000Z,Shorter,Anderson (Sc),Barron Stadium,Carolinas,South Atlantic,401773141
2025,1,regular,2025-08-30T16:00:00.000Z,Tennessee,Syracuse,Mercedes-Benz Stadium,SEC,ACC,401752676
2025,1,regular,2025-08-30T16:00:00.000Z,Purdue,Ball State,Ross-Ade Stadium,Big Ten,Mid-American,401752801
2025,1,regular,2025-08-30T16:00:00.000Z,Carson-Newman College,West Virginia State,Burke-Tarr Stadium,South Atlantic,Mountain East,401773696
2025,1,regular,2025-08-30T16:00:00.000Z,Gannon,Davenport,McConnell Family Stadium,Pennsylvania State Athletic,GLIAC,401773452
2025,1,regular,2025-08-30T16:00:00.000Z,Lehigh,Richmond,Goodman Stadium,Patriot,Patriot,401767732
2025,1,regular,2025-08-30T16:00:00.000Z,Pittsburgh,Duquesne,Acrisure Stadium,ACC,NEC,401754520
2025,1,regular,2025-08-30T16:00:00.000Z,Southern Miss,Mississippi State,M. M. Roberts Stadium,Sun Belt,SEC,401752673
2025,1,regular,2025-08-30T16:00:00.000Z,Navy,VMI,Navy-Marine Corps Memorial Stadium,American Athletic,Southern,401762434
2025,1,regular,2025-08-30T16:00:00.000Z,Kent State,Merrimack,Dix Stadium,Mid-American,FCS Independents,401762792
2025,1,regular,2025-08-30T16:00:00.000Z,Maryland,Florida Atlantic,SECU Stadium,Big Ten,American Athletic,401752797
2025,1,regular,2025-08-30T16:00:00.000Z,Ohio State,Texas,Ohio Stadium,Big Ten,SEC,401752677
2025,1,regular,2025-08-30T16:45:00.000Z,Kentucky,Toledo,Kroger Field,SEC,Mid-American,401752670
2025,1,regular,2025-08-30T17:00:00.000Z,UT Permian Basin,Central Oklahoma,Ratliff Stadium,Lone Star,Mid America,401773572
2025,1,regular,2025-08-30T17:00:00.000Z,Tennessee Tech,Cumberland (TN),Tucker Stadium,Big South-OVC,,401767230
2025,1,regular,2025-08-30T17:00:00.000Z,Post University,West Virginia Wesleyan,Municipal Stadium,Northeast 10,Mountain East,401773699
2025,1,regular,2025-08-30T17:00:00.000Z,Shaw,Albany State GA,George Williams Athletic Complex,CIAA,SIAC,401773099
2025,1,regular,2025-08-30T17:00:00.000Z,Central State (OH),Kentucky State,Ford Field,SIAC,SIAC,401774011
2025,1,regular,2025-08-30T17:00:00.000Z,Glenville State,Emory & Henry College,I.L. & Sue Morris Stadium,Mountain East,South Atlantic,401773684
2025,1,regular,2025-08-30T17:00:00.000Z,Davidson,Georgetown,Richardson Stadium,Pioneer,Patriot,401767602
2025,1,regular,2025-08-30T17:00:00.000Z,Grand Valley State University,Lincoln (PA),Lubbers Stadium,GLIAC,CIAA,401773057
2025,1,regular,2025-08-30T17:15:00.000Z,Clark Atlanta,Valdosta State,Legion Field,SIAC,Gulf South,401773520
2025,1,regular,2025-08-30T18:00:00.000Z,Valparaiso,Virginia University Of Lynchburg,Brown Field,Pioneer,,401767655
2025,1,regular,2025-08-30T18:00:00.000Z,Furman,William & Mary,Paladin Stadium,Southern,CAA,401767339
2025,1,regular,2025-08-30T18:00:00.000Z,UConn,Central Connecticut,Pratt & Whitney Stadium,FBS Independents,NEC,401757167
2025,1,regular,2025-08-30T18:00:00.000Z,West Virginia,Robert Morris,Milan Puskar Stadium,Big 12,NEC,401756878
2025,1,regular,2025-08-30T18:00:00.000Z,Washburn,Truman State,Yager Stadium at Moore Bowl,Mid America,Great Lakes,401773444
2025,1,regular,2025-08-30T18:00:00.000Z,Boston College,Fordham,"Alumni Stadium (Chestnut Hill, MA)",ACC,Patriot,401754518
2025,1,regular,2025-08-30T18:00:00.000Z,Sacred Heart,Stonehill,Campus Field,FCS Independents,NEC,401767657
2025,1,regular,2025-08-30T18:00:00.000Z,Northern Iowa,Butler,UNI-Dome,MVFC,Pioneer,401767536
2025,1,regular,2025-08-30T18:00:00.000Z,Fort Lewis,William Jewell,Ray Dennison Memorial Field,Rocky Mountain,Great Lakes,401773448
2025,1,regular,2025-08-30T18:00:00.000Z,Augustana University (SD),Missouri Western,Kirkeby-Over Stadium,Northern Sun,Mid America,401773627
2025,1,regular,2025-08-30T18:30:00.000Z,Indiana,Old Dominion,"Memorial Stadium (Bloomington, IN)",Big Ten,Sun Belt,401752806
2025,1,regular,2025-08-30T19:00:00.000Z,Louisville,Eastern Kentucky,L&N Federal Credit Union Stadium,ACC,UAC,401754519
2025,1,regular,2025-08-30T19:00:00.000Z,Northern Colorado,Chadron St,Nottingham Field,Big Sky,Rocky Mountain,401767119
2025,1,regular,2025-08-30T19:00:00.000Z,Jackson State,Hampton,Mississippi Veterans Memorial Stadium,SWAC,CAA,401767179
2025,1,regular,2025-08-30T19:30:00.000Z,Air Force,Bucknell,Falcon Stadium,Mountain West,Patriot,401760359
2025,1,regular,2025-08-30T19:30:00.000Z,Northern Illinois,Holy Cross,Huskie Stadium,Mid-American,Patriot,401762793
2025,1,regular,2025-08-30T19:30:00.000Z,Iowa State,South Dakota,Jack Trice Stadium,Big 12,MVFC,401756853
2025,1,regular,2025-08-30T19:30:00.000Z,Georgia,Marshall,Sanford Stadium,SEC,Sun Belt,401752669
2025,1,regular,2025-08-30T19:30:00.000Z,Florida State,Alabama,Doak Campbell Stadium,ACC,SEC,401752665
2025,1,regular,2025-08-30T19:30:00.000Z,Massachusetts,Temple,Warren McGuirk Alumni Stadium,Mid-American,American Athletic,401762456
2025,1,regular,2025-08-30T19:30:00.000Z,Penn State,Nevada,Beaver Stadium,Big Ten,Mountain West,401752807
2025,1,regular,2025-08-30T20:00:00.000Z,Morehouse College,Johnson C Smith,Harvard Stadium,SIAC,CIAA,401773086
2025,1,regular,2025-08-30T20:00:00.000Z,Florida A&M,Howard,Hard Rock Stadium,SWAC,MEAC,401767350
2025,1,regular,2025-08-30T20:00:00.000Z,Oregon,Montana State,Autzen Stadium,Big Ten,Big Sky,401752804
2025,1,regular,2025-08-30T20:00:00.000Z,Liberty,Maine,Williams Stadium (VA),Conference USA,CAA,401757220
2025,1,regular,2025-08-30T20:15:00.000Z,Arkansas,Alabama A&M,Razorback Stadium,SEC,SWAC,401752666
2025,1,regular,2025-08-30T20:30:00.000Z,Tennessee State,North Carolina A&T,Nissan Stadium,Big South-OVC,CAA,401767223
2025,1,regular,2025-08-30T20:30:00.000Z,Memphis,Chattanooga,Simmons Bank Liberty Stadium,American Athletic,Southern,401762433
2025,1,regular,2025-08-30T21:00:00.000Z,Pace,St. Anselm,Pace Stadium,Northeast 10,Northeast 10,401777980
2025,1,regular,2025-08-30T21:00:00.000Z,Benedict College,Fayetteville State,Charlie W. Johnson Stadium,SIAC,CIAA,401773079
2025,1,regular,2025-08-30T21:00:00.000Z,Mississippi Valley State,Southern,Rice-Totten Field,SWAC,SWAC,401767425
2025,1,regular,2025-08-30T21:15:00.000Z,West Alabama,Fort Valley State,Legion Field,Gulf South,SIAC,401773524
2025,1,regular,2025-08-30T21:30:00.000Z,East Tennessee State,Murray State,William B. Greene Jr. Stadium,Southern,MVFC,401767454
2025,1,regular,2025-08-30T22:00:00.000Z,UVA Wise,Concord University,Carl Smith Stadium,South Atlantic,Mountain East,401773657
2025,1,regular,2025-08-30T22:00:00.000Z,Western Carolina,Gardner-Webb,E. J. Whitmire Stadium,Southern,Big South-OVC,401767201
2025,1,regular,2025-08-30T22:00:00.000Z,Wingate,UNC Pembroke,Irwin Belk Stadium,South Atlantic,Carolinas,401773129
2025,1,regular,2025-08-30T22:00:00.000Z,Mercer,Presbyterian,Five Star Stadium at the Moye Complex,Southern,Pioneer,401767572
2025,1,regular,2025-08-30T22:00:00.000Z,Oklahoma,Illinois State,"Memorial Stadium (Norman, OK)",SEC,MVFC,401752675
2025,1,regular,2025-08-30T22:00:00.000Z,Iowa,UAlbany,Kinnick Stadium,Big Ten,CAA,401752799
2025,1,regular,2025-08-30T22:00:00.000Z,James Madison,Weber State,Bridgeforth Stadium,Sun Belt,Big Sky,401761590
2025,1,regular,2025-08-30T22:00:00.000Z,South Carolina State,Wofford,Oliver C. Dawson Stadium,MEAC,Southern,401767415
2025,1,regular,2025-08-30T22:00:00.000Z,Virginia,Coastal Carolina,Scott Stadium,ACC,Sun Belt,401754616
2025,1,regular,2025-08-30T22:00:00.000Z,Morehead State,Allen,Jayne Stadium,Pioneer,SIAC,401767634
2025,1,regular,2025-08-30T22:00:00.000Z,Savannah St,Edward Waters,Ted Wright Stadium,SIAC,SIAC,401774027
2025,1,regular,2025-08-30T22:00:00.000Z,Stetson,Webber International,Spec Martin Municipal Stadium,Pioneer,,401767651
2025,1,regular,2025-08-30T22:00:00.000Z,Chowan,Elizabeth City State,Garrison Stadium,Carolinas,CIAA,401773113
2025,1,regular,2025-08-30T22:00:00.000Z,Frostburg State,Shepherd,Bobcat Stadium (MD),Mountain East,Pennsylvania State Athletic,401773676
2025,1,regular,2025-08-30T22:00:00.000Z,Catawba,Ferrum,Shuford Stadium,South Atlantic,Carolinas,401773926
2025,1,regular,2025-08-30T22:00:00.000Z,North Carolina Central,New Hampshire,O'Kelly-Riddick Stadium,MEAC,CAA,401767265
2025,1,regular,2025-08-30T23:00:00.000Z,Missouri S&T,Central Methodist,Allgood-Bailey Stadium,Great Lakes,,401773423
2025,1,regular,2025-08-30T23:00:00.000Z,McNeese,Louisiana College,Cowboy Stadium,Southland,,401767490
2025,1,regular,2025-08-30T23:00:00.000Z,Florida,Long Island University,Ben Hill Griffin Stadium,SEC,NEC,401752668
2025,1,regular,2025-08-30T23:00:00.000Z,Grambling,Langston University,Independence Stadium,SWAC,,401788977
2025,1,regular,2025-08-30T23:00:00.000Z,Missouri Southern State,Midwestern State,Fred G. Hughes Stadium,Mid America,Lone Star,401773555
2025,1,regular,2025-08-30T23:00:00.000Z,South Alabama,Morgan State,Hancock Whitney Stadium,Sun Belt,MEAC,401761593
2025,1,regular,2025-08-30T23:00:00.000Z,Bluefield State,Greeneville,Mitchell Stadium,CIAA,South Atlantic,401773961
2025,1,regular,2025-08-30T23:00:00.000Z,Kansas State,North Dakota,Bill Snyder Family Stadium,Big 12,MVFC,401756855
2025,1,regular,2025-08-30T23:00:00.000Z,Vanderbilt,Charleston Southern,FirstBank Stadium,SEC,Big South-OVC,401752679
2025,1,regular,2025-08-30T23:00:00.000Z,South Dakota State,Sacramento State,Dana J. Dykhouse Stadium,MVFC,Big Sky,401767130
2025,1,regular,2025-08-30T23:00:00.000Z,Southern Illinois,Thomas More College,Saluki Stadium,MVFC,Great Midwest Athletic,401767547
2025,1,regular,2025-08-30T23:00:00.000Z,Western Kentucky,North Alabama,Houchens Industries-L.T. Smith Stadium,Conference USA,UAC,401757226
2025,1,regular,2025-08-30T23:00:00.000Z,Troy,Nicholls,Veterans Memorial Stadium (AL),Sun Belt,Southland,401761595
2025,1,regular,2025-08-30T23:00:00.000Z,Texas A&M,UTSA,Kyle Field,SEC,American Athletic,401752678
2025,1,regular,2025-08-30T23:00:00.000Z,Arkansas State,Southeast Missouri State,Centennial Bank Stadium,Sun Belt,Big South-OVC,401761591
2025,1,regular,2025-08-30T23:00:00.000Z,Middle Tennessee,Austin Peay,"Johnny ""Red"" Floyd Stadium",Conference USA,UAC,401757222
2025,1,regular,2025-08-30T23:00:00.000Z,Incarnate Word,Eastern Washington,Gayle and Tom Benson Stadium,Southland,Big Sky,401767059
2025,1,regular,2025-08-30T23:30:00.000Z,Texas Tech,Arkansas-Pine Bluff,Jones AT&T Stadium,Big 12,SWAC,401756877
2025,1,regular,2025-08-30T23:30:00.000Z,Michigan,New Mexico,Michigan Stadium,Big Ten,Mountain West,401752808
2025,1,regular,2025-08-30T23:30:00.000Z,Utah State,UTEP,Maverik Stadium,Mountain West,Conference USA,401757225
2025,1,regular,2025-08-30T23:30:00.000Z,Clemson,LSU,"Memorial Stadium (Clemson, SC)",ACC,SEC,401752671
2025,1,regular,2025-08-30T23:30:00.000Z,Louisiana Tech,SE Louisiana,Joe Aillet Stadium,Conference USA,Southland,401757221
2025,1,regular,2025-08-30T23:30:00.000Z,USC,Missouri State,Los Angeles Memorial Coliseum,Big Ten,Conference USA,401752798
2025,1,regular,2025-08-30T23:30:00.000Z,Lincoln (MO),Lincoln (CA),Dwight T. Reed Stadium,Great Lakes,Independent DII,401773406
2025,1,regular,2025-08-30T23:45:00.000Z,Ole Miss,Georgia State,Vaught-Hemingway Stadium,SEC,Sun Belt,401752672
2025,1,regular,2025-08-31T00:00:00.000Z,Tulsa,Abilene Christian,Chapman Stadium,American Athletic,UAC,401762457
2025,1,regular,2025-08-31T00:00:00.000Z,Western New Mexico,Adams State,Ben Altamirano Field,Lone Star,Rocky Mountain,401773585
2025,1,regular,2025-08-31T00:00:00.000Z,North Texas,Lamar,DATCU Stadium,American Athletic,Southland,401762435
2025,1,regular,2025-08-31T00:00:00.000Z,San Diego,Cal Poly,Torero Stadium,Pioneer,Big Sky,401767070
2025,1,regular,2025-08-31T00:00:00.000Z,Texas Southern,Prairie View A&M,BBVA Compass Stadium,SWAC,SWAC,401767431
2025,1,regular,2025-08-31T00:00:00.000Z,Texas State,Eastern Michigan,Bobcat Stadium (TX),Sun Belt,Mid-American,401761594
2025,1,regular,2025-08-31T00:00:00.000Z,BYU,Portland State,LaVell Edwards Stadium,Big 12,Big Sky,401756851
2025,1,regular,2025-08-31T00:00:00.000Z,UT Rio Grande Valley,Sul Ross State,Robert and Janet Vackar Stadium,Southland,Lone Star,401767526
2025,1,regular,2025-08-31T00:00:00.000Z,Louisiana,Rice,Cajun Field,Sun Belt,American Athletic,401761592
2025,1,regular,2025-08-31T00:30:00.000Z,Southern Utah,Idaho State,Eccles Coliseum,UAC,Big Sky,401767080
2025,1,regular,2025-08-31T01:00:00.000Z,SMU,East Texas A&M,Gerald J. Ford Stadium,ACC,Southland,401754521
2025,1,regular,2025-08-31T01:00:00.000Z,New Mexico State,Bryant,Aggie Memorial Stadium,Conference USA,CAA,401757223
2025,1,regular,2025-08-31T01:30:00.000Z,Fresno State,Georgia Southern,Valley Children's Stadium,Mountain West,Sun Belt,401760361
2025,1,regular,2025-08-31T02:00:00.000Z,Utah Tech,UC Davis,Greater Zion Stadium,UAC,Big Sky,401767156
2025,1,regular,2025-08-31T02:00:00.000Z,Washington State,Idaho,Gesa Field,Pac-12,Big Sky,401752947
2025,1,regular,2025-08-31T02:00:00.000Z,Arizona State,Northern Arizona,Mountain America Stadium,Big 12,Big Sky,401756850
2025,1,regular,2025-08-31T02:30:00.000Z,Arizona,Hawai'i,Arizona Stadium,Big 12,Mountain West,401756849
2025,1,regular,2025-08-31T02:30:00.000Z,Oregon State,California,Reser Stadium,Pac-12,ACC,401752936
2025,1,regular,2025-08-31T03:00:00.000Z,UCLA,Utah,Rose Bowl,Big Ten,Big 12,401752800
2025,1,regular,2025-08-31T03:00:00.000Z,Washington,Colorado State,Husky Stadium,Big Ten,Mountain West,401752805
2025,1,regular,2025-08-31T19:00:00.000Z,South Carolina,Virginia Tech,Mercedes-Benz Stadium,SEC,ACC,401752680
2025,1,regular,2025-08-31T20:00:00.000Z,Virginia Union,Miles College,Tom Benson Hall of Fame Stadium,CIAA,SIAC,401773072
2025,1,regular,2025-08-31T23:00:00.000Z,Tuskegee,Winston-Salem,Cramton Bowl,SIAC,CIAA,401774028
2025,1,regular,2025-08-31T23:30:00.000Z,Miami,Notre Dame,Hard Rock Stadium,ACC,FBS Independents,401754522
2025,1,regular,2025-09-02T00:00:00.000Z,North Carolina,TCU,Kenan Stadium,ACC,Big 12,401754523
2025,1,regular,2025-12-13T17:00:00.000Z,Ferris State,Newberry,Top Taggart Field,GLIAC,South Atlantic,401838375
2025,1,regular,2025-12-13T17:00:00.000Z,John Carroll University,Berry College,Valhalla Stadium,Ohio,Southern Athletic,401838335
2025,1,regular,2025-12-13T17:00:00.000Z,Susquehanna,Johns Hopkins University,Homewood Field,Landmark Conference,Centennial,401838338
2025,1,regular,2025-12-13T20:30:00.000Z,Kutztown University,Harding University,Andre Reed Stadium,Pennsylvania State Athletic,Great American,401838376
2025,2,regular,2025-09-04T22:00:00.000Z,Wayne State (MI),Tiffin,Tom Adams Field,GLIAC,Great Midwest Athletic,401773494
2025,2,regular,2025-09-04T22:00:00.000Z,PennWest California,University Of Charleston (WV),Adamson Stadium,Pennsylvania State Athletic,Mountain East,401773648
2025,2,regular,2025-09-04T22:00:00.000Z,West Virginia Wesleyan,Clarion,Cebe Ross Field,Mountain East,Pennsylvania State Athletic,401773700
2025,2,regular,2025-09-04T22:00:00.000Z,North Carolina Wesleyan,Averett,Bishop Stadium,USA South,Old Dominion,401774218
2025,2,regular,2025-09-04T23:00:00.000Z,Westminster (PA),Marietta,Memorial Field (PA),Presidents',Ohio,401777200
2025,2,regular,2025-09-04T23:00:00.000Z,Wisconsin-Eau Claire,Carroll University (WI),Carson Park,Wisconsin,CCIW,401774158
2025,2,regular,2025-09-04T23:00:00.000Z,Lebanon Valley,Franklin & Marshall,Arnold Field (PA),Mid Atlantic,Centennial,401774062
2025,2,regular,2025-09-04T23:00:00.000Z,Buffalo State,Brockport,Coyer Field,Liberty League,Empire 8,401778004
2025,2,regular,2025-09-04T23:00:00.000Z,Southern Arkansas,Oklahoma Baptist,Wilkins Stadium,Great American,Great American,401773382
2025,2,regular,2025-09-04T23:00:00.000Z,Indiana-Pennsylvania,Ashland,George P. Miller Stadium,Pennsylvania State Athletic,Great Midwest Athletic,401773165
2025,2,regular,2025-09-04T23:00:00.000Z,Henderson State,Southern Nazarene,Ruggles Field at Carpenter-Haygood Stadium,Great American,Great American,401773369
2025,2,regular,2025-09-04T23:00:00.000Z,Fairmont State,Bloomsburg,Duvall-Rosier Field,Mountain East,Pennsylvania State Athletic,401773668
2025,2,regular,2025-09-04T23:00:00.000Z,Millersville,Frostburg State,Chryst Field at Biemesderfer Stadium,Pennsylvania State Athletic,Mountain East,401773677
