season,week,season_type,start_date,home_team,away_team,venue,home_conference,away_conference,game_id
2021,1,regular,2021-09-02T23:30:00.000Z,Utah,Weber State,Rice-Eccles Stadium,Pac-12,Big Sky,401309834
2021,1,regular,2021-09-02T23:30:00.000Z,NC State,South Florida,Carter-Finley Stadium,ACC,American Athletic,401282607
2021,1,regular,2021-09-02T23:30:00.000Z,App State,East Carolina,Kidd Brewer Stadium,Sun Belt,American Athletic,401300993
2021,1,regular,2021-09-03T00:00:00.000Z,Minnesota,Ohio State,Huntington Bank Stadium,Big Ten,Big Ten,401282789
2021,1,regular,2021-09-03T00:00:00.000Z,Tennessee,Bowling Green,Neyland Stadium,SEC,Mid-American,401281952
2021,1,regular,2021-09-03T00:00:00.000Z,Nebraska-Kearney,Missouri Southern State,Ron & Carol Cope Stadium at Foster Field,Mid America,Mid America,401329456
2021,1,regular,2021-09-03T00:00:00.000Z,New Mexico,Houston Christian,University Stadium (NM),Mountain West,Southland,401310696
2021,1,regular,2021-09-03T00:00:00.000Z,South Dakota Mines,Missouri S&T,O'Harra Stadium,Rocky Mountain,Great Lakes,401328681
2021,1,regular,2021-09-03T00:00:00.000Z,Southwest Minnesota State,Minnesota State Moorhead,Schwan Regional Event Center,Northern Sun,Northern Sun,401329037
2021,1,regular,2021-09-03T00:00:00.000Z,Western Kentucky,UT Martin,Houchens Industries-L.T. Smith Stadium,Conference USA,OVC,401282180
2021,1,regular,2021-09-03T00:00:00.000Z,Colorado School Of Mines,Western Oregon,Marv Kay Stadium at Campbell Field,Rocky Mountain,Great Northwest,401329048
2021,1,regular,2021-09-03T00:00:00.000Z,Winona State,Concordia University St Paul,Altra Federal Credit Union Stadium,Northern Sun,Northern Sun,401329058
2021,1,regular,2021-09-03T00:00:00.000Z,CSU Pueblo,East Texas A&M,Neta and Eddie DeRose ThunderBowl,Rocky Mountain,Lone Star,401329153
2021,1,regular,2021-09-03T00:00:00.000Z,Kennesaw State,Reinhardt University,Fifth Third Stadium,Big South,,401328138
2021,1,regular,2021-09-03T00:00:00.000Z,Colorado Mesa,William Jewell,Ralph Stocker Stadium,Rocky Mountain,Great Lakes,401329312
2021,1,regular,2021-09-03T00:00:00.000Z,Murray State,Mississippi Valley State,Roy Stewart Stadium,OVC,SWAC,401328420
2021,1,regular,2021-09-03T00:00:00.000Z,Central Missouri,Pittsburg St,Audrey J. Walton Stadium at Vernon Kennedy Field,Mid America,Mid America,401329340
2021,1,regular,2021-09-03T00:00:00.000Z,Central Oklahoma,Missouri Western,Wantland Stadium,Mid America,Mid America,401329374
2021,1,regular,2021-09-03T00:00:00.000Z,Fort Hays State,Northwest Missouri St,Lewis Field Stadium,Mid America,Mid America,401329404
2021,1,regular,2021-09-03T00:00:00.000Z,Eastern New Mexico,Central Washington,Al Whitehead Field at Greyhound Stadium,Lone Star,Great Northwest,401330245
2021,1,regular,2021-09-03T00:05:00.000Z,Florida International,Long Island University,FIU Stadium,Conference USA,NEC,401282051
2021,1,regular,2021-09-03T01:00:00.000Z,West Texas A&M,Texas College,Buffalo Stadium,Lone Star,,401329450
2021,1,regular,2021-09-03T01:00:00.000Z,Northern Arizona,Sam Houston,Walkup Skydome,Big Sky,AWC,401328011
2021,1,regular,2021-09-03T02:00:00.000Z,UNLV,Eastern Washington,Allegiant Stadium,Mountain West,Big Sky,401310694
2021,1,regular,2021-09-03T02:30:00.000Z,Arizona State,Southern Utah,Mountain America Stadium,Pac-12,Big Sky,401309835
2021,1,regular,2021-09-03T22:00:00.000Z,Bentley,West Chester,Bentley University Football Stadium,Northeast 10,Pennsylvania State Athletic,401344437
2021,1,regular,2021-09-03T22:00:00.000Z,Virginia Tech,North Carolina,Lane Stadium,ACC,ACC,401309937
2021,1,regular,2021-09-03T22:00:00.000Z,Central Connecticut,Southern Connecticut State,Arute Field,NEC,Northeast 10,401335299
2021,1,regular,2021-09-03T23:00:00.000Z,Charlotte,Duke,Jerry Richardson Stadium,Conference USA,ACC,401282052
2021,1,regular,2021-09-03T23:00:00.000Z,Wake Forest,Old Dominion,Allegacy Federal Credit Union Stadium,ACC,Conference USA,401282608
2021,1,regular,2021-09-03T23:00:00.000Z,Eastern Michigan,St. Francis (PA),Rynearson Stadium,Mid-American,NEC,401309541
2021,1,regular,2021-09-04T00:00:00.000Z,Kansas,South Dakota,Memorial Stadium,Big 12,MVFC,401287888
2021,1,regular,2021-09-04T01:00:00.000Z,Colorado,Northern Colorado,Folsom Field,Pac-12,Big Sky,401309836
2021,1,regular,2021-09-04T01:00:00.000Z,Colorado State,South Dakota State,Canvas Stadium,Mountain West,MVFC,401310695
2021,1,regular,2021-09-04T01:00:00.000Z,Northwestern,Michigan State,Ryan Field,Big Ten,Big Ten,401282782
2021,1,regular,2021-09-04T16:00:00.000Z,Kentucky,UL Monroe,Kroger Field,SEC,Sun Belt,401281947
2021,1,regular,2021-09-04T16:00:00.000Z,Wisconsin,Penn State,Camp Randall Stadium,Big Ten,Big Ten,401282815
2021,1,regular,2021-09-04T16:00:00.000Z,Lehigh,Villanova,Goodman Stadium,Patriot,CAA,401328233
2021,1,regular,2021-09-04T16:00:00.000Z,Rutgers,Temple,SHI Stadium,Big Ten,American Athletic,401282822
2021,1,regular,2021-09-04T16:00:00.000Z,Kansas State,Stanford,AT&T Stadium,Big 12,Pac-12,401287889
2021,1,regular,2021-09-04T16:00:00.000Z,Georgia State,Army,Center Parc Stadium,Sun Belt,FBS Independents,401309601
2021,1,regular,2021-09-04T16:00:00.000Z,Oklahoma,Tulane,"Memorial Stadium (Norman, OK)",Big 12,American Athletic,401287894
2021,1,regular,2021-09-04T16:00:00.000Z,Nebraska,Fordham,"Memorial Stadium (Lincoln, NE)",Big Ten,Patriot,401327913
2021,1,regular,2021-09-04T16:00:00.000Z,Shorter,Brevard College,Barron Stadium,Gulf South,USA South,401328990
2021,1,regular,2021-09-04T16:00:00.000Z,Boston College,Colgate,"Alumni Stadium (Chestnut Hill, MA)",ACC,Patriot,401282609
2021,1,regular,2021-09-04T16:00:00.000Z,Michigan,Western Michigan,Michigan Stadium,Big Ten,Mid-American,401282772
2021,1,regular,2021-09-04T16:00:00.000Z,UConn,Holy Cross,Pratt & Whitney Stadium,FBS Independents,Patriot,401286188
2021,1,regular,2021-09-04T16:00:00.000Z,Davenport,Truman State,Farmers Insurance Athletic Complex,GLIAC,Great Lakes,401328706
2021,1,regular,2021-09-04T16:00:00.000Z,Notre Dame College,Ashland,Mueller Field,Mountain East,Great Midwest Athletic,401328713
2021,1,regular,2021-09-04T16:00:00.000Z,UVA Wise,Virginia University Of Lynchburg,Carl Smith Stadium,South Atlantic,,401329633
2021,1,regular,2021-09-04T16:00:00.000Z,Bluefield State,Lawrence Tech,Mitchell Stadium,Independent DII,,401332385
2021,1,regular,2021-09-04T16:00:00.000Z,Southwest Baptist,UT Permian Basin,Plaster Sports Complex,Great Lakes,Lone Star,401363390
2021,1,regular,2021-09-04T16:05:00.000Z,Kutztown University,Assumption,Andre Reed Stadium,Pennsylvania State Athletic,Northeast 10,401329210
2021,1,regular,2021-09-04T17:00:00.000Z,St. Augustine's,Greeneville,George Williams Athletic Complex,CIAA,South Atlantic,401328169
2021,1,regular,2021-09-04T17:00:00.000Z,New Haven,Franklin Pierce,Ralph F. DellaCamera Stadium,Northeast 10,Northeast 10,401328924
2021,1,regular,2021-09-04T17:00:00.000Z,Catawba,ERSKINE,Shuford Stadium,South Atlantic,Independent DII,401331758
2021,1,regular,2021-09-04T17:00:00.000Z,Shippensburg,West Virginia State,Seth Grove Stadium,Pennsylvania State Athletic,Mountain East,401334669
2021,1,regular,2021-09-04T17:00:00.000Z,MARIAN (IN,Tiffin,Frost-Kalnow Stadium,,Great Midwest Athletic,401359753
2021,1,regular,2021-09-04T17:00:00.000Z,McNeese,West Florida,Cowboy Stadium,Southland,Gulf South,401328585
2021,1,regular,2021-09-04T17:00:00.000Z,Merrimack,St. Anselm,Duane Stadium,NEC,Northeast 10,401329325
2021,1,regular,2021-09-04T17:30:00.000Z,VMI,Davidson,Alumni Memorial Field,Southern,Pioneer,401328566
2021,1,regular,2021-09-04T18:00:00.000Z,Richmond,Howard,E. Claiborne Robins Stadium,CAA,MEAC,401328220
2021,1,regular,2021-09-04T18:00:00.000Z,Arkansas,Rice,Razorback Stadium,SEC,Conference USA,401281943
2021,1,regular,2021-09-04T18:00:00.000Z,Elon,Wofford,Rhodes Stadium,CAA,Southern,401328183
2021,1,regular,2021-09-04T18:00:00.000Z,Oregon,Fresno State,Autzen Stadium,Pac-12,Mountain West,401309838
2021,1,regular,2021-09-04T18:00:00.000Z,Furman,North Carolina A&T,Paladin Stadium,Southern,Big South,401328150
2021,1,regular,2021-09-04T18:00:00.000Z,Air Force,Lafayette,Falcon Stadium,Mountain West,Patriot,401310861
2021,1,regular,2021-09-04T18:00:00.000Z,Fort Lewis,New Mexico Highlands,Ray Dennison Memorial Field,Rocky Mountain,Rocky Mountain,401329337
2021,1,regular,2021-09-04T18:00:00.000Z,Michigan Tech,Hillsdale,Sherman Field,GLIAC,Great Midwest Athletic,401328954
2021,1,regular,2021-09-04T18:00:00.000Z,Wilson,Newberry,Electric Supply Company Field,Independent DII,South Atlantic,401348214
2021,1,regular,2021-09-04T18:00:00.000Z,McKendree,Northern Michigan,Leemon Field,Great Lakes,GLIAC,401328647
2021,1,regular,2021-09-04T18:00:00.000Z,Augustana University (SD),Minot State,Kirkeby-Over Stadium,Northern Sun,Northern Sun,401329143
2021,1,regular,2021-09-04T18:00:00.000Z,Quincy,Midwestern State,QU Stadium,Great Lakes,Lone Star,401329106
2021,1,regular,2021-09-04T18:30:00.000Z,Stonehill,Bloomsburg,W.B. Mason Stadium,Northeast 10,Pennsylvania State Athletic,401329179
2021,1,regular,2021-09-04T19:00:00.000Z,Western Colorado,Chadron St,Mountaineer Bowl,Rocky Mountain,Rocky Mountain,401329305
2021,1,regular,2021-09-04T19:00:00.000Z,Idaho State,North Dakota,Holt Arena,Big Sky,MVFC,401328057
2021,1,regular,2021-09-04T19:30:00.000Z,North Dakota State,UAlbany,Fargodome,MVFC,CAA,401328159
2021,1,regular,2021-09-04T19:30:00.000Z,Miami,Alabama,Mercedes-Benz Stadium,ACC,SEC,401281942
2021,1,regular,2021-09-04T19:30:00.000Z,Navy,Marshall,Navy-Marine Corps Memorial Stadium,American Athletic,Conference USA,401282174
2021,1,regular,2021-09-04T19:30:00.000Z,Maryland,West Virginia,SECU Stadium,Big Ten,Big 12,401282764
2021,1,regular,2021-09-04T19:30:00.000Z,Iowa,Indiana,Kinnick Stadium,Big Ten,Big Ten,401282723
2021,1,regular,2021-09-04T19:30:00.000Z,Cincinnati,Miami (OH),Nippert Stadium,American Athletic,Mid-American,401300996
2021,1,regular,2021-09-04T20:00:00.000Z,Pittsburgh,Massachusetts,Acrisure Stadium,ACC,FBS Independents,401282612
2021,1,regular,2021-09-04T20:00:00.000Z,Elizabeth City State,Fayetteville State,Rocky Mount Athletic Complex,CIAA,CIAA,401327924
2021,1,regular,2021-09-04T20:00:00.000Z,Mississippi State,Louisiana Tech,Davis Wade Stadium,SEC,Conference USA,401281949
2021,1,regular,2021-09-04T20:00:00.000Z,Wyoming,Montana State,War Memorial Stadium,Mountain West,Big Sky,401310697
2021,1,regular,2021-09-04T20:00:00.000Z,Missouri,Central Michigan,Memorial Stadium,SEC,Mid-American,401281950
2021,1,regular,2021-09-04T20:00:00.000Z,Morgan State,Towson,Hughes Stadium,MEAC,CAA,401328230
2021,1,regular,2021-09-04T20:00:00.000Z,Idaho,Simon Fraser,Kibbie Dome,Big Sky,Great Northwest,401348514
2021,1,regular,2021-09-04T20:00:00.000Z,Presbyterian,Laurinburg,Bailey Memorial Stadium,Pioneer,,401337368
2021,1,regular,2021-09-04T20:00:00.000Z,San Diego,Cal Poly,Torero Stadium,Pioneer,Big Sky,401328028
2021,1,regular,2021-09-04T20:00:00.000Z,Delaware State,Bowie State,Alumni Stadium,MEAC,CIAA,401327914
2021,1,regular,2021-09-04T20:30:00.000Z,Iowa State,Northern Iowa,Jack Trice Stadium,Big 12,MVFC,401287887
2021,1,regular,2021-09-04T20:30:00.000Z,Texas,Louisiana,DKR-Texas Memorial Stadium,Big 12,Sun Belt,401287892
2021,1,regular,2021-09-04T21:00:00.000Z,USC,San José State,Los Angeles Memorial Coliseum,Pac-12,Mountain West,401309842
2021,1,regular,2021-09-04T22:00:00.000Z,Liberty,Campbell,Williams Stadium (VA),FBS Independents,Big South,401286294
2021,1,regular,2021-09-04T22:00:00.000Z,Virginia St,Lenoir-Rhyne,Rogers Stadium (VA),CIAA,South Atlantic,401327961
2021,1,regular,2021-09-04T22:00:00.000Z,Georgia Southern,Gardner-Webb,Allen E. Paulson Stadium,Sun Belt,Big South,401309600
2021,1,regular,2021-09-04T22:00:00.000Z,Benedict College,Allen,Charlie W. Johnson Stadium,SIAC,SIAC,401329085
2021,1,regular,2021-09-04T22:00:00.000Z,Livingstone,Clark Atlanta,Alumni Memorial Stadium (NC),CIAA,SIAC,401329092
2021,1,regular,2021-09-04T22:00:00.000Z,Clarion,Lake Erie,"Memorial Stadium (Clarion, PA)",Pennsylvania State Athletic,Great Midwest Athletic,401329190
2021,1,regular,2021-09-04T22:00:00.000Z,Lincoln (PA),Lock Haven University,Lincoln University Stadium,CIAA,Pennsylvania State Athletic,401327953
2021,1,regular,2021-09-04T22:00:00.000Z,Rhode Island,Bryant,Meade Stadium,CAA,NEC,401328210
2021,1,regular,2021-09-04T22:00:00.000Z,Western Carolina,Eastern Kentucky,E. J. Whitmire Stadium,Southern,AWC,401327988
2021,1,regular,2021-09-04T22:00:00.000Z,Sacred Heart,Bucknell,Campus Field,NEC,Patriot,401332299
2021,1,regular,2021-09-04T22:00:00.000Z,Alabama State,Miles College,Hornet Stadium,SWAC,SIAC,401328616
2021,1,regular,2021-09-04T22:00:00.000Z,Hampton,Virginia Union,Armstrong Stadium,Big South,CIAA,401328015
2021,1,regular,2021-09-04T22:00:00.000Z,Indiana Wesleyan,Valparaiso,,,Pioneer,401328527
2021,1,regular,2021-09-04T22:00:00.000Z,Mercyhurst,Alderson-Broaddus,Saxon Stadium,Pennsylvania State Athletic,Mountain East,401332022
2021,1,regular,2021-09-04T22:00:00.000Z,Stetson,Warner University,Spec Martin Municipal Stadium,Pioneer,,401357798
2021,1,regular,2021-09-04T22:00:00.000Z,James Madison,Morehead State,Bridgeforth Stadium,CAA,Pioneer,401328192
2021,1,regular,2021-09-04T23:00:00.000Z,Saginaw Valley State,Texas A&M-Kingsville,Harvey Randall Wickes Memorial Stadium,GLIAC,Lone Star,401328977
2021,1,regular,2021-09-04T23:00:00.000Z,Harding University,East Central (OK),First Security Stadium,Great American,Great American,401328345
2021,1,regular,2021-09-04T23:00:00.000Z,West Alabama,Morehouse College,Tiger Stadium (AL),Gulf South,SIAC,401329000
2021,1,regular,2021-09-04T23:00:00.000Z,Valdosta State,Savannah St,Bazemore-Hyder Stadium,Gulf South,SIAC,401328944
2021,1,regular,2021-09-04T23:00:00.000Z,Stephen F. Austin,Tarleton State,Homer Bryce Stadium,AWC,AWC,401328022
2021,1,regular,2021-09-04T23:00:00.000Z,North Alabama,SE Louisiana,Braly Municipal Stadium,Big South,Southland,401328144
2021,1,regular,2021-09-04T23:00:00.000Z,Memphis,Nicholls,Simmons Bank Liberty Stadium,American Athletic,Southland,401300997
2021,1,regular,2021-09-04T23:00:00.000Z,Auburn,Akron,Jordan-Hare Stadium,SEC,Mid-American,401281944
2021,1,regular,2021-09-04T23:00:00.000Z,Houston,Texas Tech,NRG Stadium,American Athletic,Big 12,401287886
2021,1,regular,2021-09-04T23:00:00.000Z,Purdue,Oregon State,Ross-Ade Stadium,Big Ten,Pac-12,401282819
2021,1,regular,2021-09-04T23:00:00.000Z,SMU,Abilene Christian,Gerald J. Ford Stadium,American Athletic,AWC,401300998
2021,1,regular,2021-09-04T23:00:00.000Z,Ohio,Syracuse,Peden Stadium,Mid-American,ACC,401282611
2021,1,regular,2021-09-04T23:00:00.000Z,North Greenville,Limestone,Younts Stadium,Gulf South,South Atlantic,401329008
2021,1,regular,2021-09-04T23:00:00.000Z,Middle Tennessee,Monmouth,"Johnny ""Red"" Floyd Stadium",Conference USA,Big South,401282173
2021,1,regular,2021-09-04T23:00:00.000Z,Oklahoma State,Missouri State,Boone Pickens Stadium,Big 12,MVFC,401287890
2021,1,regular,2021-09-04T23:00:00.000Z,Adams State,Western New Mexico,Rex Stadium,Rocky Mountain,Lone Star,401329023
2021,1,regular,2021-09-04T23:00:00.000Z,Northeastern State,Emporia State University,Gable Field at Doc Wadley Stadium,Mid America,Mid America,401329394
2021,1,regular,2021-09-04T23:00:00.000Z,St. Xavier IL,Indianapolis,Bruce R. Deaton Memorial Field,,Great Lakes,401329707
2021,1,regular,2021-09-04T23:00:00.000Z,Toledo,Norfolk State,Glass Bowl,Mid-American,MEAC,401309543
2021,1,regular,2021-09-04T23:00:00.000Z,Arkansas-Pine Bluff,Lane College,Golden Lion Stadium,SWAC,SIAC,401328634
2021,1,regular,2021-09-04T23:00:00.000Z,Alabama A&M,South Carolina State,Louis Crews Stadium,SWAC,MEAC,401328323
2021,1,regular,2021-09-04T23:00:00.000Z,Troy,Southern,Veterans Memorial Stadium (AL),Sun Belt,SWAC,401309602
2021,1,regular,2021-09-04T23:00:00.000Z,South Carolina,Eastern Illinois,Williams-Brice Stadium,SEC,OVC,401281951
2021,1,regular,2021-09-04T23:00:00.000Z,Arkansas State,Central Arkansas,Centennial Bank Stadium,Sun Belt,AWC,401309598
2021,1,regular,2021-09-04T23:00:00.000Z,Texas State,Baylor,Bobcat Stadium (TX),Sun Belt,Big 12,401287893
2021,1,regular,2021-09-04T23:30:00.000Z,Illinois,UTSA,"Memorial Stadium (Champaign, IL)",Big Ten,Conference USA,401282179
2021,1,regular,2021-09-04T23:30:00.000Z,North Texas,Northwestern State,DATCU Stadium,Conference USA,Southland,401282175
2021,1,regular,2021-09-04T23:30:00.000Z,Virginia,William & Mary,Scott Stadium,ACC,CAA,401282613
2021,1,regular,2021-09-04T23:30:00.000Z,Illinois State,Butler,Hancock Stadium,MVFC,Pioneer,401328327
2021,1,regular,2021-09-04T23:30:00.000Z,Florida,Florida Atlantic,Ben Hill Griffin Stadium,SEC,Conference USA,401281945
2021,1,regular,2021-09-04T23:30:00.000Z,Clemson,Georgia,Bank of America Stadium,ACC,SEC,401281946
2021,1,regular,2021-09-04T23:30:00.000Z,Georgia Tech,Northern Illinois,Bobby Dodd Stadium,ACC,Mid-American,401282610
2021,1,regular,2021-09-05T00:00:00.000Z,Texas Southern,Prairie View A&M,BBVA Compass Stadium,SWAC,SWAC,401328678
2021,1,regular,2021-09-05T00:00:00.000Z,TCU,Duquesne,Amon G. Carter Stadium,Big 12,NEC,401287891
2021,1,regular,2021-09-05T00:00:00.000Z,Vanderbilt,East Tennessee State,FirstBank Stadium,SEC,Southern,401282054
2021,1,regular,2021-09-05T00:00:00.000Z,South Alabama,Southern Miss,Hancock Whitney Stadium,Sun Belt,Conference USA,401282177
2021,1,regular,2021-09-05T00:00:00.000Z,Texas A&M,Kent State,Kyle Field,SEC,Mid-American,401282053
2021,1,regular,2021-09-05T00:00:00.000Z,Washington,Montana,Husky Stadium,Pac-12,Big Sky,401309839
2021,1,regular,2021-09-05T00:30:00.000Z,UCLA,LSU,Rose Bowl,Pac-12,SEC,401281948
2021,1,regular,2021-09-05T01:00:00.000Z,UTEP,Bethune-Cookman,Sun Bowl,Conference USA,SWAC,401282178
2021,1,regular,2021-09-05T01:00:00.000Z,Utah Tech,Sacramento State,Greater Zion Stadium,AWC,Big Sky,401327977
2021,1,regular,2021-09-05T02:30:00.000Z,San Diego State,New Mexico State,Qualcomm Stadium,Mountain West,FBS Independents,401310699
2021,1,regular,2021-09-05T02:30:00.000Z,Arizona,BYU,Allegiant Stadium,Pac-12,FBS Independents,401309841
2021,1,regular,2021-09-05T02:30:00.000Z,California,Nevada,California Memorial Stadium,Pac-12,Mountain West,401309837
2021,1,regular,2021-09-05T03:00:00.000Z,Washington State,Utah State,Gesa Field,Pac-12,Mountain West,401309840
2021,1,regular,2021-09-05T03:59:00.000Z,Hawai'i,Portland State,Clarence T.C. Ching Athletics Complex,Mountain West,Big Sky,401310698
2021,1,regular,2021-09-05T19:00:00.000Z,Florida A&M,Jackson State,Hard Rock Stadium,SWAC,SWAC,401328657
2021,1,regular,2021-09-05T20:00:00.000Z,Grambling,Tennessee State,Tom Benson Hall of Fame Stadium,SWAC,OVC,401328426
2021,1,regular,2021-09-05T23:00:00.000Z,Tuskegee,Fort Valley State,,SIAC,SIAC,401329118
2021,1,regular,2021-09-05T23:30:00.000Z,Florida State,Notre Dame,Doak Campbell Stadium,ACC,FBS Independents,401282614
2021,1,regular,2021-09-07T00:00:00.000Z,Ole Miss,Louisville,Mercedes-Benz Stadium,SEC,ACC,401282055
2021,2,regular,2021-09-09T23:00:00.000Z,Glenville State,Concord University,I.L. & Sue Morris Stadium,Mountain East,Mountain East,401329384
2021,2,regular,2021-09-09T23:00:00.000Z,Washburn,Central Missouri,Yager Stadium at Moore Bowl,Mid America,Mid America,401329341
2021,2,regular,2021-09-09T23:00:00.000Z,Mars Hill,Virginia University Of Lynchburg,Meares Stadium,South Atlantic,,401329652
