season,week,season_type,start_date,home_team,away_team,venue,home_conference,away_conference,game_id
2010,1,regular,2010-09-04T22:00:00.000Z,Colgate,Monmouth,Andy Kerr Stadium,Patriot,NEC,302472142
2010,1,regular,2010-09-04T22:00:00.000Z,Georgia Southern,Savannah St,Allen E. Paulson Stadium,Southern,MEAC,302470290
2010,1,regular,2010-09-04T22:00:00.000Z,Morgan State,Bowie State,Hughes Stadium,MEAC,,302472415
2010,1,regular,2010-09-04T22:00:00.000Z,Akron,Syracuse,InfoCision Stadium,Mid-American,Big East,302472006
2010,1,regular,2010-09-04T22:30:00.000Z,Stanford,Sacramento State,Stanford Stadium,Pac-10,Big Sky,302470024
2010,1,regular,2010-09-04T23:00:00.000Z,Arkansas,Tennessee Tech,Razorback Stadium,SEC,OVC,302470008
2010,1,regular,2010-09-04T23:00:00.000Z,Grambling,Louisiana Tech,,SWAC,Western Athletic,302472755
2010,1,regular,2010-09-04T23:00:00.000Z,Baylor,Sam Houston,Floyd Casey Stadium,Big 12,Southland,302470239
2010,1,regular,2010-09-04T23:00:00.000Z,Duke,Elon,Wallace Wade Stadium,ACC,Southern,302470150
2010,1,regular,2010-09-04T23:00:00.000Z,Drake,Lehigh,Drake Stadium,Pioneer,Patriot,302472181
2010,1,regular,2010-09-04T23:00:00.000Z,Troy,Bowling Green,Veterans Memorial Stadium (AL),Sun Belt,Mid-American,302472653
2010,1,regular,2010-09-04T23:00:00.000Z,Tennessee State,Alabama A&M,Nissan Stadium,OVC,SWAC,302472634
2010,1,regular,2010-09-04T23:00:00.000Z,BYU,Washington,LaVell Edwards Stadium,Mountain West,Pac-10,302470252
2010,1,regular,2010-09-04T23:00:00.000Z,Ohio,Wofford,Peden Stadium,Mid-American,Southern,302470195
2010,1,regular,2010-09-04T23:00:00.000Z,Texas A&M,Stephen F. Austin,Kyle Field,Big 12,Southland,302470245
2010,1,regular,2010-09-04T23:00:00.000Z,Kansas,North Dakota State,Memorial Stadium,Big 12,MVFC,302472305
2010,1,regular,2010-09-04T23:00:00.000Z,Alabama,San José State,Bryant-Denny Stadium,SEC,Western Athletic,302470333
2010,1,regular,2010-09-04T23:00:00.000Z,Nebraska,Western Kentucky,"Memorial Stadium (Lincoln, NE)",Big 12,Sun Belt,302470158
2010,1,regular,2010-09-04T23:00:00.000Z,Oklahoma,Utah State,"Memorial Stadium (Norman, OK)",Big 12,Western Athletic,302470201
2010,1,regular,2010-09-04T23:00:00.000Z,Auburn,Arkansas State,Jordan-Hare Stadium,SEC,Sun Belt,302470002
2010,1,regular,2010-09-04T23:00:00.000Z,Indiana State,St. Joseph's (IN),Memorial Stadium,MVFC,,302470282
2010,1,regular,2010-09-04T23:00:00.000Z,Eastern Michigan,Army,Rynearson Stadium,Mid-American,FBS Independents,302472199
2010,1,regular,2010-09-04T23:00:00.000Z,Mississippi State,Memphis,Davis Wade Stadium,SEC,Conference USA,302470344
2010,1,regular,2010-09-04T23:00:00.000Z,Oklahoma State,Washington State,Boone Pickens Stadium,Big 12,Pac-10,302470197
2010,1,regular,2010-09-04T23:05:00.000Z,South Florida,Stony Brook,Raymond James Stadium,Big East,Big South,302470058
2010,1,regular,2010-09-04T23:30:00.000Z,Vanderbilt,Northwestern,FirstBank Stadium,SEC,Big Ten,302470238
2010,1,regular,2010-09-04T23:45:00.000Z,TCU,Oregon State,,Mountain West,Pac-10,302472628
2010,1,regular,2010-09-05T00:00:00.000Z,North Carolina,LSU,Georgia Dome,ACC,SEC,302470153
2010,1,regular,2010-09-05T00:00:00.000Z,Alabama State,Mississippi Valley State,Cramton Bowl,SWAC,SWAC,302472011
2010,1,regular,2010-09-05T00:00:00.000Z,Houston,Texas State,Robertson Stadium,Conference USA,Southland,302470248
2010,1,regular,2010-09-05T00:00:00.000Z,McNeese,Lamar,Cowboy Stadium,Southland,Southland,302472377
2010,1,regular,2010-09-05T00:00:00.000Z,San Diego State,Nicholls,Qualcomm Stadium,Mountain West,Southland,302470021
2010,1,regular,2010-09-05T01:00:00.000Z,Wyoming,Southern Utah,War Memorial Stadium,Mountain West,Great West,302472751
2010,1,regular,2010-09-05T01:00:00.000Z,San Diego,Azusa Pacific,Torero Stadium,Pioneer,,302470301
2010,1,regular,2010-09-05T01:05:00.000Z,UTEP,Arkansas-Pine Bluff,Sun Bowl,Conference USA,SWAC,302472638
2010,1,regular,2010-09-05T01:05:00.000Z,Cal Poly,Humboldt State,Alex G. Spanos Stadium,Great West,,302470013
2010,1,regular,2010-09-05T02:00:00.000Z,Fresno State,Cincinnati,Valley Children's Stadium,Western Athletic,Big East,302470278
2010,1,regular,2010-09-05T02:00:00.000Z,Arizona State,Portland State,Mountain America Stadium,Pac-10,Big Sky,302470009
2010,1,regular,2010-09-05T03:00:00.000Z,UNLV,Wisconsin,Sam Boyd Stadium,Mountain West,Big Ten,302472439
2010,1,regular,2010-09-05T16:00:00.000Z,Delaware State,Southern,,MEAC,SWAC,302482169
2010,1,regular,2010-09-05T18:00:00.000Z,East Carolina,Tulsa,Dowdy-Ficklen Stadium,Conference USA,Conference USA,302480151
2010,1,regular,2010-09-05T19:30:00.000Z,Texas Tech,SMU,Jones AT&T Stadium,Big 12,Conference USA,302482641
2010,1,regular,2010-09-05T21:00:00.000Z,Texas Southern,Prairie View A&M,,SWAC,SWAC,302482640
2010,1,regular,2010-09-06T20:00:00.000Z,Maryland,Navy,,ACC,FBS Independents,302490120
2010,1,regular,2010-09-07T00:00:00.000Z,Virginia Tech,Boise State,,ACC,Western Athletic,302490259
2010,2,regular,2010-09-09T23:00:00.000Z,Temple,Central Michigan,Lincoln Financial Field,Mid-American,Mid-American,302520218
2010,2,regular,2010-09-09T23:30:00.000Z,Mississippi State,Auburn,Davis Wade Stadium,SEC,SEC,302520344
2010,2,regular,2010-09-10T23:00:00.000Z,Marshall,West Virginia,Joan C. Edwards Stadium,Conference USA,Big East,302530276
2010,2,regular,2010-09-11T02:15:00.000Z,Houston,UTEP,Robertson Stadium,Conference USA,Conference USA,302530248
2010,2,regular,2010-09-11T16:00:00.000Z,Purdue,Western Illinois,Ross-Ade Stadium,Big Ten,MVFC,302542509
2010,2,regular,2010-09-11T16:00:00.000Z,Northwestern,Illinois State,Ryan Field,Big Ten,MVFC,302540077
2010,2,regular,2010-09-11T16:00:00.000Z,East Carolina,Memphis,Dowdy-Ficklen Stadium,Conference USA,Conference USA,302540151
2010,2,regular,2010-09-11T16:00:00.000Z,Akron,Gardner-Webb,InfoCision Stadium,Mid-American,Big South,302542006
2010,2,regular,2010-09-11T16:00:00.000Z,South Carolina,Georgia,Williams-Brice Stadium,SEC,SEC,302542579
2010,2,regular,2010-09-11T16:00:00.000Z,Wisconsin,San José State,Camp Randall Stadium,Big Ten,Western Athletic,302540275
2010,2,regular,2010-09-11T16:00:00.000Z,Florida Atlantic,Michigan State,,Sun Belt,Big Ten,302542226
2010,2,regular,2010-09-11T16:00:00.000Z,Army,Hawai'i,Michie Stadium,FBS Independents,Western Athletic,302540349
2010,2,regular,2010-09-11T16:00:00.000Z,Sacred Heart,Robert Morris,Campus Field,NEC,NEC,302542529
2010,2,regular,2010-09-11T16:00:00.000Z,Central Connecticut,Bentley,Arute Field,NEC,,302542115
2010,2,regular,2010-09-11T16:00:00.000Z,Kansas,Georgia Tech,Memorial Stadium,Big 12,ACC,302542305
2010,2,regular,2010-09-11T16:00:00.000Z,Wake Forest,Duke,Allegacy Federal Credit Union Stadium,ACC,ACC,302540154
2010,2,regular,2010-09-11T16:00:00.000Z,Duquesne,Dayton,Arthur J. Rooney Athletic Field,NEC,Pioneer,302542184
2010,2,regular,2010-09-11T16:00:00.000Z,Cincinnati,Indiana State,Nippert Stadium,Big East,MVFC,302542132
2010,2,regular,2010-09-11T16:00:00.000Z,Minnesota,South Dakota,Huntington Bank Stadium,Big Ten,Great West,302540135
2010,2,regular,2010-09-11T16:00:00.000Z,UConn,Texas Southern,Pratt & Whitney Stadium,Big East,SWAC,302540041
2010,2,regular,2010-09-11T16:21:00.000Z,Florida,South Florida,Ben Hill Griffin Stadium,SEC,Big East,302540057
2010,2,regular,2010-09-11T16:30:00.000Z,Nebraska,Idaho,"Memorial Stadium (Lincoln, NE)",Big 12,Western Athletic,302540158
2010,2,regular,2010-09-11T16:37:00.000Z,Lehigh,Villanova,Goodman Stadium,Patriot,CAA,302542329
2010,2,regular,2010-09-11T17:00:00.000Z,Pittsburgh,New Hampshire,Acrisure Stadium,Big East,CAA,302540221
2010,2,regular,2010-09-11T17:00:00.000Z,Bryant,St. Anselm,Bulldog Stadium,NEC,,302542803
2010,2,regular,2010-09-11T17:00:00.000Z,Monmouth,Maine,Kessler Field,NEC,CAA,302542405
2010,2,regular,2010-09-11T17:00:00.000Z,Howard,Hampton,William H. Greene Stadium,MEAC,MEAC,302540047
2010,2,regular,2010-09-11T17:00:00.000Z,Georgia State,Lambuth,Georgia Dome,FCS Independents,,302542247
2010,2,regular,2010-09-11T17:00:00.000Z,Campbell,Old Dominion,Barker-Lane Stadium,Pioneer,FCS Independents,302542097
2010,2,regular,2010-09-11T17:00:00.000Z,Morehead State,St. Francis (PA),Jayne Stadium,Pioneer,NEC,302542413
2010,2,regular,2010-09-11T17:00:00.000Z,Delaware,South Dakota State,Delaware Stadium,CAA,MVFC,302540048
2010,2,regular,2010-09-11T17:30:00.000Z,Franklin,Valparaiso,,,Pioneer,302542233
2010,2,regular,2010-09-11T17:30:00.000Z,Virginia Tech,James Madison,Lane Stadium,ACC,CAA,302540259
2010,2,regular,2010-09-11T17:30:00.000Z,Charleston Southern,Wofford,Buccaneer Field,Big South,Southern,302542127
2010,2,regular,2010-09-11T18:00:00.000Z,Furman,Colgate,Paladin Stadium,Southern,Patriot,302540231
2010,2,regular,2010-09-11T18:00:00.000Z,Miami (OH),Eastern Michigan,Yager Stadium,Mid-American,Mid-American,302540193
2010,2,regular,2010-09-11T18:30:00.000Z,Eastern Illinois,Central Arkansas,O'Brien Stadium,OVC,Southland,302542197
2010,2,regular,2010-09-11T19:30:00.000Z,Louisville,Eastern Kentucky,L&N Federal Credit Union Stadium,Big East,OVC,302540097
2010,2,regular,2010-09-11T19:30:00.000Z,Louisiana,Arkansas State,Cajun Field,Sun Belt,Sun Belt,302540309
2010,2,regular,2010-09-11T19:30:00.000Z,Boston College,Kent State,"Alumni Stadium (Chestnut Hill, MA)",ACC,Mid-American,302540103
2010,2,regular,2010-09-11T19:30:00.000Z,Navy,Georgia Southern,Navy-Marine Corps Memorial Stadium,FBS Independents,Southern,302542426
2010,2,regular,2010-09-11T19:30:00.000Z,Clemson,Presbyterian,"Memorial Stadium (Clemson, SC)",ACC,Big South,302540228
2010,2,regular,2010-09-11T19:30:00.000Z,Iowa,Iowa State,Kinnick Stadium,Big Ten,Big 12,302542294
2010,2,regular,2010-09-11T19:30:00.000Z,California,Colorado,California Memorial Stadium,Pac-10,Big 12,302540025
2010,2,regular,2010-09-11T19:30:00.000Z,Oklahoma,Florida State,"Memorial Stadium (Norman, OK)",Big 12,ACC,302540201
2010,2,regular,2010-09-11T19:30:00.000Z,Notre Dame,Michigan,Notre Dame Stadium,FBS Independents,Big Ten,302540087
2010,2,regular,2010-09-11T19:30:00.000Z,App State,Jacksonville,Kidd Brewer Stadium,Southern,Pioneer,302542026
2010,2,regular,2010-09-11T19:30:00.000Z,Ohio State,Miami,Ohio Stadium,Big Ten,ACC,302540194
2010,2,regular,2010-09-11T20:00:00.000Z,Utah,UNLV,Rice-Eccles Stadium,Mountain West,Mountain West,302540254
2010,2,regular,2010-09-11T20:00:00.000Z,Norfolk State,North Carolina A&T,"William Dick"""" Price Stadium""""",MEAC,MEAC,302542450
2010,2,regular,2010-09-11T20:00:00.000Z,Savannah St,Fort Valley State,,MEAC,,302542542
2010,2,regular,2010-09-11T20:00:00.000Z,Air Force,BYU,Falcon Stadium,Mountain West,Mountain West,302542005
2010,2,regular,2010-09-11T22:00:00.000Z,Fordham,Rhode Island,Coffey Field,Patriot,CAA,302542230
2010,2,regular,2010-09-11T22:00:00.000Z,Stony Brook,American International,Kenneth P. LaValle Stadium,Big South,,302542619
2010,2,regular,2010-09-11T22:00:00.000Z,Northwestern State,Samford,Harry Turpin Stadium,Southland,Southern,302542466
2010,2,regular,2010-09-11T22:00:00.000Z,Maryland,Morgan State,SECU Stadium,ACC,MEAC,302540120
2010,2,regular,2010-09-11T22:00:00.000Z,Massachusetts,Holy Cross,,CAA,Patriot,302540113
2010,2,regular,2010-09-11T22:00:00.000Z,Lafayette,Georgetown,Fisher Field,Patriot,Patriot,302540322
2010,2,regular,2010-09-11T22:00:00.000Z,Marist,Bucknell,Leonidoff Field,Pioneer,Patriot,302542368
2010,2,regular,2010-09-11T22:00:00.000Z,Delaware State,Florida A&M,Alumni Stadium,MEAC,MEAC,302542169
2010,2,regular,2010-09-11T22:00:00.000Z,Youngstown State,Butler,Stambaugh Stadium,MVFC,Pioneer,302542754
2010,2,regular,2010-09-11T22:00:00.000Z,South Carolina State,Mississippi Valley State,Oliver C. Dawson Stadium,MEAC,SWAC,302542569
2010,2,regular,2010-09-11T22:00:00.000Z,Western Carolina,Greeneville,E. J. Whitmire Stadium,Southern,,302542717
2010,2,regular,2010-09-11T22:00:00.000Z,North Carolina Central,Winston-Salem,O'Kelly-Riddick Stadium,MEAC,CIAA,302542428
2010,2,regular,2010-09-11T23:00:00.000Z,Ohio,Toledo,Peden Stadium,Mid-American,Mid-American,302540195
2010,2,regular,2010-09-11T23:00:00.000Z,Lenoir-Rhyne,Davidson,Moretz Stadium,,Pioneer,302542331
2010,2,regular,2010-09-11T23:00:00.000Z,Western Michigan,Nicholls,Waldo Stadium,Mid-American,Southland,302542711
2010,2,regular,2010-09-11T23:00:00.000Z,UL Monroe,Arkansas,,Sun Belt,SEC,302542433
2010,2,regular,2010-09-11T23:00:00.000Z,Tennessee,Oregon,Neyland Stadium,SEC,Pac-10,302542633
2010,2,regular,2010-09-11T23:00:00.000Z,Middle Tennessee,Austin Peay,"Johnny ""Red"" Floyd Stadium",Sun Belt,OVC,302542393
2010,2,regular,2010-09-11T23:00:00.000Z,Texas,Wyoming,DKR-Texas Memorial Stadium,Big 12,Mountain West,302540251
2010,2,regular,2010-09-11T23:00:00.000Z,Alabama A&M,Central State (OH),Louis Crews Stadium,SWAC,,302542010
2010,2,regular,2010-09-11T23:00:00.000Z,Southern,Arkansas-Monticello,Ace W. Mumford Stadium,SWAC,,302542582
2010,2,regular,2010-09-11T23:00:00.000Z,Elon,Shaw,Rhodes Stadium,Southern,,302542210
2010,2,regular,2010-09-11T23:00:00.000Z,North Texas,Rice,,Sun Belt,Conference USA,302540249
2010,2,regular,2010-09-11T23:00:00.000Z,Texas A&M,Louisiana Tech,Kyle Field,Big 12,Western Athletic,302540245
2010,2,regular,2010-09-11T23:00:00.000Z,Washington,Syracuse,Husky Stadium,Pac-10,Big East,302540264
2010,2,regular,2010-09-11T23:00:00.000Z,Baylor,Buffalo,Floyd Casey Stadium,Big 12,Mid-American,302540239
2010,2,regular,2010-09-11T23:00:00.000Z,Ball State,Liberty,Scheumann Stadium,Mid-American,Big South,302542050
2010,2,regular,2010-09-11T23:00:00.000Z,Texas State,Southern Arkansas,Bobcat Stadium (TX),Southland,,302540326
2010,2,regular,2010-09-11T23:00:00.000Z,Assumption,Wagner,Multi-Sport Stadium,,NEC,302542038
2010,2,regular,2010-09-11T23:00:00.000Z,Alabama,Penn State,Bryant-Denny Stadium,SEC,Big Ten,302540333
2010,2,regular,2010-09-11T23:00:00.000Z,Towson,Coastal Carolina,Johnny Unitas Stadium,CAA,Big South,302540119
2010,2,regular,2010-09-11T23:00:00.000Z,TCU,Tennessee Tech,Amon G. Carter Stadium,Mountain West,OVC,302542628
2010,2,regular,2010-09-11T23:00:00.000Z,Missouri,McNeese,Memorial Stadium,Big 12,Southland,302540142
2010,2,regular,2010-09-11T23:00:00.000Z,Oklahoma State,Troy,Boone Pickens Stadium,Big 12,Sun Belt,302540197
2010,2,regular,2010-09-11T23:00:00.000Z,Tulsa,Bowling Green,Chapman Stadium,Conference USA,Mid-American,302540202
2010,2,regular,2010-09-11T23:00:00.000Z,Vanderbilt,LSU,FirstBank Stadium,SEC,SEC,302540238
2010,2,regular,2010-09-11T23:00:00.000Z,William & Mary,VMI,Zable Stadium,CAA,Big South,302542729
2010,2,regular,2010-09-11T23:00:00.000Z,SE Louisiana,UT Martin,Strawberry Stadium,Southland,OVC,302542545
2010,2,regular,2010-09-11T23:00:00.000Z,Lamar,Webber International,,Southland,,302542320
2010,2,regular,2010-09-11T23:00:00.000Z,Washington State,Montana State,Gesa Field,Pac-10,Big Sky,302540265
2010,2,regular,2010-09-11T23:00:00.000Z,Tennessee State,Jackson State,Simmons Bank Liberty Stadium,OVC,SWAC,302542634
2010,2,regular,2010-09-11T23:00:00.000Z,Murray State,Southeast Missouri State,Roy Stewart Stadium,OVC,OVC,302540093
2010,2,regular,2010-09-11T23:00:00.000Z,Jacksonville State,Chattanooga,AmFirst Stadium,OVC,Southern,302540055
2010,2,regular,2010-09-11T23:00:00.000Z,Southern Miss,Prairie View A&M,M. M. Roberts Stadium,Conference USA,SWAC,302542572
2010,2,regular,2010-09-11T23:00:00.000Z,Northern Illinois,North Dakota,Huskie Stadium,Mid-American,Great West,302542459
2010,2,regular,2010-09-11T23:00:00.000Z,Stephen F. Austin,UAlbany,Homer Bryce Stadium,Southland,NEC,302542617
2010,2,regular,2010-09-11T23:10:00.000Z,Kansas State,Missouri State,Bill Snyder Family Stadium,Big 12,MVFC,302542306
2010,2,regular,2010-09-11T23:30:00.000Z,UCF,NC State,FBC Mortgage Stadium,Conference USA,ACC,302542116
2010,2,regular,2010-09-11T23:30:00.000Z,Kentucky,Western Kentucky,Kroger Field,SEC,Sun Belt,302540096
2010,2,regular,2010-09-11T23:30:00.000Z,Illinois,Southern Illinois,"Memorial Stadium (Champaign, IL)",Big Ten,MVFC,302540356
