season,week,season_type,start_date,home_team,away_team,venue,home_conference,away_conference,game_id
2018,1,regular,2018-09-01T01:00:00.000Z,Nevada,Portland State,Mackay Stadium,Mountain West,Big Sky,401022517
2018,1,regular,2018-09-01T01:30:00.000Z,Colorado State,Colorado,Sports Authority Field at Mile High,Mountain West,Pac-12,401012680
2018,1,regular,2018-09-01T16:00:00.000Z,Oklahoma,Florida Atlantic,"Memorial Stadium (Norman, OK)",Big 12,Conference USA,401013065
2018,1,regular,2018-09-01T16:00:00.000Z,Temple,Villanova,Lincoln Financial Field,American Athletic,CAA,401019473
2018,1,regular,2018-09-01T16:00:00.000Z,Ohio State,Oregon State,Ohio Stadium,Big Ten,Pac-12,401012682
2018,1,regular,2018-09-01T16:00:00.000Z,Maryland,Texas,Northwest Stadium,Big Ten,Big 12,401012872
2018,1,regular,2018-09-01T16:00:00.000Z,South Carolina,Coastal Carolina,Williams-Brice Stadium,SEC,Sun Belt,401012256
2018,1,regular,2018-09-01T16:00:00.000Z,Rutgers,Texas State,High Point Solutions Stadium,Big Ten,Sun Belt,401012820
2018,1,regular,2018-09-01T16:00:00.000Z,Texas Tech,Ole Miss,NRG Stadium,Big 12,SEC,401012253
2018,1,regular,2018-09-01T16:00:00.000Z,Illinois,Kent State,"Memorial Stadium (Champaign, IL)",Big Ten,Mid-American,401012804
2018,1,regular,2018-09-01T16:00:00.000Z,TCU,Southern,Amon G. Carter Stadium,Big 12,SWAC,401013072
2018,1,regular,2018-09-01T16:00:00.000Z,NC State,James Madison,Carter-Finley Stadium,ACC,CAA,401013091
2018,1,regular,2018-09-01T16:00:00.000Z,Rice,Houston,Rice Stadium,Conference USA,American Athletic,401014977
2018,1,regular,2018-09-01T16:20:00.000Z,Clemson,Furman,"Memorial Stadium (Clemson, SC)",ACC,Southern,401013088
2018,1,regular,2018-09-01T16:30:00.000Z,Georgia Tech,Alcorn State,Bobby Dodd Stadium,ACC,SWAC,401013090
2018,1,regular,2018-09-01T16:30:00.000Z,Lehigh,St. Francis (PA),Goodman Stadium,Patriot,NEC,401030355
2018,1,regular,2018-09-01T17:00:00.000Z,Colgate,Holy Cross,Andy Kerr Stadium,Patriot,Patriot,401029889
2018,1,regular,2018-09-01T17:00:00.000Z,Dayton,Robert Morris,Welcome Stadium,Pioneer,NEC,401030574
2018,1,regular,2018-09-01T17:00:00.000Z,Jacksonville,St. Augustine's,D. B. Milne Field,Pioneer,CIAA,401030589
2018,1,regular,2018-09-01T17:00:00.000Z,Marist,Georgetown,Leonidoff Field,Pioneer,Patriot,401030595
2018,1,regular,2018-09-01T17:00:00.000Z,Boston College,Massachusetts,"Alumni Stadium (Chestnut Hill, MA)",ACC,FBS Independents,401013087
2018,1,regular,2018-09-01T18:00:00.000Z,Duquesne,Lock Haven University,Arthur J. Rooney Athletic Field,NEC,Pennsylvania State Athletic,401030551
2018,1,regular,2018-09-01T18:00:00.000Z,Ohio,Howard,Peden Stadium,Mid-American,MEAC,401020675
2018,1,regular,2018-09-01T18:00:00.000Z,Air Force,Stony Brook,Falcon Stadium,Mountain West,CAA,401022514
2018,1,regular,2018-09-01T18:00:00.000Z,Youngstown State,Butler,Stambaugh Stadium,MVFC,Pioneer,401030183
2018,1,regular,2018-09-01T19:00:00.000Z,Bryant,New Haven,Bulldog Stadium,NEC,Northeast 10,401030536
2018,1,regular,2018-09-01T19:30:00.000Z,North Dakota State,Cal Poly,Fargodome,MVFC,Big Sky,401029744
2018,1,regular,2018-09-01T19:30:00.000Z,Kentucky,Central Michigan,Kroger Field,SEC,Mid-American,401012251
2018,1,regular,2018-09-01T19:30:00.000Z,Auburn,Washington,Mercedes-Benz Stadium,SEC,Pac-12,401012248
2018,1,regular,2018-09-01T19:30:00.000Z,Tennessee,West Virginia,Bank of America Stadium,SEC,Big 12,401012257
2018,1,regular,2018-09-01T19:30:00.000Z,Georgia,Austin Peay,Sanford Stadium,SEC,OVC,401012250
2018,1,regular,2018-09-01T19:30:00.000Z,Pittsburgh,UAlbany,Acrisure Stadium,ACC,CAA,401013092
2018,1,regular,2018-09-01T19:30:00.000Z,Wyoming,Washington State,War Memorial Stadium,Mountain West,Pac-12,401012683
2018,1,regular,2018-09-01T19:30:00.000Z,Penn State,App State,Beaver Stadium,Big Ten,Sun Belt,401013349
2018,1,regular,2018-09-01T19:40:00.000Z,Iowa,Northern Illinois,Kinnick Stadium,Big Ten,Mid-American,401012862
2018,1,regular,2018-09-01T20:00:00.000Z,USC,UNLV,Los Angeles Memorial Coliseum,Pac-12,Mountain West,401012678
2018,1,regular,2018-09-01T20:00:00.000Z,California,North Carolina,California Memorial Stadium,Pac-12,ACC,401012684
2018,1,regular,2018-09-01T20:00:00.000Z,Missouri,UT Martin,Memorial Stadium,SEC,OVC,401012255
2018,1,regular,2018-09-01T20:00:00.000Z,Northern Colorado,McNeese,Nottingham Field,Big Sky,Southland,401030208
2018,1,regular,2018-09-01T20:00:00.000Z,Arkansas,Eastern Illinois,Razorback Stadium,SEC,OVC,401012247
2018,1,regular,2018-09-01T20:05:00.000Z,Eastern Washington,Central Washington,Roos Field,Big Sky,Great Northwest,401037010
2018,1,regular,2018-09-01T21:00:00.000Z,Florida A&M,Fort Valley State,Bragg Memorial Stadium,MEAC,SIAC,401030506
2018,1,regular,2018-09-01T21:00:00.000Z,San Diego,Western New Mexico,Torero Stadium,Pioneer,Lone Star,401030604
2018,1,regular,2018-09-01T22:00:00.000Z,Norfolk State,Virginia St,"William Dick"""" Price Stadium""""",MEAC,CIAA,401030519
2018,1,regular,2018-09-01T22:00:00.000Z,Miami (OH),Marshall,Yager Stadium,Mid-American,Conference USA,401014975
2018,1,regular,2018-09-01T22:00:00.000Z,Liberty,Old Dominion,Williams Stadium (VA),FBS Independents,Conference USA,401013448
2018,1,regular,2018-09-01T22:00:00.000Z,Buffalo,Delaware State,UB Stadium,Mid-American,MEAC,401020674
2018,1,regular,2018-09-01T22:00:00.000Z,Charlotte,Fordham,Jerry Richardson Stadium,Conference USA,Patriot,401014973
2018,1,regular,2018-09-01T22:00:00.000Z,Bucknell,William & Mary,Christy Mathewson-Memorial Stadium,Patriot,CAA,401029879
2018,1,regular,2018-09-01T22:00:00.000Z,Hampton,Shaw,Armstrong Stadium,FCS Independents,CIAA,401034100
2018,1,regular,2018-09-01T22:00:00.000Z,Sacred Heart,Lafayette,Campus Field,NEC,Patriot,401030351
2018,1,regular,2018-09-01T22:00:00.000Z,Gardner-Webb,Limestone,Ernest W. Spangler Stadium,Big South,South Atlantic,401029986
2018,1,regular,2018-09-01T22:00:00.000Z,Wofford,The Citadel,Gibbs Stadium,Southern,Southern,401030266
2018,1,regular,2018-09-01T22:00:00.000Z,Western Carolina,Newberry,E. J. Whitmire Stadium,Southern,South Atlantic,401030321
2018,1,regular,2018-09-01T22:00:00.000Z,Troy,Boise State,Veterans Memorial Stadium (AL),Sun Belt,Mountain West,401021656
2018,1,regular,2018-09-01T22:00:00.000Z,South Florida,Elon,Raymond James Stadium,American Athletic,CAA,401019472
2018,1,regular,2018-09-01T22:00:00.000Z,Virginia,Richmond,Scott Stadium,ACC,CAA,401013094
2018,1,regular,2018-09-01T22:00:00.000Z,Georgia Southern,South Carolina State,Allen E. Paulson Stadium,Sun Belt,MEAC,401021653
2018,1,regular,2018-09-01T23:00:00.000Z,Southern Miss,Jackson State,M. M. Roberts Stadium,Conference USA,SWAC,401014978
2018,1,regular,2018-09-01T23:00:00.000Z,Houston Christian,Southwest Baptist,Husky Stadium,Southland,Great Lakes,401030175
2018,1,regular,2018-09-01T23:00:00.000Z,Lamar,Kentucky Christian,Provost Umphrey Stadium,Southland,,401030192
2018,1,regular,2018-09-01T23:00:00.000Z,Tennessee State,Bethune-Cookman,Nissan Stadium,OVC,MEAC,401030286
2018,1,regular,2018-09-01T23:00:00.000Z,Memphis,Mercer,Simmons Bank Liberty Stadium,American Athletic,Southern,401019474
2018,1,regular,2018-09-01T23:00:00.000Z,Louisiana,Grambling,Cajun Field,Sun Belt,SWAC,401021654
2018,1,regular,2018-09-01T23:00:00.000Z,Tulsa,Central Arkansas,Chapman Stadium,American Athletic,Southland,401019476
2018,1,regular,2018-09-01T23:00:00.000Z,Arkansas State,Southeast Missouri State,Centennial Bank Stadium,Sun Belt,OVC,401021652
2018,1,regular,2018-09-01T23:00:00.000Z,Kansas State,South Dakota,Bill Snyder Family Stadium,Big 12,MVFC,401013057
2018,1,regular,2018-09-01T23:00:00.000Z,Kansas,Nicholls,Memorial Stadium,Big 12,Southland,401013048
2018,1,regular,2018-09-01T23:00:00.000Z,South Alabama,Louisiana Tech,Ladd Peebles Stadium,Sun Belt,Conference USA,401014974
2018,1,regular,2018-09-01T23:00:00.000Z,Davidson,Brevard College,Richardson Stadium,Pioneer,USA South,401030366
2018,1,regular,2018-09-01T23:00:00.000Z,UCLA,Cincinnati,Rose Bowl,Pac-12,American Athletic,401012679
2018,1,regular,2018-09-01T23:00:00.000Z,Stetson,Point University,Spec Martin Municipal Stadium,Pioneer,,401030606
2018,1,regular,2018-09-01T23:00:00.000Z,Florida International,Indiana,FIU Stadium,Conference USA,Big Ten,401012851
2018,1,regular,2018-09-01T23:00:00.000Z,Toledo,VMI,Glass Bowl,Mid-American,Southern,401020676
2018,1,regular,2018-09-01T23:00:00.000Z,Morgan State,Towson,Hughes Stadium,MEAC,CAA,401029961
2018,1,regular,2018-09-01T23:30:00.000Z,Illinois State,St. Xavier IL,Hancock Stadium,MVFC,,401030068
2018,1,regular,2018-09-01T23:30:00.000Z,North Texas,SMU,DATCU Stadium,Conference USA,American Athletic,401014976
2018,1,regular,2018-09-01T23:30:00.000Z,Vanderbilt,Middle Tennessee,FirstBank Stadium,SEC,Conference USA,401012259
2018,1,regular,2018-09-01T23:30:00.000Z,UTEP,Northern Arizona,Sun Bowl,Conference USA,Big Sky,401014980
2018,1,regular,2018-09-01T23:30:00.000Z,Notre Dame,Michigan,Notre Dame Stadium,FBS Independents,Big Ten,401012888
2018,1,regular,2018-09-01T23:30:00.000Z,Florida,Charleston Southern,Ben Hill Griffin Stadium,SEC,Big South,401012249
2018,1,regular,2018-09-01T23:30:00.000Z,East Tennessee State,Mars Hill,William B. Greene Jr. Stadium,Southern,South Atlantic,401038410
2018,1,regular,2018-09-01T23:30:00.000Z,Mississippi State,Stephen F. Austin,Davis Wade Stadium,SEC,Southland,401012254
2018,1,regular,2018-09-02T00:00:00.000Z,Baylor,Abilene Christian,McLane Stadium,Big 12,Southland,401013026
2018,1,regular,2018-09-02T00:00:00.000Z,Southern Utah,North Alabama,Eccles Coliseum,Big Sky,FCS Independents,401030430
2018,1,regular,2018-09-02T00:00:00.000Z,Oregon,Bowling Green,Autzen Stadium,Pac-12,Mid-American,401012681
2018,1,regular,2018-09-02T00:00:00.000Z,New Mexico,Incarnate Word,University Stadium (NM),Mountain West,Southland,401022515
2018,1,regular,2018-09-02T00:00:00.000Z,Alabama,Louisville,Camping World Stadium,SEC,ACC,401012246
2018,1,regular,2018-09-02T01:00:00.000Z,Sacramento State,St Francis Illinois,Hornet Stadium,Big Sky,,401030426
2018,1,regular,2018-09-02T01:00:00.000Z,Montana,Northern Iowa,Washington-Grizzly Stadium,Big Sky,MVFC,401030112
2018,1,regular,2018-09-02T02:00:00.000Z,Fresno State,Idaho,Valley Children's Stadium,Mountain West,Big Sky,401022516
2018,1,regular,2018-09-02T02:30:00.000Z,Arizona State,UTSA,Mountain America Stadium,Pac-12,Conference USA,401012677
2018,1,regular,2018-09-02T02:45:00.000Z,Arizona,BYU,Arizona Stadium,Pac-12,FBS Independents,401012676
2018,1,regular,2018-09-02T03:00:00.000Z,Hawai'i,Navy,Aloha Stadium,Mountain West,American Athletic,401019475
2018,1,regular,2018-09-02T16:00:00.000Z,North Carolina Central,Prairie View A&M,Center Parc Stadium,MEAC,SWAC,401021631
2018,1,regular,2018-09-02T19:30:00.000Z,East Carolina,North Carolina A&T,Dowdy-Ficklen Stadium,American Athletic,MEAC,401079833
2018,1,regular,2018-09-02T23:30:00.000Z,LSU,Miami,AT&T Stadium,SEC,ACC,401013095
2018,1,regular,2018-09-04T00:00:00.000Z,Florida State,Virginia Tech,Doak Campbell Stadium,ACC,ACC,401013096
2018,2,regular,2018-09-06T16:00:00.000Z,Missouri State,Lincoln (MO),Plaster Sports Complex,MVFC,Great Lakes,401030106
2018,2,regular,2018-09-06T23:00:00.000Z,Tennessee Tech,Kennesaw State,Tucker Stadium,OVC,Big South,401029994
2018,2,regular,2018-09-07T22:00:00.000Z,Central Connecticut,Lincoln (PA),Arute Field,NEC,CIAA,401030545
2018,2,regular,2018-09-08T00:00:00.000Z,SMU,TCU,Gerald J. Ford Stadium,American Athletic,Big 12,401019477
2018,2,regular,2018-09-08T16:00:00.000Z,Houston,Arizona,TDECU Stadium,American Athletic,Pac-12,401012726
2018,2,regular,2018-09-08T16:00:00.000Z,Kansas State,Mississippi State,Bill Snyder Family Stadium,Big 12,SEC,401012266
2018,2,regular,2018-09-08T16:00:00.000Z,Army,Liberty,Michie Stadium,FBS Independents,FBS Independents,401013367
2018,2,regular,2018-09-08T16:00:00.000Z,Michigan,Western Michigan,Michigan Stadium,Big Ten,Mid-American,401012889
2018,2,regular,2018-09-08T16:00:00.000Z,Wisconsin,New Mexico,Camp Randall Stadium,Big Ten,Mountain West,401013355
2018,2,regular,2018-09-08T16:00:00.000Z,Vanderbilt,Nevada,FirstBank Stadium,SEC,Mountain West,401012271
2018,2,regular,2018-09-08T16:00:00.000Z,Wake Forest,Towson,Allegacy Federal Credit Union Stadium,ACC,CAA,401013108
2018,2,regular,2018-09-08T16:00:00.000Z,Purdue,Eastern Michigan,Ross-Ade Stadium,Big Ten,Mid-American,401013352
2018,2,regular,2018-09-08T16:00:00.000Z,Northwestern,Duke,Ryan Field,Big Ten,ACC,401013098
2018,2,regular,2018-09-08T16:00:00.000Z,St. Francis (PA),Delaware State,DeGol Field,NEC,MEAC,401030497
2018,2,regular,2018-09-08T16:00:00.000Z,South Florida,Georgia Tech,Raymond James Stadium,American Athletic,ACC,401013100
2018,2,regular,2018-09-08T16:00:00.000Z,Robert Morris,Virginia St,Joe Walton Stadium,NEC,CIAA,401030558
2018,2,regular,2018-09-08T16:00:00.000Z,Duquesne,Valparaiso,Arthur J. Rooney Athletic Field,NEC,Pioneer,401030552
2018,2,regular,2018-09-08T16:30:00.000Z,NC State,Georgia State,Carter-Finley Stadium,ACC,Sun Belt,401013104
2018,2,regular,2018-09-08T16:30:00.000Z,Georgetown,Campbell,Cooper Field,Patriot,Big South,401029969
2018,2,regular,2018-09-08T16:30:00.000Z,Lehigh,Villanova,Goodman Stadium,Patriot,CAA,401029965
2018,2,regular,2018-09-08T17:00:00.000Z,Rhode Island,UAlbany,Meade Stadium,CAA,CAA,401029805
2018,2,regular,2018-09-08T17:00:00.000Z,Oklahoma,UCLA,"Memorial Stadium (Norman, OK)",Big 12,Pac-12,401012728
2018,2,regular,2018-09-08T17:00:00.000Z,Boston College,Holy Cross,"Alumni Stadium (Chestnut Hill, MA)",ACC,Patriot,401013097
2018,2,regular,2018-09-08T18:00:00.000Z,Oregon,Portland State,Autzen Stadium,Pac-12,Big Sky,401012731
2018,2,regular,2018-09-08T18:00:00.000Z,Florida Atlantic,Air Force,FAU Stadium,Conference USA,Mountain West,401014983
2018,2,regular,2018-09-08T18:00:00.000Z,Virginia Tech,William & Mary,Lane Stadium,ACC,CAA,401013107
2018,2,regular,2018-09-08T18:00:00.000Z,Southeast Missouri State,Dayton,Houck Stadium,OVC,Pioneer,401030282
2018,2,regular,2018-09-08T19:00:00.000Z,Monmouth,Hampton,Kessler Stadium,Big South,FCS Independents,401030001
2018,2,regular,2018-09-08T19:00:00.000Z,Montana,Drake,Washington-Grizzly Stadium,Big Sky,Pioneer,401030390
2018,2,regular,2018-09-08T19:00:00.000Z,South Dakota,Northern Colorado,DakotaDome,MVFC,Big Sky,401030118
2018,2,regular,2018-09-08T19:00:00.000Z,Bucknell,Sacred Heart,Christy Mathewson-Memorial Stadium,Patriot,NEC,401029880
2018,2,regular,2018-09-08T19:00:00.000Z,Central Michigan,Kansas,Kelly/Shorts Stadium,Mid-American,Big 12,401013049
2018,2,regular,2018-09-08T19:30:00.000Z,Kent State,Howard,Dix Stadium,Mid-American,MEAC,401020677
2018,2,regular,2018-09-08T19:30:00.000Z,Alabama,Arkansas State,Bryant-Denny Stadium,SEC,Sun Belt,401012260
2018,2,regular,2018-09-08T19:30:00.000Z,Notre Dame,Ball State,Notre Dame Stadium,FBS Independents,Mid-American,401013377
2018,2,regular,2018-09-08T19:30:00.000Z,Navy,Memphis,Navy-Marine Corps Memorial Stadium,American Athletic,American Athletic,401019479
2018,2,regular,2018-09-08T19:30:00.000Z,Nebraska,Colorado,"Memorial Stadium (Lincoln, NE)",Big Ten,Pac-12,401012729
2018,2,regular,2018-09-08T19:30:00.000Z,Delaware,Lafayette,Delaware Stadium,CAA,Patriot,401029896
2018,2,regular,2018-09-08T19:30:00.000Z,Temple,Buffalo,Lincoln Financial Field,American Athletic,Mid-American,401019478
2018,2,regular,2018-09-08T19:30:00.000Z,East Carolina,North Carolina,Dowdy-Ficklen Stadium,American Athletic,ACC,401013103
2018,2,regular,2018-09-08T19:30:00.000Z,Ohio State,Rutgers,Ohio Stadium,Big Ten,Big Ten,401012821
2018,2,regular,2018-09-08T19:30:00.000Z,South Carolina,Georgia,Williams-Brice Stadium,SEC,SEC,401012268
2018,2,regular,2018-09-08T19:30:00.000Z,Akron,Morgan State,InfoCision Stadium,Mid-American,MEAC,401020678
2018,2,regular,2018-09-08T19:30:00.000Z,Syracuse,Wagner,JMA Wireless Dome,ACC,NEC,401013106
2018,2,regular,2018-09-08T20:00:00.000Z,Ole Miss,Southern Illinois,Vaught-Hemingway Stadium,SEC,MVFC,401012265
2018,2,regular,2018-09-08T20:00:00.000Z,Tennessee,East Tennessee State,Neyland Stadium,SEC,Southern,401012269
2018,2,regular,2018-09-08T20:00:00.000Z,Bethune-Cookman,Virginia University Of Lynchburg,Municipal Stadium,MEAC,,401030488
2018,2,regular,2018-09-08T20:00:00.000Z,Texas Tech,Lamar,Jones AT&T Stadium,Big 12,Southland,401013322
2018,2,regular,2018-09-08T21:00:00.000Z,Washington,North Dakota,Husky Stadium,Pac-12,FCS Independents,401012733
2018,2,regular,2018-09-08T21:00:00.000Z,Idaho,Western New Mexico,Kibbie Dome,Big Sky,Lone Star,401030019
2018,2,regular,2018-09-08T21:00:00.000Z,Iowa,Iowa State,Kinnick Stadium,Big Ten,Big 12,401012863
2018,2,regular,2018-09-08T22:00:00.000Z,Charlotte,App State,Jerry Richardson Stadium,Conference USA,Sun Belt,401014981
2018,2,regular,2018-09-08T22:00:00.000Z,Bowling Green,Maryland,Doyt L. Perry Stadium,Mid-American,Big Ten,401012873
2018,2,regular,2018-09-08T22:00:00.000Z,Miami,Savannah St,Hard Rock Stadium,ACC,MEAC,401013102
2018,2,regular,2018-09-08T22:00:00.000Z,UCF,South Carolina State,FBC Mortgage Stadium,American Athletic,MEAC,401019481
2018,2,regular,2018-09-08T22:00:00.000Z,Morehead State,Mount St. Joseph,Jayne Stadium,Pioneer,Heartland,401030600
2018,2,regular,2018-09-08T22:00:00.000Z,Georgia Southern,Massachusetts,Allen E. Paulson Stadium,Sun Belt,FBS Independents,401013358
2018,2,regular,2018-09-08T22:00:00.000Z,Mercer,Jacksonville,Five Star Stadium at the Moye Complex,Southern,Pioneer,401030276
2018,2,regular,2018-09-08T22:00:00.000Z,Wofford,VMI,Gibbs Stadium,Southern,Southern,401030258
2018,2,regular,2018-09-08T22:00:00.000Z,The Citadel,Chattanooga,Johnson Hagood Stadium,Southern,Southern,401030249
2018,2,regular,2018-09-08T22:00:00.000Z,North Carolina A&T,Gardner-Webb,Aggie Stadium,MEAC,Big South,401029987
2018,2,regular,2018-09-08T22:00:00.000Z,Stony Brook,Bryant,Kenneth P. LaValle Stadium,CAA,NEC,401029956
2018,2,regular,2018-09-08T22:00:00.000Z,Taylor,Butler,New Turner Stadium,,Pioneer,401030357
2018,2,regular,2018-09-08T22:00:00.000Z,North Carolina Central,St. Augustine's,O'Kelly-Riddick Stadium,MEAC,CIAA,401030528
2018,2,regular,2018-09-08T22:00:00.000Z,Stetson,Waldorf College,Spec Martin Municipal Stadium,Pioneer,,401030607
2018,2,regular,2018-09-08T22:00:00.000Z,Richmond,Fordham,E. Claiborne Robins Stadium,CAA,Patriot,401029951
2018,2,regular,2018-09-08T22:00:00.000Z,New Hampshire,Colgate,Wildcat Stadium,CAA,Patriot,401029930
2018,2,regular,2018-09-08T22:00:00.000Z,Norfolk State,James Madison,"William Dick"""" Price Stadium""""",MEAC,CAA,401029912
2018,2,regular,2018-09-08T22:00:00.000Z,Elon,Furman,Rhodes Stadium,CAA,Southern,401029903
2018,2,regular,2018-09-08T22:00:00.000Z,West Virginia,Youngstown State,Milan Puskar Stadium,Big 12,MVFC,401013326
2018,2,regular,2018-09-08T22:30:00.000Z,Marshall,Eastern Kentucky,Joan C. Edwards Stadium,Conference USA,OVC,401014985
2018,2,regular,2018-09-08T23:00:00.000Z,South Dakota State,Montana State,Dana J. Dykhouse Stadium,MVFC,Big Sky,401030155
2018,2,regular,2018-09-08T23:00:00.000Z,Abilene Christian,Angelo State,Wildcat Stadium (TX),Southland,Lone Star,401030125
2018,2,regular,2018-09-08T23:00:00.000Z,Austin Peay,Presbyterian,Governors Stadium,OVC,Big South,401030005
2018,2,regular,2018-09-08T23:00:00.000Z,Louisville,Indiana State,L&N Federal Credit Union Stadium,ACC,MVFC,401013101
2018,2,regular,2018-09-08T23:00:00.000Z,LSU,SE Louisiana,Tiger Stadium (LA),SEC,Southland,401012264
2018,2,regular,2018-09-08T23:00:00.000Z,Troy,Florida A&M,Veterans Memorial Stadium (AL),Sun Belt,MEAC,401021658
2018,2,regular,2018-09-08T23:00:00.000Z,Middle Tennessee,UT Martin,"Johnny ""Red"" Floyd Stadium",Conference USA,OVC,401014986
2018,2,regular,2018-09-08T23:00:00.000Z,Davidson,Chowan,Richardson Stadium,Pioneer,CIAA,401030367
2018,2,regular,2018-09-08T23:00:00.000Z,Jacksonville State,Mississippi Valley State,AmFirst Stadium,OVC,SWAC,401030242
2018,2,regular,2018-09-08T23:00:00.000Z,Sam Houston,Prairie View A&M,Elliott T. Bowers Stadium,Southland,SWAC,401030225
2018,2,regular,2018-09-08T23:00:00.000Z,Northwestern State,Grambling,Harry Turpin Stadium,Southland,SWAC,401030214
2018,2,regular,2018-09-08T23:00:00.000Z,Houston Christian,McNeese,Husky Stadium,Southland,Southland,401030176
2018,2,regular,2018-09-08T23:00:00.000Z,Central Arkansas,Murray State,Estes Stadium,Southland,OVC,401030163
2018,2,regular,2018-09-08T23:00:00.000Z,Northern Arizona,Eastern Washington,Walkup Skydome,Big Sky,Big Sky,401030410
2018,2,regular,2018-09-08T23:00:00.000Z,Coastal Carolina,UAB,Brooks Stadium (SC),Sun Belt,Conference USA,401014990
2018,2,regular,2018-09-08T23:00:00.000Z,Texas A&M,Clemson,Kyle Field,SEC,ACC,401012270
2018,2,regular,2018-09-08T23:00:00.000Z,Louisiana Tech,Southern,Joe Aillet Stadium,Conference USA,SWAC,401014984
