season,week,season_type,start_date,home_team,away_team,venue,home_conference,away_conference,game_id
2011,1,regular,2011-09-02T00:00:00.000Z,Syracuse,Wake Forest,JMA Wireless Dome,Big East,ACC,312440183
2011,1,regular,2011-09-02T00:00:00.000Z,Wisconsin,UNLV,Camp Randall Stadium,Big Ten,Mountain West,312440275
2011,1,regular,2011-09-02T00:00:00.000Z,Memphis,Mississippi State,Simmons Bank Liberty Stadium,Conference USA,SEC,312440235
2011,1,regular,2011-09-02T00:00:00.000Z,Holy Cross,Massachusetts,Fitton Field,Patriot,CAA,312440107
2011,1,regular,2011-09-02T01:00:00.000Z,Idaho,Bowling Green,Kibbie Dome,Western Athletic,Mid-American,312440070
2011,1,regular,2011-09-02T01:15:00.000Z,Western Kentucky,Kentucky,Nissan Stadium,Sun Belt,SEC,312440098
2011,1,regular,2011-09-02T02:00:00.000Z,Arizona State,UC Davis,Mountain America Stadium,Pac-12,Great West,312440009
2011,1,regular,2011-09-02T23:30:00.000Z,Michigan State,Youngstown State,Spartan Stadium,Big Ten,MVFC,312450127
2011,1,regular,2011-09-02T23:30:00.000Z,Georgia State,Clark Atlanta,Georgia Dome,FCS Independents,,312452247
2011,1,regular,2011-09-03T00:00:00.000Z,Baylor,TCU,Floyd Casey Stadium,Big 12,Mountain West,312450239
2011,1,regular,2011-09-03T16:00:00.000Z,Auburn,Utah State,Jordan-Hare Stadium,SEC,Western Athletic,312460002
2011,1,regular,2011-09-03T16:00:00.000Z,Boston College,Northwestern,"Alumni Stadium (Chestnut Hill, MA)",ACC,Big Ten,312460103
2011,1,regular,2011-09-03T16:00:00.000Z,Purdue,Middle Tennessee,Ross-Ade Stadium,Big Ten,Sun Belt,312462509
2011,1,regular,2011-09-03T16:00:00.000Z,Iowa,Tennessee Tech,Kinnick Stadium,Big Ten,OVC,312462294
2011,1,regular,2011-09-03T16:00:00.000Z,Penn State,Indiana State,Beaver Stadium,Big Ten,MVFC,312460213
2011,1,regular,2011-09-03T16:00:00.000Z,Ohio State,Akron,Ohio Stadium,Big Ten,Mid-American,312460194
2011,1,regular,2011-09-03T16:00:00.000Z,Missouri,Miami (OH),Memorial Stadium,Big 12,Mid-American,312460142
2011,1,regular,2011-09-03T16:00:00.000Z,UConn,Fordham,Pratt & Whitney Stadium,Big East,Patriot,312460041
2011,1,regular,2011-09-03T16:00:00.000Z,Robert Morris,Dayton,Joe Walton Stadium,NEC,Pioneer,312462523
2011,1,regular,2011-09-03T16:00:00.000Z,Central Connecticut,Southern Connecticut State,Arute Field,NEC,,312462115
2011,1,regular,2011-09-03T16:20:00.000Z,Alabama,Kent State,Bryant-Denny Stadium,SEC,Mid-American,312460333
2011,1,regular,2011-09-03T16:30:00.000Z,Virginia Tech,App State,Lane Stadium,ACC,Southern,312460259
2011,1,regular,2011-09-03T17:00:00.000Z,Monmouth,Lehigh,Kessler Field,NEC,Patriot,312462405
2011,1,regular,2011-09-03T17:00:00.000Z,Butler,Albion,Butler Bowl,Pioneer,,312462086
2011,1,regular,2011-09-03T17:00:00.000Z,Wagner,St. Francis (PA),Wagner College Stadium,NEC,NEC,312462681
2011,1,regular,2011-09-03T17:30:00.000Z,VMI,Delaware State,Alumni Memorial Field,Big South,MEAC,312462678
2011,1,regular,2011-09-03T17:30:00.000Z,Tulane,SE Louisiana,Caesars Superdome,Conference USA,Southland,312462655
2011,1,regular,2011-09-03T17:30:00.000Z,Presbyterian,Wofford,Bailey Memorial Stadium,Big South,Southern,312462506
2011,1,regular,2011-09-03T18:00:00.000Z,Air Force,South Dakota,Falcon Stadium,Mountain West,Great West,312462005
2011,1,regular,2011-09-03T18:00:00.000Z,UTSA,Northeastern State,Alamodome,FCS Independents,,312462636
2011,1,regular,2011-09-03T18:30:00.000Z,Jackson State,Concordia (AL),Mississippi Veterans Memorial Stadium,SWAC,,312462296
2011,1,regular,2011-09-03T19:30:00.000Z,Houston,UCLA,Robertson Stadium,Conference USA,Pac-12,312460248
2011,1,regular,2011-09-03T19:30:00.000Z,Illinois,Arkansas State,"Memorial Stadium (Champaign, IL)",Big Ten,Sun Belt,312460356
2011,1,regular,2011-09-03T19:30:00.000Z,Michigan,Western Michigan,Michigan Stadium,Big Ten,Mid-American,312460130
2011,1,regular,2011-09-03T19:30:00.000Z,Clemson,Troy,"Memorial Stadium (Clemson, SC)",ACC,Sun Belt,312460228
2011,1,regular,2011-09-03T19:30:00.000Z,Nebraska,Chattanooga,"Memorial Stadium (Lincoln, NE)",Big Ten,Southern,312460158
2011,1,regular,2011-09-03T19:30:00.000Z,North Carolina,James Madison,Kenan Stadium,ACC,CAA,312460153
2011,1,regular,2011-09-03T19:30:00.000Z,USC,Minnesota,Los Angeles Memorial Coliseum,Pac-12,Big Ten,312460030
2011,1,regular,2011-09-03T19:30:00.000Z,Navy,Delaware,Navy-Marine Corps Memorial Stadium,FBS Independents,CAA,312462426
2011,1,regular,2011-09-03T19:30:00.000Z,Notre Dame,South Florida,Notre Dame Stadium,FBS Independents,Big East,312460087
2011,1,regular,2011-09-03T19:30:00.000Z,Florida State,UL Monroe,Doak Campbell Stadium,ACC,Sun Belt,312460052
2011,1,regular,2011-09-03T19:35:00.000Z,Northern Colorado,Lindenwood,Nottingham Field,Big Sky,,312462458
2011,1,regular,2011-09-03T20:00:00.000Z,Oregon State,Sacramento State,Reser Stadium,Pac-12,Big Sky,312460204
2011,1,regular,2011-09-03T20:00:00.000Z,North Carolina A&T,Virginia University Of Lynchburg,Aggie Stadium,MEAC,,312462448
2011,1,regular,2011-09-03T20:05:00.000Z,Portland State,Southern Oregon,,Big Sky,,312462502
2011,1,regular,2011-09-03T20:45:00.000Z,Ole Miss,BYU,Vaught-Hemingway Stadium,SEC,FBS Independents,312460145
2011,1,regular,2011-09-03T21:00:00.000Z,Maine,Bryant,Alfond Stadium,CAA,NEC,312460311
2011,1,regular,2011-09-03T21:00:00.000Z,Washington State,Idaho State,Gesa Field,Pac-12,Big Sky,312460265
2011,1,regular,2011-09-03T21:00:00.000Z,Albany State GA,Savannah St,,,MEAC,312462013
2011,1,regular,2011-09-03T21:00:00.000Z,Stanford,San José State,Stanford Stadium,Pac-12,Western Athletic,312460024
2011,1,regular,2011-09-03T21:00:00.000Z,Hampton,Alabama A&M,Armstrong Stadium,MEAC,SWAC,312462261
2011,1,regular,2011-09-03T22:00:00.000Z,Colgate,UAlbany,Andy Kerr Stadium,Patriot,NEC,312462142
2011,1,regular,2011-09-03T22:00:00.000Z,Virginia,William & Mary,Scott Stadium,ACC,CAA,312460258
2011,1,regular,2011-09-03T22:00:00.000Z,Mississippi Valley State,Alabama State,Rice-Totten Field,SWAC,SWAC,312462400
2011,1,regular,2011-09-03T22:00:00.000Z,Arkansas-Pine Bluff,Langston University,,SWAC,,312462029
2011,1,regular,2011-09-03T22:00:00.000Z,Tennessee,Montana,Neyland Stadium,SEC,Big Sky,312462633
2011,1,regular,2011-09-03T22:00:00.000Z,Florida A&M,Fort Valley State,Bragg Memorial Stadium,MEAC,,312460050
2011,1,regular,2011-09-03T22:00:00.000Z,Georgetown,Davidson,Cooper Field,Patriot,Pioneer,312460046
2011,1,regular,2011-09-03T22:00:00.000Z,Bucknell,Duquesne,Christy Mathewson-Memorial Stadium,Patriot,NEC,312462083
2011,1,regular,2011-09-03T22:00:00.000Z,New Mexico,Colorado State,University Stadium (NM),Mountain West,Mountain West,312460167
2011,1,regular,2011-09-03T22:00:00.000Z,NC State,Liberty,Carter-Finley Stadium,ACC,Big South,312460152
2011,1,regular,2011-09-03T22:00:00.000Z,Pittsburgh,Buffalo,Acrisure Stadium,Big East,Mid-American,312460221
2011,1,regular,2011-09-03T22:00:00.000Z,Coastal Carolina,Furman,Brooks Stadium (SC),Big South,Southern,312460324
2011,1,regular,2011-09-03T22:00:00.000Z,Gardner-Webb,Brevard College,Ernest W. Spangler Stadium,Big South,,312462241
2011,1,regular,2011-09-03T22:00:00.000Z,Norfolk State,Virginia St,"William Dick"""" Price Stadium""""",MEAC,,312462450
2011,1,regular,2011-09-03T22:00:00.000Z,The Citadel,Jacksonville,Johnson Hagood Stadium,Southern,Pioneer,312462643
2011,1,regular,2011-09-03T22:00:00.000Z,Old Dominion,Campbell,S.B. Ballard Stadium,CAA,Pioneer,312460295
2011,1,regular,2011-09-03T23:00:00.000Z,Sacred Heart,Marist,Campus Field,NEC,Pioneer,312462529
2011,1,regular,2011-09-03T23:00:00.000Z,Samford,Georgia Southern,Seibert Stadium,Southern,Southern,312462535
2011,1,regular,2011-09-03T23:00:00.000Z,Arkansas,Missouri State,Razorback Stadium,SEC,MVFC,312460008
2011,1,regular,2011-09-03T23:00:00.000Z,Valparaiso,Franklin,Brown Field,Pioneer,,312462674
2011,1,regular,2011-09-03T23:00:00.000Z,Towson,Morgan State,Johnny Unitas Stadium,CAA,MEAC,312460119
2011,1,regular,2011-09-03T23:00:00.000Z,Florida,Florida Atlantic,Ben Hill Griffin Stadium,SEC,Sun Belt,312460057
2011,1,regular,2011-09-03T23:00:00.000Z,South Dakota State,Southern Utah,Coughlin-Alumni Stadium,MVFC,Great West,312462571
2011,1,regular,2011-09-03T23:00:00.000Z,Alcorn State,Grambling,Jack Spinks Stadium,SWAC,SWAC,312462016
2011,1,regular,2011-09-03T23:00:00.000Z,North Dakota State,Lafayette,Fargodome,MVFC,Patriot,312462449
2011,1,regular,2011-09-03T23:00:00.000Z,Tennessee State,Southern,Nissan Stadium,OVC,SWAC,312462634
2011,1,regular,2011-09-03T23:00:00.000Z,Southeast Missouri State,Southern Illinois,Houck Stadium,OVC,MVFC,312462546
2011,1,regular,2011-09-03T23:00:00.000Z,Oklahoma State,Louisiana,Boone Pickens Stadium,Big 12,Sun Belt,312460197
2011,1,regular,2011-09-03T23:00:00.000Z,Kansas,McNeese,Memorial Stadium,Big 12,Southland,312462305
2011,1,regular,2011-09-03T23:00:00.000Z,UCF,Charleston Southern,FBC Mortgage Stadium,Conference USA,Big South,312462116
2011,1,regular,2011-09-03T23:00:00.000Z,Duke,Richmond,Wallace Wade Stadium,ACC,CAA,312460150
2011,1,regular,2011-09-03T23:00:00.000Z,Iowa State,Northern Iowa,Jack Trice Stadium,Big 12,MVFC,312460066
2011,1,regular,2011-09-03T23:00:00.000Z,Washington,Eastern Washington,Husky Stadium,Pac-12,Big Sky,312460264
2011,1,regular,2011-09-03T23:00:00.000Z,Ball State,Indiana,,Mid-American,Big Ten,312462050
2011,1,regular,2011-09-03T23:00:00.000Z,California,Fresno State,,Pac-12,Western Athletic,312460025
2011,1,regular,2011-09-03T23:00:00.000Z,Texas Tech,Texas State,Jones AT&T Stadium,Big 12,FCS Independents,312462641
2011,1,regular,2011-09-03T23:00:00.000Z,Northern Illinois,Army,Huskie Stadium,Mid-American,FBS Independents,312462459
2011,1,regular,2011-09-03T23:00:00.000Z,South Carolina,East Carolina,,SEC,Conference USA,312462579
2011,1,regular,2011-09-03T23:00:00.000Z,Cincinnati,Austin Peay,Nippert Stadium,Big East,OVC,312462132
2011,1,regular,2011-09-03T23:00:00.000Z,Kansas State,Eastern Kentucky,Bill Snyder Family Stadium,Big 12,OVC,312462306
2011,1,regular,2011-09-03T23:30:00.000Z,Vanderbilt,Elon,FirstBank Stadium,SEC,Southern,312460238
2011,1,regular,2011-09-04T00:00:00.000Z,LSU,Oregon,,SEC,Pac-12,312460099
2011,1,regular,2011-09-04T00:00:00.000Z,Texas,Rice,DKR-Texas Memorial Stadium,Big 12,Conference USA,312460251
2011,1,regular,2011-09-04T00:00:00.000Z,Georgia,Boise State,Georgia Dome,SEC,Mountain West,312460061
2011,1,regular,2011-09-04T00:00:00.000Z,Oklahoma,Tulsa,"Memorial Stadium (Norman, OK)",Big 12,Conference USA,312460201
2011,1,regular,2011-09-04T00:00:00.000Z,New Mexico State,Ohio,Aggie Memorial Stadium,Western Athletic,Mid-American,312460166
2011,1,regular,2011-09-04T00:30:00.000Z,Lamar,Texas College,,Southland,,312462320
2011,1,regular,2011-09-04T01:00:00.000Z,Wyoming,Weber State,War Memorial Stadium,Mountain West,Big Sky,312462751
2011,1,regular,2011-09-04T01:00:00.000Z,UTEP,Stony Brook,Sun Bowl,Conference USA,Big South,312462638
2011,1,regular,2011-09-04T01:00:00.000Z,Azusa Pacific,San Diego,,,Pioneer,312462049
2011,1,regular,2011-09-04T02:00:00.000Z,Southern Miss,Louisiana Tech,M. M. Roberts Stadium,Conference USA,Western Athletic,312462572
2011,1,regular,2011-09-04T02:00:00.000Z,Arizona,Northern Arizona,Arizona Stadium,Pac-12,Big Sky,312460012
2011,1,regular,2011-09-04T02:00:00.000Z,San Diego State,Cal Poly,Qualcomm Stadium,Mountain West,Great West,312460021
2011,1,regular,2011-09-04T02:15:00.000Z,Hawai'i,Colorado,Aloha Stadium,Western Athletic,Pac-12,312460062
2011,1,regular,2011-09-04T16:00:00.000Z,Eastern Michigan,Howard,Rynearson Stadium,Mid-American,MEAC,312472199
2011,1,regular,2011-09-04T16:00:00.000Z,Bethune-Cookman,Prairie View A&M,Municipal Stadium,MEAC,SWAC,312472065
2011,1,regular,2011-09-04T19:30:00.000Z,West Virginia,Marshall,Milan Puskar Stadium,Big East,Conference USA,312470277
2011,1,regular,2011-09-04T23:30:00.000Z,Texas A&M,SMU,Kyle Field,Big 12,Conference USA,312470245
2011,1,regular,2011-09-06T00:00:00.000Z,Maryland,Miami,SECU Stadium,ACC,ACC,312480120
2011,2,regular,2011-09-08T23:30:00.000Z,Hampton,Florida A&M,Armstrong Stadium,MEAC,MEAC,312512261
2011,2,regular,2011-09-09T00:00:00.000Z,Tennessee Tech,Maryville College (TN),Tucker Stadium,OVC,,312512635
2011,2,regular,2011-09-09T00:00:00.000Z,Oklahoma State,Arizona,Boone Pickens Stadium,Big 12,Pac-12,312510197
2011,2,regular,2011-09-09T23:00:00.000Z,Louisville,Florida International,L&N Federal Credit Union Stadium,Big East,Sun Belt,312520097
2011,2,regular,2011-09-10T02:30:00.000Z,Arizona State,Missouri,Mountain America Stadium,Pac-12,Big 12,312520009
2011,2,regular,2011-09-10T16:00:00.000Z,Army,San Diego State,Michie Stadium,FBS Independents,Mountain West,312530349
2011,2,regular,2011-09-10T16:00:00.000Z,Ohio State,Toledo,Ohio Stadium,Big Ten,Mid-American,312530194
2011,2,regular,2011-09-10T16:00:00.000Z,North Carolina Central,Central State (OH),,MEAC,,312532428
2011,2,regular,2011-09-10T16:00:00.000Z,Wisconsin,Oregon State,Camp Randall Stadium,Big Ten,Pac-12,312530275
2011,2,regular,2011-09-10T16:00:00.000Z,Illinois,South Dakota State,"Memorial Stadium (Champaign, IL)",Big Ten,MVFC,312530356
2011,2,regular,2011-09-10T16:00:00.000Z,Georgia State,Old Dominion,Georgia Dome,FCS Independents,CAA,312532247
2011,2,regular,2011-09-10T16:00:00.000Z,Iowa State,Iowa,Jack Trice Stadium,Big 12,Big Ten,312530066
2011,2,regular,2011-09-10T16:00:00.000Z,Michigan State,Florida Atlantic,Spartan Stadium,Big Ten,Sun Belt,312530127
2011,2,regular,2011-09-10T16:00:00.000Z,Kentucky,Central Michigan,Kroger Field,SEC,Mid-American,312530096
2011,2,regular,2011-09-10T16:21:00.000Z,Auburn,Mississippi State,Jordan-Hare Stadium,SEC,SEC,312530002
2011,2,regular,2011-09-10T16:30:00.000Z,North Carolina,Rutgers,Kenan Stadium,ACC,Big East,312530153
2011,2,regular,2011-09-10T16:30:00.000Z,Lehigh,New Hampshire,Goodman Stadium,Patriot,CAA,312532329
2011,2,regular,2011-09-10T17:00:00.000Z,Dayton,Duquesne,Welcome Stadium,Pioneer,NEC,312532168
2011,2,regular,2011-09-10T17:00:00.000Z,Bryant,American International,Bulldog Stadium,NEC,,312532803
2011,2,regular,2011-09-10T17:00:00.000Z,Campbell,Apprentice School,Barker-Lane Stadium,Pioneer,,312532097
2011,2,regular,2011-09-10T17:00:00.000Z,Holy Cross,Colgate,Fitton Field,Patriot,Patriot,312530107
2011,2,regular,2011-09-10T17:00:00.000Z,Pittsburgh,Maine,Acrisure Stadium,Big East,CAA,312530221
2011,2,regular,2011-09-10T17:00:00.000Z,West Virginia,Norfolk State,Milan Puskar Stadium,Big East,MEAC,312530277
2011,2,regular,2011-09-10T17:00:00.000Z,Eastern Michigan,Alabama State,Rynearson Stadium,Mid-American,SWAC,312532199
2011,2,regular,2011-09-10T17:30:00.000Z,Presbyterian,North Greenville,Bailey Memorial Stadium,Big South,,312532506
2011,2,regular,2011-09-10T17:30:00.000Z,VMI,William & Mary,Alumni Memorial Field,Big South,CAA,312532678
2011,2,regular,2011-09-10T18:00:00.000Z,Colorado State,Northern Colorado,Sonny Lubick Field at Hughes Stadium,Mountain West,Big Sky,312530036
2011,2,regular,2011-09-10T18:00:00.000Z,UTSA,McMurry,Alamodome,FCS Independents,,312532636
2011,2,regular,2011-09-10T18:00:00.000Z,Indiana State,Butler,Memorial Stadium,MVFC,Pioneer,312530282
2011,2,regular,2011-09-10T19:05:00.000Z,Montana State,UC Davis,Bobcat Stadium,Big Sky,Great West,312530147
2011,2,regular,2011-09-10T19:05:00.000Z,Southern Utah,Sacramento State,Eccles Coliseum,Great West,Big Sky,312530253
2011,2,regular,2011-09-10T19:05:00.000Z,Montana,Cal Poly,Washington-Grizzly Stadium,Big Sky,Great West,312530149
2011,2,regular,2011-09-10T19:30:00.000Z,Penn State,Alabama,Beaver Stadium,Big Ten,SEC,312530213
2011,2,regular,2011-09-10T19:30:00.000Z,Tennessee,Cincinnati,Neyland Stadium,SEC,Big East,312532633
2011,2,regular,2011-09-10T19:30:00.000Z,Minnesota,New Mexico State,Huntington Bank Stadium,Big Ten,Western Athletic,312530135
2011,2,regular,2011-09-10T19:30:00.000Z,Clemson,Wofford,"Memorial Stadium (Clemson, SC)",ACC,Southern,312530228
2011,2,regular,2011-09-10T19:30:00.000Z,Air Force,TCU,Falcon Stadium,Mountain West,Mountain West,312532005
2011,2,regular,2011-09-10T19:30:00.000Z,App State,North Carolina A&T,Kidd Brewer Stadium,Southern,MEAC,312532026
2011,2,regular,2011-09-10T19:30:00.000Z,Morehouse College,Howard,,,MEAC,312530060
2011,2,regular,2011-09-10T19:30:00.000Z,East Carolina,Virginia Tech,Dowdy-Ficklen Stadium,Conference USA,ACC,312530151
2011,2,regular,2011-09-10T19:30:00.000Z,Wake Forest,NC State,Allegacy Federal Credit Union Stadium,ACC,ACC,312530154
2011,2,regular,2011-09-10T19:30:00.000Z,Tulane,Tulsa,Caesars Superdome,Conference USA,Conference USA,312532655
2011,2,regular,2011-09-10T19:30:00.000Z,Washington,Hawai'i,Husky Stadium,Pac-12,Western Athletic,312530264
2011,2,regular,2011-09-10T19:30:00.000Z,Rice,Purdue,Rice Stadium,Conference USA,Big Ten,312530242
2011,2,regular,2011-09-10T19:30:00.000Z,Marshall,Southern Miss,Joan C. Edwards Stadium,Conference USA,Conference USA,312530276
2011,2,regular,2011-09-10T19:30:00.000Z,Oregon,Nevada,Autzen Stadium,Pac-12,Western Athletic,312532483
2011,2,regular,2011-09-10T19:30:00.000Z,Colorado,California,Folsom Field,Pac-12,Pac-12,312530038
2011,2,regular,2011-09-10T19:30:00.000Z,Duke,Stanford,Wallace Wade Stadium,ACC,Pac-12,312530150
2011,2,regular,2011-09-10T19:30:00.000Z,Northwestern,Eastern Illinois,Ryan Field,Big Ten,OVC,312530077
2011,2,regular,2011-09-10T20:00:00.000Z,Youngstown State,Valparaiso,Stambaugh Stadium,MVFC,Pioneer,312532754
2011,2,regular,2011-09-10T20:00:00.000Z,Bethune-Cookman,South Carolina State,Municipal Stadium,MEAC,MEAC,312532065
2011,2,regular,2011-09-10T20:00:00.000Z,Western Illinois,Jacksonville,Hanson Field,MVFC,Pioneer,312532710
2011,2,regular,2011-09-10T20:30:00.000Z,Syracuse,Rhode Island,JMA Wireless Dome,Big East,CAA,312530183
2011,2,regular,2011-09-10T20:30:00.000Z,Georgia,South Carolina,Sanford Stadium,SEC,SEC,312530061
2011,2,regular,2011-09-10T21:00:00.000Z,South Alabama,Lamar,Ladd Peebles Stadium,,Southland,312530006
2011,2,regular,2011-09-10T21:00:00.000Z,South Dakota,Eastern Washington,DakotaDome,Great West,Big Sky,312530233
2011,2,regular,2011-09-10T21:00:00.000Z,Idaho,North Dakota,Kibbie Dome,Western Athletic,Great West,312530070
2011,2,regular,2011-09-10T21:00:00.000Z,Mississippi Valley State,Murray State,Rice-Totten Field,SWAC,OVC,312532400
2011,2,regular,2011-09-10T21:00:00.000Z,Washington State,UNLV,Gesa Field,Pac-12,Mountain West,312530265
2011,2,regular,2011-09-10T22:00:00.000Z,James Madison,Central Connecticut,Bridgeforth Stadium,CAA,NEC,312530256
2011,2,regular,2011-09-10T22:00:00.000Z,Coastal Carolina,Catawba,Brooks Stadium (SC),Big South,,312530324
2011,2,regular,2011-09-10T22:00:00.000Z,Buffalo,Stony Brook,UB Stadium,Mid-American,Big South,312532084
2011,2,regular,2011-09-10T22:00:00.000Z,Eastern Kentucky,Missouri State,Roy Kidd Stadium,OVC,MVFC,312532198
2011,2,regular,2011-09-10T22:00:00.000Z,Richmond,Wagner,E. Claiborne Robins Stadium,CAA,NEC,312530257
2011,2,regular,2011-09-10T22:00:00.000Z,Akron,Temple,InfoCision Stadium,Mid-American,Mid-American,312532006
2011,2,regular,2011-09-10T22:00:00.000Z,Wyoming,Texas State,War Memorial Stadium,Mountain West,FCS Independents,312532751
2011,2,regular,2011-09-10T22:00:00.000Z,Chattanooga,Jacksonville State,Finley Stadium,Southern,OVC,312530236
2011,2,regular,2011-09-10T22:00:00.000Z,Georgetown,Lafayette,Cooper Field,Patriot,Patriot,312530046
2011,2,regular,2011-09-10T22:00:00.000Z,Ole Miss,Southern Illinois,Vaught-Hemingway Stadium,SEC,MVFC,312530145
2011,2,regular,2011-09-10T22:00:00.000Z,Western Carolina,Mars Hill,E. J. Whitmire Stadium,Southern,,312532717
2011,2,regular,2011-09-10T22:00:00.000Z,The Citadel,Furman,Johnson Hagood Stadium,Southern,Southern,312532643
2011,2,regular,2011-09-10T22:00:00.000Z,Delaware,West Chester,Delaware Stadium,CAA,,312530048
2011,2,regular,2011-09-10T22:00:00.000Z,Idaho State,Western Colorado,Holt Arena,Big Sky,,312530304
2011,2,regular,2011-09-10T22:00:00.000Z,Delaware State,Shaw,Alumni Stadium,MEAC,,312532169
2011,2,regular,2011-09-10T22:00:00.000Z,Georgia Southern,Greeneville,Allen E. Paulson Stadium,Southern,,312530290
2011,2,regular,2011-09-10T22:00:00.000Z,Florida State,Charleston Southern,Doak Campbell Stadium,ACC,Big South,312530052
2011,2,regular,2011-09-10T22:00:00.000Z,Bucknell,Marist,Christy Mathewson-Memorial Stadium,Patriot,Pioneer,312532083
2011,2,regular,2011-09-10T22:05:00.000Z,Northern Arizona,Fort Lewis,Walkup Skydome,Big Sky,,312532464
2011,2,regular,2011-09-10T23:00:00.000Z,Middle Tennessee,Georgia Tech,"Johnny ""Red"" Floyd Stadium",Sun Belt,ACC,312532393
2011,2,regular,2011-09-10T23:00:00.000Z,Elon,Concord University,Rhodes Stadium,Southern,,312532210
2011,2,regular,2011-09-10T23:00:00.000Z,Kansas,Northern Illinois,Memorial Stadium,Big 12,Mid-American,312532305
2011,2,regular,2011-09-10T23:00:00.000Z,North Dakota State,St. Francis (PA),Fargodome,MVFC,NEC,312532449
2011,2,regular,2011-09-10T23:00:00.000Z,Drake,Des Moines,Drake Stadium,Pioneer,,312532181
2011,2,regular,2011-09-10T23:00:00.000Z,Davidson,Lenoir-Rhyne,Richardson Stadium,Pioneer,,312532166
2011,2,regular,2011-09-10T23:00:00.000Z,Bowling Green,Morgan State,Doyt L. Perry Stadium,Mid-American,MEAC,312530189
2011,2,regular,2011-09-10T23:00:00.000Z,Samford,Stillman,Seibert Stadium,Southern,,312532535
2011,2,regular,2011-09-10T23:00:00.000Z,Arkansas State,Memphis,Centennial Bank Stadium,Sun Belt,Conference USA,312532032
2011,2,regular,2011-09-10T23:00:00.000Z,Southern,Alabama A&M,Ace W. Mumford Stadium,SWAC,SWAC,312532582
2011,2,regular,2011-09-10T23:00:00.000Z,Louisiana Tech,Central Arkansas,Joe Aillet Stadium,Western Athletic,Southland,312532348
2011,2,regular,2011-09-10T23:00:00.000Z,UL Monroe,Grambling,Malone Stadium,Sun Belt,SWAC,312532433
2011,2,regular,2011-09-10T23:00:00.000Z,Stephen F. Austin,Northern Iowa,Homer Bryce Stadium,Southland,MVFC,312532617
2011,2,regular,2011-09-10T23:00:00.000Z,Liberty,Robert Morris,Williams Stadium (VA),Big South,NEC,312532335
2011,2,regular,2011-09-10T23:00:00.000Z,Jackson State,Tennessee State,Mississippi Veterans Memorial Stadium,SWAC,OVC,312532296
2011,2,regular,2011-09-10T23:00:00.000Z,North Texas,Houston,DATCU Stadium,Sun Belt,Conference USA,312530249
2011,2,regular,2011-09-10T23:00:00.000Z,Florida,UAB,Ben Hill Griffin Stadium,SEC,Conference USA,312530057
2011,2,regular,2011-09-10T23:00:00.000Z,South Florida,Ball State,Raymond James Stadium,Big East,Mid-American,312530058
2011,2,regular,2011-09-10T23:00:00.000Z,Texas,BYU,DKR-Texas Memorial Stadium,Big 12,FBS Independents,312530251
2011,2,regular,2011-09-10T23:00:00.000Z,SMU,UTEP,Gerald J. Ford Stadium,Conference USA,Conference USA,312532567
2011,2,regular,2011-09-10T23:00:00.000Z,Towson,Villanova,Johnny Unitas Stadium,CAA,CAA,312530119
2011,2,regular,2011-09-10T23:00:00.000Z,Kent State,Louisiana,Dix Stadium,Mid-American,Sun Belt,312532309
