season,week,home_team,home_id,home_conference,home_points,home_pregame_elo,home_postgame_elo,away_team,away_id,away_conference,away_points,away_pregame_elo,away_postgame_elo,conference_game,margin
2012,13,Toledo,2649,Mid-American,35,1546.0,1526.0,Akron,2006,Mid-American,23,946.0,966.0,1,12
2012,13,Alabama State,2011,SWAC,25,,,Tuskegee,2657,,27,,,0,-2
2012,13,Texas,251,Big 12,13,1716.0,1703.0,TCU,2628,Big 12,20,1712.0,1725.0,1,-7
2012,13,Temple,218,Big East,20,1447.0,1418.0,Syracuse,183,Big East,38,1592.0,1621.0,1,-18
2012,13,Kent State,2309,Mid-American,28,1490.0,1534.0,Ohio,195,Mid-American,6,1409.0,1365.0,1,22
2012,13,Iowa,2294,Big Ten,7,1485.0,1494.0,Nebraska,158,Big Ten,13,1772.0,1763.0,1,-6
2012,13,Eastern Michigan,2199,Mid-American,7,1120.0,1083.0,Northern Illinois,2459,Mid-American,49,1818.0,1855.0,1,-42
2012,13,Miami (OH),193,Mid-American,24,1153.0,1162.0,Ball State,2050,Mid-American,31,1451.0,1442.0,1,-7
2012,13,East Carolina,151,Conference USA,65,1379.0,1384.0,Marshall,276,Conference USA,59,1340.0,1335.0,1,6
2012,13,Bowling Green,189,Mid-American,21,1417.0,1427.0,Buffalo,2084,Mid-American,7,1199.0,1189.0,1,14
2012,13,Arkansas,8,SEC,13,1541.0,1561.0,LSU,99,SEC,20,2015.0,1995.0,1,-7
2012,13,Colorado,38,Pac-12,35,933.0,961.0,Utah,254,Pac-12,42,1541.0,1513.0,1,-7
2012,13,Massachusetts,113,Mid-American,21,903.0,885.0,Central Michigan,2117,Mid-American,42,1235.0,1253.0,1,-21
2012,13,Iowa State,66,Big 12,24,1570.0,1556.0,West Virginia,277,Big 12,31,1565.0,1579.0,1,-7
2012,13,Washington State,265,Pac-12,31,1212.0,1217.0,Washington,264,Pac-12,28,1516.0,1511.0,1,3
2012,13,Cincinnati,2132,Big East,27,1723.0,1735.0,South Florida,58,Big East,10,1448.0,1436.0,1,17
2012,13,Arizona,12,Pac-12,34,1467.0,1472.0,Arizona State,9,Pac-12,41,1713.0,1708.0,1,-7
2012,13,Purdue,2509,Big Ten,56,1383.0,1426.0,Indiana,84,Big Ten,35,1318.0,1275.0,1,21
2012,13,Georgia,61,SEC,42,1952.0,2001.0,Georgia Tech,59,ACC,10,1632.0,1583.0,0,32
2012,13,Louisville,97,Big East,20,1609.0,1595.0,UConn,41,Big East,23,1454.0,1468.0,1,-3
2012,13,Ohio State,194,Big Ten,26,1858.0,1864.0,Michigan,130,Big Ten,21,1875.0,1869.0,1,5
2012,13,Pittsburgh,221,Big East,27,1593.0,1651.0,Rutgers,164,Big East,6,1670.0,1612.0,1,21
2012,13,SMU,2567,Conference USA,35,1446.0,1475.0,Tulsa,202,Conference USA,27,1697.0,1668.0,1,8
2012,13,Wagner,2681,NEC,31,,,Colgate,2142,Patriot,20,,,0,11
2012,13,UCF,2116,Conference USA,49,1718.0,1714.0,UAB,5,Conference USA,24,1048.0,1052.0,1,25
2012,13,Virginia Tech,259,ACC,17,1594.0,1592.0,Virginia,258,ACC,14,1380.0,1382.0,1,3
2012,13,Northwestern,77,Big Ten,50,1590.0,1647.0,Illinois,356,Big Ten,14,1236.0,1179.0,1,36
2012,13,Tennessee,2633,SEC,37,1514.0,1529.0,Kentucky,96,SEC,17,1186.0,1171.0,1,20
2012,13,Duke,150,ACC,45,1325.0,1335.0,Miami,2390,ACC,52,1638.0,1628.0,1,-7
2012,13,Western Kentucky,98,Sun Belt,25,1431.0,1426.0,North Texas,249,Sun Belt,24,1246.0,1251.0,1,1
2012,13,Bethune-Cookman,2065,MEAC,14,,,Coastal Carolina,324,Big South,24,,,0,-10
2012,13,UTSA,2636,Western Athletic,38,1270.0,1277.0,Texas State,326,Western Athletic,31,1225.0,1218.0,1,7
2012,13,Texas Tech,2641,Big 12,45,1542.0,1547.0,Baylor,239,Big 12,52,1735.0,1730.0,1,-7
2012,13,Southern,2582,SWAC,38,,,Grambling,2755,SWAC,33,,,1,5
2012,13,Stony Brook,2619,Big South,20,,,Villanova,222,CAA,10,,,0,10
2012,13,Utah State,328,Western Athletic,45,1683.0,1695.0,Idaho,70,Western Athletic,9,913.0,901.0,1,36
2012,13,North Carolina,153,ACC,45,1717.0,1707.0,Maryland,120,ACC,38,1349.0,1359.0,1,7
2012,13,NC State,152,ACC,27,1546.0,1565.0,Boston College,103,ACC,10,1343.0,1324.0,1,17
2012,13,Oregon State,204,Pac-12,24,1762.0,1739.0,Oregon,2483,Pac-12,48,2128.0,2151.0,1,-24
2012,13,South Dakota State,2571,MVFC,58,,,Eastern Illinois,2197,OVC,10,,,0,48
2012,13,Alabama,333,SEC,49,2183.0,2227.0,Auburn,2,SEC,0,1386.0,1342.0,1,49
2012,13,Oklahoma,201,Big 12,51,1930.0,1932.0,Oklahoma State,197,Big 12,48,1977.0,1975.0,1,3
