game_id,season,week,neutral_site,conference_game,attendance,home_team,home_team_id,home_conference,home_points,away_team,away_team_id,away_conference,away_points
400795501,2015,1,False,False,,Montana,149,Big Sky,38,North Dakota State,2449,MVFC,35
400603840,2015,1,True,False,51664.0,South Carolina,2579,SEC,17,North Carolina,153,ACC,13
400763593,2015,1,False,False,39184.0,UCF,2116,American Athletic,14,Florida International,2229,Conference USA,15
400795765,2015,1,False,False,,Eastern Kentucky,2198,OVC,52,Valparaiso,2674,Pioneer,10
400787299,2015,1,False,False,10473.0,Ball State,2050,Mid-American,48,VMI,2678,Southern,36
400763399,2015,1,False,False,19717.0,Central Michigan,2117,Mid-American,13,Oklahoma State,197,Big 12,24
400756896,2015,1,False,False,27126.0,Wake Forest,154,ACC,41,Elon,2210,CAA,3
400799924,2015,1,False,True,,Northwestern State,2466,Southland,20,SE Louisiana,2545,Southland,34
400799035,2015,1,False,False,,Samford,2535,Southern,45,Central Arkansas,2110,Southland,16
400795494,2015,1,False,False,,Western Illinois,2710,MVFC,33,Eastern Illinois,2197,OVC,5
400799864,2015,1,False,False,,Campbell,2097,Pioneer,41,Pikeville,95,,20
400795766,2015,1,False,False,,Murray State,93,OVC,52,Kentucky Wesleyan,2316,Independent DII,12
400795587,2015,1,False,False,,Charleston Southern,2127,Big South,41,North Greenville,2822,Independent DII,14
400764854,2015,1,False,False,26113.0,UConn,41,American Athletic,20,Villanova,222,CAA,15
400795577,2015,1,True,False,,East Tennessee State,2193,FCS Independents,16,Kennesaw State,338,Big South,56
400756895,2015,1,False,False,49196.0,Georgia Tech,59,ACC,69,Alcorn State,2016,SWAC,6
400603839,2015,1,False,False,30307.0,Vanderbilt,238,SEC,12,Western Kentucky,98,Conference USA,14
400756883,2015,1,False,False,47825.0,Utah,254,Pac-12,24,Michigan,130,Big Ten,17
400787302,2015,1,False,False,11587.0,Idaho,70,Sun Belt,28,Ohio,195,Mid-American,45
400763398,2015,1,False,False,54147.0,Minnesota,135,Big Ten,17,TCU,2628,Big 12,23
400787110,2015,1,False,False,21209.0,Utah State,328,Mountain West,12,Southern Utah,253,Big Sky,9
400795502,2015,1,False,False,,Montana State,147,Big Sky,45,Fort Lewis,2237,Rocky Mountain,14
400756894,2015,1,False,False,25470.0,Tulane,2655,American Athletic,7,Duke,150,ACC,37
400787108,2015,1,False,False,21483.0,Nevada,2440,Mountain West,31,UC Davis,302,Big Sky,17
400787109,2015,1,False,False,15198.0,San José State,23,Mountain West,43,New Hampshire,160,CAA,13
400756882,2015,1,False,False,51111.0,Arizona,12,Pac-12,42,UTSA,2636,Conference USA,32
400799923,2015,1,False,False,32547.0,Fresno State,278,Mountain West,34,Abilene Christian,2000,Southland,13
400787107,2015,1,False,False,24255.0,Hawai'i,62,Mountain West,28,Colorado,38,Pac-12,20
400763587,2015,1,False,False,10252.0,Georgia State,2247,Sun Belt,20,Charlotte,2429,Conference USA,23
400795631,2015,1,False,False,,Delaware,48,CAA,14,Jacksonville,294,Pioneer,20
400760491,2015,1,False,False,22523.0,Army,349,FBS Independents,35,Fordham,2230,Patriot,37
400756903,2015,1,False,False,30112.0,Syracuse,183,ACC,47,Rhode Island,227,CAA,0
400764855,2015,1,False,False,32047.0,SMU,2567,American Athletic,21,Baylor,239,Big 12,56
400763470,2015,1,False,False,30885.0,Western Michigan,2711,Mid-American,24,Michigan State,127,Big Ten,37
400799427,2015,1,False,False,,Central Connecticut,2115,NEC,14,Lehigh,2329,Patriot,20
400756887,2015,1,False,False,35160.0,Oregon State,204,Pac-12,26,Weber State,2692,Big Sky,7
400756888,2015,1,False,False,36836.0,Boise State,68,Mountain West,16,Washington,264,Pac-12,13
400799428,2015,1,False,False,,St. Francis (PA),2598,NEC,48,Georgetown,46,Patriot,20
400799832,2015,1,False,False,,Duquesne,2184,NEC,47,Kentucky Christian,3077,,7
400763401,2015,1,False,False,0.0,Kansas,2305,Big 12,38,South Dakota State,2571,MVFC,41
400603835,2015,1,False,False,60186.0,Ole Miss,145,SEC,76,UT Martin,2630,OVC,3
400763473,2015,1,False,False,59450.0,Iowa,2294,Big Ten,31,Illinois State,2287,MVFC,14
400763494,2015,1,False,False,38117.0,Maryland,120,Big Ten,50,Richmond,257,CAA,21
400763496,2015,1,True,False,47453.0,Rutgers,164,Big Ten,63,Norfolk State,2450,MEAC,13
400764860,2015,1,False,False,28015.0,Navy,2426,American Athletic,48,Colgate,2142,Patriot,10
400603831,2015,1,False,False,92746.0,Georgia,61,SEC,51,UL Monroe,2433,Sun Belt,14
400756891,2015,1,False,False,36024.0,Northwestern,77,Big Ten,16,Stanford,24,Pac-12,6
400799833,2015,1,False,False,,Robert Morris,2523,NEC,24,Dayton,2168,Pioneer,27
400756898,2015,1,False,False,81345.0,Clemson,228,ACC,49,Wofford,2747,Southern,10
400756897,2015,1,False,False,0.0,Boston College,103,ACC,24,Maine,311,CAA,3
400795590,2015,1,True,False,,Monmouth,2405,Big South,19,Holy Cross,107,Patriot,27
400756902,2015,1,False,False,49969.0,Pittsburgh,221,ACC,45,Youngstown State,2754,MVFC,37
400756889,2015,1,False,False,24302.0,Washington State,265,Pac-12,17,Portland State,2502,Big Sky,24
