season,team,conference,offense,defense
2026,Air Force,Mountain West,"{'plays': 147, 'drives': 19, 'ppa': 0.3168724868895267, 'totalPPA': 46.58025557276042, 'successRate': 0.5238095238095238, 'explosiveness': 0.9836879949098817, 'powerSuccess': 1, 'stuffRate': 0.05785123966942149, 'lineYards': 4.0239669421487605, 'lineYardsTotal': 487, 'secondLevelYards': 1.2727272727272727, 'secondLevelYardsTotal': 154, 'openFieldYards': 0.4380165289256198, 'openFieldYardsTotal': 53, 'totalOpportunies': 12, 'pointsPerOpportunity': 5.166666666666667, 'fieldPosition': {'averageStart': 74.1, 'averagePredictedPoints': 1.003}, 'havoc': {'total': 0.054, 'frontSeven': 0.014, 'db': 0.041}, 'standardDowns': {'rate': 0.7687074829931972, 'ppa': 0.3329485484158964, 'successRate': 0.5929203539823009, 'explosiveness': 0.8583324986878108}, 'passingDowns': {'rate': 0.23129251700680273, 'ppa': 0.263443223581298, 'successRate': 0.29411764705882354, 'explosiveness': 1.823569819597757}, 'rushingPlays': {'rate': 0.8231292517006803, 'ppa': 0.3439101006644186, 'totalPPA': 41.61312218039465, 'successRate': 0.5454545454545454, 'explosiveness': 0.8672774696153744}, 'passingPlays': {'rate': 0.1564625850340136, 'ppa': 0.2987194180841, 'totalPPA': 6.870546615934301, 'successRate': 0.43478260869565216, 'explosiveness': 1.8935249948365764}}","{'plays': 106, 'drives': 20, 'ppa': -0.07900441286649691, 'totalPPA': -8.374467763848674, 'successRate': 0.3113207547169811, 'explosiveness': 1.5288427794559412, 'powerSuccess': 0.8, 'stuffRate': 0.22807017543859648, 'lineYards': 2.526315789473684, 'lineYardsTotal': 144, 'secondLevelYards': 0.8245614035087719, 'secondLevelYardsTotal': 47, 'openFieldYards': 0.631578947368421, 'openFieldYardsTotal': 0, 'totalOpportunies': 6, 'pointsPerOpportunity': 4, 'fieldPosition': {'averageStart': 68.7, 'averagePredictedPoints': -1.442}, 'havoc': {'total': 0.142, 'frontSeven': 0.047, 'db': 0.094}, 'standardDowns': {'rate': 0.6415094339622641, 'ppa': -0.1634931938150179, 'successRate': 0.36764705882352944, 'explosiveness': 1.2378589226865002}, 'passingDowns': {'rate': 0.3584905660377358, 'ppa': 0.07218603725190903, 'totalPPA': -2.0552939411513345, 'successRate': 0.21052631578947367, 'explosiveness': 2.438167331860444}, 'rushingPlays': {'rate': 0.5377358490566038, 'ppa': -0.0305613344098537, 'totalPPA': -1.7419960613616607, 'successRate': 0.3157894736842105, 'explosiveness': 1.1259334501829694}, 'passingPlays': {'rate': 0.42452830188679247, 'ppa': -0.04567319869225187, 'totalPPA': -2.0552939411513345, 'successRate': 0.3333333333333333, 'explosiveness': 2.0123339745835076}}"
2026,Akron,Mid-American,"{'plays': 201, 'drives': 35, 'ppa': 0.07605377732040262, 'totalPPA': 15.286809241400926, 'successRate': 0.4626865671641791, 'explosiveness': 0.9642795436287743, 'powerSuccess': 0.75, 'stuffRate': 0.1511627906976744, 'lineYards': 3.58953488372093, 'lineYardsTotal': 309, 'secondLevelYards': 1.569767441860465, 'secondLevelYardsTotal': 135, 'openFieldYards': 0.8837209302325582, 'openFieldYardsTotal': 76, 'totalOpportunies': 14, 'pointsPerOpportunity': 4.928571428571429, 'fieldPosition': {'averageStart': 73.8, 'averagePredictedPoints': 1.124}, 'havoc': {'total': 0.199, 'frontSeven': 0.139, 'db': 0.06}, 'standardDowns': {'rate': 0.7014925373134329, 'ppa': -0.026387914982284103, 'successRate': 0.5177304964539007, 'explosiveness': 0.8102488369315141}, 'passingDowns': {'rate': 0.29850746268656714, 'ppa': 0.3167917542317164, 'successRate': 0.3333333333333333, 'explosiveness': 1.526491623073774}, 'rushingPlays': {'rate': 0.42786069651741293, 'ppa': 0.09555787421887657, 'totalPPA': 8.217977182823384, 'successRate': 0.5348837209302325, 'explosiveness': 0.7301504963065472}, 'passingPlays': {'rate': 0.5472636815920398, 'ppa': 0.10434135268660086, 'totalPPA': 11.477548795526094, 'successRate': 0.42727272727272725, 'explosiveness': 1.193427121859039}}","{'plays': 183, 'drives': 36, 'ppa': 0.18063919809281123, 'totalPPA': 33.056973250984456, 'successRate': 0.4098360655737705, 'explosiveness': 1.3769336394286464, 'powerSuccess': 0.7142857142857143, 'stuffRate': 0.23809523809523808, 'lineYards': 2.4976190476190476, 'lineYardsTotal': 210, 'secondLevelYards': 0.8452380952380952, 'secondLevelYardsTotal': 71, 'openFieldYards': 1.7380952380952381, 'openFieldYardsTotal': 0, 'totalOpportunies': 17, 'pointsPerOpportunity': 3.9411764705882355, 'fieldPosition': {'averageStart': 67.4, 'averagePredictedPoints': -1.581}, 'havoc': {'total': 0.175, 'frontSeven': 0.098, 'db': 0.077}, 'standardDowns': {'rate': 0.6666666666666666, 'ppa': 0.04401921075546484, 'successRate': 0.4672131147540984, 'explosiveness': 1.1079905344407952}, 'passingDowns': {'rate': 0.3333333333333333, 'ppa': 0.453879172767504, 'totalPPA': 40.93812936793019, 'successRate': 0.29508196721311475, 'explosiveness': 2.2285868052235083}, 'rushingPlays': {'rate': 0.45901639344262296, 'ppa': -0.006438232859121506, 'totalPPA': -0.5408115601662065, 'successRate': 0.42857142857142855, 'explosiveness': 0.8771375267773402}, 'passingPlays': {'rate': 0.5191256830601093, 'ppa': 0.4309276775571599, 'totalPPA': 40.93812936793019, 'successRate': 0.3894736842105263, 'explosiveness': 1.9050250637056205}}"
2026,Alabama,SEC,"{'plays': 210, 'drives': 35, 'ppa': 0.27693741394471405, 'totalPPA': 58.156856928389956, 'successRate': 0.5, 'explosiveness': 1.211557126093941, 'powerSuccess': 0.7857142857142857, 'stuffRate': 0.2, 'lineYards': 3.1525, 'lineYardsTotal': 378, 'secondLevelYards': 1.25, 'secondLevelYardsTotal': 150, 'openFieldYards': 1.4833333333333334, 'openFieldYardsTotal': 178, 'totalOpportunies': 23, 'pointsPerOpportunity': 5, 'fieldPosition': {'averageStart': 65.6, 'averagePredictedPoints': 1.704}, 'havoc': {'total': 0.157, 'frontSeven': 0.1, 'db': 0.057}, 'standardDowns': {'rate': 0.7476190476190476, 'ppa': 0.29067296898817624, 'successRate': 0.5477707006369427, 'explosiveness': 1.1014047645794187}, 'passingDowns': {'rate': 0.2523809523809524, 'ppa': 0.2362490716461563, 'successRate': 0.3584905660377358, 'explosiveness': 1.710141499264937}, 'rushingPlays': {'rate': 0.5714285714285714, 'ppa': 0.2728536467694317, 'totalPPA': 32.7424376123318, 'successRate': 0.525, 'explosiveness': 1.073398111532295}, 'passingPlays': {'rate': 0.4142857142857143, 'ppa': 0.31970221616515, 'totalPPA': 27.81409280636805, 'successRate': 0.47126436781609193, 'explosiveness': 1.4280465736056018}}","{'plays': 174, 'drives': 36, 'ppa': -0.11283151637951394, 'totalPPA': -19.632683850035427, 'successRate': 0.3333333333333333, 'explosiveness': 1.4762735016109303, 'powerSuccess': 0.5, 'stuffRate': 0.2625, 'lineYards': 1.7125, 'lineYardsTotal': 137, 'secondLevelYards': 0.6625, 'secondLevelYardsTotal': 53, 'openFieldYards': 0.2625, 'openFieldYardsTotal': 0, 'totalOpportunies': 12, 'pointsPerOpportunity': 4.583333333333333, 'fieldPosition': {'averageStart': 74.2, 'averagePredictedPoints': -1.016}, 'havoc': {'total': 0.218, 'frontSeven': 0.126, 'db': 0.092}, 'standardDowns': {'rate': 0.6609195402298851, 'ppa': -0.2064708448036519, 'successRate': 0.3652173913043478, 'explosiveness': 1.1378019746164805}, 'passingDowns': {'rate': 0.3390804597701149, 'ppa': 0.06968581868448377, 'totalPPA': -0.11650843520581093, 'successRate': 0.2711864406779661, 'explosiveness': 2.364761259971361}, 'rushingPlays': {'rate': 0.45977011494252873, 'ppa': -0.21430182777441453, 'totalPPA': -17.14414622195316, 'successRate': 0.2875, 'explosiveness': 0.8352371518575662}, 'passingPlays': {'rate': 0.5, 'ppa': -0.0013391774161587463, 'totalPPA': -0.11650843520581093, 'successRate': 0.367816091954023, 'explosiveness': 1.942396962087687}}"
2026,App State,Sun Belt,"{'plays': 225, 'drives': 35, 'ppa': 0.2785529402721717, 'totalPPA': 62.674411561238635, 'successRate': 0.48, 'explosiveness': 1.3105648913066963, 'powerSuccess': 0.6923076923076923, 'stuffRate': 0.23008849557522124, 'lineYards': 2.6008849557522122, 'lineYardsTotal': 294, 'secondLevelYards': 1.1150442477876106, 'secondLevelYardsTotal': 126, 'openFieldYards': 1.2212389380530972, 'openFieldYardsTotal': 138, 'totalOpportunies': 29, 'pointsPerOpportunity': 3.5172413793103448, 'fieldPosition': {'averageStart': 68.6, 'averagePredictedPoints': 1.464}, 'havoc': {'total': 0.116, 'frontSeven': 0.089, 'db': 0.027}, 'standardDowns': {'rate': 0.6711111111111111, 'ppa': 0.11625364037654273, 'successRate': 0.47019867549668876, 'explosiveness': 1.0370881302553696}, 'passingDowns': {'rate': 0.3288888888888889, 'ppa': 0.6097312414105498, 'successRate': 0.5, 'explosiveness': 1.8353446219727556}, 'rushingPlays': {'rate': 0.5022222222222222, 'ppa': 0.07678683304827486, 'totalPPA': 8.676912134455058, 'successRate': 0.39823008849557523, 'explosiveness': 1.090788837802083}, 'passingPlays': {'rate': 0.4666666666666667, 'ppa': 0.543837963690057, 'totalPPA': 57.10298618745599, 'successRate': 0.5714285714285714, 'explosiveness': 1.4617546884342667}}","{'plays': 193, 'drives': 35, 'ppa': 0.0024673265621209164, 'totalPPA': 0.47619402648933684, 'successRate': 0.37823834196891193, 'explosiveness': 1.1547520965544027, 'powerSuccess': 0.75, 'stuffRate': 0.24705882352941178, 'lineYards': 2.2905882352941176, 'lineYardsTotal': 195, 'secondLevelYards': 0.8, 'secondLevelYardsTotal': 68, 'openFieldYards': 0.7411764705882353, 'openFieldYardsTotal': 0, 'totalOpportunies': 15, 'pointsPerOpportunity': 2.7333333333333334, 'fieldPosition': {'averageStart': 75.7, 'averagePredictedPoints': -0.942}, 'havoc': {'total': 0.187, 'frontSeven': 0.109, 'db': 0.078}, 'standardDowns': {'rate': 0.694300518134715, 'ppa': 0.15498235795552562, 'successRate': 0.48507462686567165, 'explosiveness': 0.9850190164912699}, 'passingDowns': {'rate': 0.30569948186528495, 'ppa': -0.34392274473815415, 'totalPPA': 10.799487270940173, 'successRate': 0.13559322033898305, 'explosiveness': 2.533833372067356}, 'rushingPlays': {'rate': 0.44041450777202074, 'ppa': -0.0579820236337755, 'totalPPA': -4.9284720088709175, 'successRate': 0.38823529411764707, 'explosiveness': 0.7344968853906049}, 'passingPlays': {'rate': 0.538860103626943, 'ppa': 0.10384122375904012, 'totalPPA': 10.799487270940173, 'successRate': 0.375, 'explosiveness': 1.5114298525065015}}"
2026,Arizona,Big 12,"{'plays': 204, 'drives': 32, 'ppa': 0.23010980308251813, 'totalPPA': 46.9423998288337, 'successRate': 0.5196078431372549, 'explosiveness': 1.1195587301403327, 'powerSuccess': 0.8666666666666667, 'stuffRate': 0.11904761904761904, 'lineYards': 3.572619047619048, 'lineYardsTotal': 300, 'secondLevelYards': 1.4404761904761905, 'secondLevelYardsTotal': 121, 'openFieldYards': 1.2738095238095237, 'openFieldYardsTotal': 107, 'totalOpportunies': 19, 'pointsPerOpportunity': 4.578947368421052, 'fieldPosition': {'averageStart': 71.1, 'averagePredictedPoints': 1.309}, 'havoc': {'total': 0.108, 'frontSeven': 0.083, 'db': 0.025}, 'standardDowns': {'rate': 0.6862745098039216, 'ppa': 0.0640877102863984, 'successRate': 0.5642857142857143, 'explosiveness': 0.7239141579245845}, 'passingDowns': {'rate': 0.3137254901960784, 'ppa': 0.59328313107403, 'successRate': 0.421875, 'explosiveness': 2.277185441438263}, 'rushingPlays': {'rate': 0.4117647058823529, 'ppa': 0.1818107316616738, 'totalPPA': 15.2721014595806, 'successRate': 0.5357142857142857, 'explosiveness': 0.7330202690713306}, 'passingPlays': {'rate': 0.553921568627451, 'ppa': 0.2815288403358955, 'totalPPA': 31.812758957956188, 'successRate': 0.5221238938053098, 'explosiveness': 1.3738057480295787}}","{'plays': 179, 'drives': 31, 'ppa': 0.03608100695228327, 'totalPPA': 6.458500244458706, 'successRate': 0.36312849162011174, 'explosiveness': 1.3955765830928069, 'powerSuccess': 1, 'stuffRate': 0.22388059701492538, 'lineYards': 2.816417910447761, 'lineYardsTotal': 189, 'secondLevelYards': 1.0597014925373134, 'secondLevelYardsTotal': 71, 'openFieldYards': 0.6417910447761194, 'openFieldYardsTotal': 0, 'totalOpportunies': 13, 'pointsPerOpportunity': 2.923076923076923, 'fieldPosition': {'averageStart': 73.8, 'averagePredictedPoints': -1.127}, 'havoc': {'total': 0.156, 'frontSeven': 0.106, 'db': 0.05}, 'standardDowns': {'rate': 0.5865921787709497, 'ppa': -0.07435291386764162, 'successRate': 0.42857142857142855, 'explosiveness': 1.0390731010871463}, 'passingDowns': {'rate': 0.4134078212290503, 'ppa': 0.1927777864940686, 'totalPPA': 9.850838237373418, 'successRate': 0.2702702702702703, 'explosiveness': 2.1977094176055436}, 'rushingPlays': {'rate': 0.3743016759776536, 'ppa': 0.08499879510077188, 'totalPPA': 5.694919271751716, 'successRate': 0.3880597014925373, 'explosiveness': 0.9786383979669959}, 'passingPlays': {'rate': 0.5977653631284916, 'ppa': 0.09206390876049925, 'totalPPA': 9.850838237373418, 'successRate': 0.34579439252336447, 'explosiveness': 1.6476226308473854}}"
2026,Arizona State,Big 12,"{'plays': 202, 'drives': 40, 'ppa': 0.05815854025441106, 'totalPPA': 11.748025131391035, 'successRate': 0.4158415841584158, 'explosiveness': 1.3964621633387664, 'powerSuccess': 0.7777777777777778, 'stuffRate': 0.19811320754716982, 'lineYards': 2.689622641509434, 'lineYardsTotal': 285, 'secondLevelYards': 1.1037735849056605, 'secondLevelYardsTotal': 117, 'openFieldYards': 1.3867924528301887, 'openFieldYardsTotal': 147, 'totalOpportunies': 20, 'pointsPerOpportunity': 3.6, 'fieldPosition': {'averageStart': 68, 'averagePredictedPoints': 1.506}, 'havoc': {'total': 0.163, 'frontSeven': 0.104, 'db': 0.059}, 'standardDowns': {'rate': 0.6732673267326733, 'ppa': -0.03760673416811509, 'successRate': 0.4632352941176471, 'explosiveness': 1.1351929398661078}, 'passingDowns': {'rate': 0.32673267326732675, 'ppa': 0.25549304512507104, 'successRate': 0.3181818181818182, 'explosiveness': 2.1802698337567423}, 'rushingPlays': {'rate': 0.5247524752475248, 'ppa': 0.01785265487992245, 'totalPPA': 1.8923814172717797, 'successRate': 0.39622641509433965, 'explosiveness': 1.0498302907744739}, 'passingPlays': {'rate': 0.46534653465346537, 'ppa': 0.18604617786500685, 'totalPPA': 17.488340719310646, 'successRate': 0.44680851063829785, 'explosiveness': 1.743094035903059}}","{'plays': 189, 'drives': 39, 'ppa': 0.022551746319826826, 'totalPPA': 4.26228005444727, 'successRate': 0.37037037037037035, 'explosiveness': 1.1790414583455835, 'powerSuccess': 0.6363636363636364, 'stuffRate': 0.14893617021276595, 'lineYards': 2.907446808510638, 'lineYardsTotal': 273, 'secondLevelYards': 0.8936170212765957, 'secondLevelYardsTotal': 84, 'openFieldYards': 0.6276595744680851, 'openFieldYardsTotal': 0, 'totalOpportunies': 19, 'pointsPerOpportunity': 2.6842105263157894, 'fieldPosition': {'averageStart': 70, 'averagePredictedPoints': -1.373}, 'havoc': {'total': 0.159, 'frontSeven': 0.09, 'db': 0.069}, 'standardDowns': {'rate': 0.6455026455026455, 'ppa': -0.0082011541730884, 'successRate': 0.45081967213114754, 'explosiveness': 0.9508425210050249}, 'passingDowns': {'rate': 0.3544973544973545, 'ppa': 0.07854956512782171, 'totalPPA': 8.235793061351927, 'successRate': 0.22388059701492538, 'explosiveness': 2.015770895260965}, 'rushingPlays': {'rate': 0.4973544973544973, 'ppa': -0.02626163270145737, 'totalPPA': -2.468593473936993, 'successRate': 0.39361702127659576, 'explosiveness': 0.8382838348690083}, 'passingPlays': {'rate': 0.455026455026455, 'ppa': 0.09576503559711542, 'totalPPA': 8.235793061351927, 'successRate': 0.3372093023255814, 'explosiveness': 1.6000215051900744}}"
2026,Arkansas,SEC,"{'plays': 226, 'drives': 34, 'ppa': 0.0383022155982356, 'totalPPA': 8.656300725201246, 'successRate': 0.4247787610619469, 'explosiveness': 1.1062539239793385, 'powerSuccess': 0.8, 'stuffRate': 0.17045454545454544, 'lineYards': 2.481818181818182, 'lineYardsTotal': 218, 'secondLevelYards': 0.6477272727272727, 'secondLevelYardsTotal': 57, 'openFieldYards': 0.125, 'openFieldYardsTotal': 11, 'totalOpportunies': 18, 'pointsPerOpportunity': 3.2222222222222223, 'fieldPosition': {'averageStart': 73.4, 'averagePredictedPoints': 1.102}, 'havoc': {'total': 0.195, 'frontSeven': 0.093, 'db': 0.102}, 'standardDowns': {'rate': 0.6238938053097345, 'ppa': -0.09994689866392144, 'successRate': 0.48226950354609927, 'explosiveness': 0.6604639811863825}, 'passingDowns': {'rate': 0.37610619469026546, 'ppa': 0.26763309925663725, 'successRate': 0.32941176470588235, 'explosiveness': 2.1888866421908033}, 'rushingPlays': {'rate': 0.3893805309734513, 'ppa': -0.12313106453935457, 'totalPPA': -10.835533679463202, 'successRate': 0.36363636363636365, 'explosiveness': 0.46890802626373856}, 'passingPlays': {'rate': 0.588495575221239, 'ppa': 0.15255172860452235, 'totalPPA': 20.28937990440147, 'successRate': 0.46616541353383456, 'explosiveness': 1.4026806040401}}","{'plays': 174, 'drives': 35, 'ppa': 0.2285549209831052, 'totalPPA': 39.7685562510603, 'successRate': 0.4540229885057471, 'explosiveness': 1.228750709383848, 'powerSuccess': 0.8571428571428571, 'stuffRate': 0.18478260869565216, 'lineYards': 3.1630434782608696, 'lineYardsTotal': 291, 'secondLevelYards': 1.2717391304347827, 'secondLevelYardsTotal': 117, 'openFieldYards': 1.1956521739130435, 'openFieldYardsTotal': 0, 'totalOpportunies': 18, 'pointsPerOpportunity': 5.611111111111111, 'fieldPosition': {'averageStart': 66.6, 'averagePredictedPoints': -1.617}, 'havoc': {'total': 0.132, 'frontSeven': 0.103, 'db': 0.029}, 'standardDowns': {'rate': 0.7413793103448276, 'ppa': 0.26703770955714623, 'successRate': 0.5348837209302325, 'explosiveness': 1.1780270363270777}, 'passingDowns': {'rate': 0.25862068965517243, 'ppa': 0.1182375937375209, 'totalPPA': 17.88319818679545, 'successRate': 0.2222222222222222, 'explosiveness': 1.5787440534755635}, 'rushingPlays': {'rate': 0.5287356321839081, 'ppa': 0.2684055122420228, 'totalPPA': 24.6933071262661, 'successRate': 0.4782608695652174, 'explosiveness': 1.0665934189362365}, 'passingPlays': {'rate': 0.4425287356321839, 'ppa': 0.2322493271012396, 'totalPPA': 17.88319818679545, 'successRate': 0.44155844155844154, 'explosiveness': 1.4722261421319278}}"
2026,Arkansas State,Sun Belt,"{'plays': 174, 'drives': 31, 'ppa': 0.1200357682754458, 'totalPPA': 20.88622367992757, 'successRate': 0.4885057471264368, 'explosiveness': 1.1593313158849803, 'powerSuccess': 0.7368421052631579, 'stuffRate': 0.12903225806451613, 'lineYards': 3.49247311827957, 'lineYardsTotal': 325, 'secondLevelYards': 1.2473118279569892, 'secondLevelYardsTotal': 116, 'openFieldYards': 1.3548387096774195, 'openFieldYardsTotal': 126, 'totalOpportunies': 16, 'pointsPerOpportunity': 3.875, 'fieldPosition': {'averageStart': 69.9, 'averagePredictedPoints': 1.399}, 'havoc': {'total': 0.138, 'frontSeven': 0.069, 'db': 0.069}, 'standardDowns': {'rate': 0.7471264367816092, 'ppa': 0.17747113122319888, 'successRate': 0.5538461538461539, 'explosiveness': 1.1022950995942746}, 'passingDowns': {'rate': 0.25287356321839083, 'ppa': -0.0496596222520065, 'successRate': 0.29545454545454547, 'explosiveness': 1.475224206110427}, 'rushingPlays': {'rate': 0.5344827586206896, 'ppa': 0.29894311164236065, 'totalPPA': 27.801709382739542, 'successRate': 0.5376344086021505, 'explosiveness': 0.9934170406227192}, 'passingPlays': {'rate': 0.43103448275862066, 'ppa': -0.0033003984421605148, 'totalPPA': -0.2475298831620386, 'successRate': 0.44, 'explosiveness': 1.4498086177414315}}","{'plays': 190, 'drives': 34, 'ppa': 0.19418746105410742, 'totalPPA': 36.89561760028041, 'successRate': 0.4473684210526316, 'explosiveness': 1.3599380152475555, 'powerSuccess': 0.7692307692307693, 'stuffRate': 0.13761467889908258, 'lineYards': 3.210091743119266, 'lineYardsTotal': 350, 'secondLevelYards': 1.0275229357798166, 'secondLevelYardsTotal': 112, 'openFieldYards': 1.7798165137614679, 'openFieldYardsTotal': 0, 'totalOpportunies': 18, 'pointsPerOpportunity': 3.2777777777777777, 'fieldPosition': {'averageStart': 72.4, 'averagePredictedPoints': -1.222}, 'havoc': {'total': 0.126, 'frontSeven': 0.074, 'db': 0.053}, 'standardDowns': {'rate': 0.7157894736842105, 'ppa': 0.18144175005527677, 'successRate': 0.5, 'explosiveness': 1.046460852722614}, 'passingDowns': {'rate': 0.28421052631578947, 'ppa': 0.22628777023634758, 'totalPPA': 46.2611541142874, 'successRate': 0.3148148148148148, 'explosiveness': 2.613846665347322}, 'rushingPlays': {'rate': 0.5736842105263158, 'ppa': -0.006329840434657902, 'totalPPA': -0.6899526073777114, 'successRate': 0.42201834862385323, 'explosiveness': 0.9201847678369327}, 'passingPlays': {'rate': 0.4, 'ppa': 0.6086993962406237, 'totalPPA': 46.2611541142874, 'successRate': 0.5, 'explosiveness': 1.9255863408337799}}"
2026,Army,American Athletic,"{'plays': 136, 'drives': 21, 'ppa': 0.4233058887319205, 'totalPPA': 57.56960086754118, 'successRate': 0.5882352941176471, 'explosiveness': 1.023133708359731, 'powerSuccess': 0.9090909090909091, 'stuffRate': 0.10185185185185185, 'lineYards': 4.018518518518518, 'lineYardsTotal': 434, 'secondLevelYards': 1.5833333333333333, 'secondLevelYardsTotal': 171, 'openFieldYards': 2.388888888888889, 'openFieldYardsTotal': 258, 'totalOpportunies': 15, 'pointsPerOpportunity': 5.066666666666666, 'fieldPosition': {'averageStart': 68, 'averagePredictedPoints': 1.586}, 'havoc': {'total': 0.051, 'frontSeven': 0.051, 'db': 0}, 'standardDowns': {'rate': 0.8088235294117647, 'ppa': 0.40709700690940875, 'successRate': 0.6545454545454545, 'explosiveness': 0.8907037998551919}, 'passingDowns': {'rate': 0.19117647058823528, 'ppa': 0.4918819272117776, 'successRate': 0.3076923076923077, 'explosiveness': 2.2150028849005823}, 'rushingPlays': {'rate': 0.7941176470588235, 'ppa': 0.44185265696465303, 'totalPPA': 47.72008695218253, 'successRate': 0.6111111111111112, 'explosiveness': 0.9769166586917698}, 'passingPlays': {'rate': 0.17647058823529413, 'ppa': 0.3531625867926759, 'totalPPA': 8.475902083024222, 'successRate': 0.5416666666666666, 'explosiveness': 1.1592920371933864}}","{'plays': 110, 'drives': 21, 'ppa': 0.11239304090960231, 'totalPPA': 12.363234500056254, 'successRate': 0.41818181818181815, 'explosiveness': 1.1406168896883957, 'powerSuccess': 0.8, 'stuffRate': 0.2222222222222222, 'lineYards': 2.7444444444444445, 'lineYardsTotal': 148, 'secondLevelYards': 1.0185185185185186, 'secondLevelYardsTotal': 55, 'openFieldYards': 0.5740740740740741, 'openFieldYardsTotal': 0, 'totalOpportunies': 7, 'pointsPerOpportunity': 4.428571428571429, 'fieldPosition': {'averageStart': 75.6, 'averagePredictedPoints': -0.948}, 'havoc': {'total': 0.155, 'frontSeven': 0.082, 'db': 0.073}, 'standardDowns': {'rate': 0.6636363636363637, 'ppa': 0.07370926720864882, 'successRate': 0.4794520547945205, 'explosiveness': 0.9243661991455221}, 'passingDowns': {'rate': 0.33636363636363636, 'ppa': 0.18871508091418623, 'totalPPA': 7.521571778444877, 'successRate': 0.2972972972972973, 'explosiveness': 1.828687268688448}, 'rushingPlays': {'rate': 0.4909090909090909, 'ppa': 0.10224957662130092, 'totalPPA': 5.521477137550249, 'successRate': 0.4444444444444444, 'explosiveness': 0.9845030479623059}, 'passingPlays': {'rate': 0.4909090909090909, 'ppa': 0.13928836626749772, 'totalPPA': 7.521571778444877, 'successRate': 0.4074074074074074, 'explosiveness': 1.3109228988441302}}"
2026,Auburn,SEC,"{'plays': 227, 'drives': 35, 'ppa': 0.14439366000583173, 'totalPPA': 32.7773608213238, 'successRate': 0.44933920704845814, 'explosiveness': 1.2561727910422085, 'powerSuccess': 0.8333333333333334, 'stuffRate': 0.14814814814814814, 'lineYards': 3.4611111111111112, 'lineYardsTotal': 374, 'secondLevelYards': 1.25, 'secondLevelYardsTotal': 135, 'openFieldYards': 1.5185185185185186, 'openFieldYardsTotal': 164, 'totalOpportunies': 22, 'pointsPerOpportunity': 4.045454545454546, 'fieldPosition': {'averageStart': 72, 'averagePredictedPoints': 1.27}, 'havoc': {'total': 0.163, 'frontSeven': 0.115, 'db': 0.048}, 'standardDowns': {'rate': 0.7092511013215859, 'ppa': 0.02943984297677359, 'successRate': 0.4720496894409938, 'explosiveness': 0.9761848546570279}, 'passingDowns': {'rate': 0.2907488986784141, 'ppa': 0.424811304576716, 'successRate': 0.3939393939393939, 'explosiveness': 2.074599066629659}, 'rushingPlays': {'rate': 0.47577092511013214, 'ppa': 0.22869133034760614, 'totalPPA': 24.69866367754146, 'successRate': 0.48148148148148145, 'explosiveness': 1.0007622429398941}, 'passingPlays': {'rate': 0.5022026431718062, 'ppa': 0.1768806943198314, 'totalPPA': 20.16439915246078, 'successRate': 0.4298245614035088, 'explosiveness': 1.530281774713431}}","{'plays': 238, 'drives': 35, 'ppa': 0.036277177538643804, 'totalPPA': 8.633968254197224, 'successRate': 0.37815126050420167, 'explosiveness': 1.2569499493104435, 'powerSuccess': 0.7142857142857143, 'stuffRate': 0.18421052631578946, 'lineYards': 2.517543859649123, 'lineYardsTotal': 287, 'secondLevelYards': 0.5614035087719298, 'secondLevelYardsTotal': 64, 'openFieldYards': 0.7192982456140351, 'openFieldYardsTotal': 0, 'totalOpportunies': 16, 'pointsPerOpportunity': 3.8125, 'fieldPosition': {'averageStart': 73.3, 'averagePredictedPoints': -1.187}, 'havoc': {'total': 0.164, 'frontSeven': 0.097, 'db': 0.067}, 'standardDowns': {'rate': 0.7058823529411765, 'ppa': -0.0727452125983804, 'successRate': 0.4107142857142857, 'explosiveness': 0.9203682370219755}, 'passingDowns': {'rate': 0.29411764705882354, 'ppa': 0.29793091386750187, 'totalPPA': 22.689998674597177, 'successRate': 0.3, 'explosiveness': 2.3628612896868386}, 'rushingPlays': {'rate': 0.4789915966386555, 'ppa': -0.04837485198370968, 'totalPPA': -5.514733126142904, 'successRate': 0.34210526315789475, 'explosiveness': 0.865035297181761}, 'passingPlays': {'rate': 0.4831932773109244, 'ppa': 0.197304336300845, 'totalPPA': 22.689998674597177, 'successRate': 0.4260869565217391, 'explosiveness': 1.6124176153130978}}"
