game_id,season,week,season_type,start_date,home_team,away_team,home_points,away_points,venue,neutral_site,conference_game,attendance,team
401643699,2024,1,regular,2024-08-31T19:30:00.000Z,Air Force,Merrimack,21.0,6.0,Falcon Stadium,False,False,,Air Force
401643705,2024,2,regular,2024-09-07T23:00:00.000Z,Air Force,San José State,7.0,17.0,Falcon Stadium,False,True,,Air Force
401636860,2024,3,regular,2024-09-14T23:30:00.000Z,Baylor,Air Force,31.0,3.0,McLane Stadium,False,False,,Air Force
401643718,2024,5,regular,2024-09-29T00:00:00.000Z,Wyoming,Air Force,31.0,19.0,War Memorial Stadium,False,True,,Air Force
401643722,2024,6,regular,2024-10-05T16:00:00.000Z,Air Force,Navy,7.0,34.0,Falcon Stadium,False,False,,Air Force
401643727,2024,7,regular,2024-10-12T23:00:00.000Z,New Mexico,Air Force,52.0,37.0,University Stadium (NM),False,True,,Air Force
401643734,2024,8,regular,2024-10-20T00:00:00.000Z,Air Force,Colorado State,13.0,21.0,Falcon Stadium,False,True,,Air Force
401643746,2024,10,regular,2024-11-02T16:00:00.000Z,Army,Air Force,20.0,3.0,Michie Stadium,False,False,,Air Force
401643751,2024,11,regular,2024-11-10T02:45:00.000Z,Air Force,Fresno State,36.0,28.0,Falcon Stadium,False,True,,Air Force
401643757,2024,12,regular,2024-11-16T20:30:00.000Z,Air Force,Oregon State,28.0,0.0,Falcon Stadium,False,False,,Air Force
401643763,2024,13,regular,2024-11-24T03:30:00.000Z,Nevada,Air Force,19.0,22.0,Mackay Stadium,False,True,,Air Force
401643768,2024,14,regular,2024-12-01T03:30:00.000Z,San Diego State,Air Force,20.0,31.0,Snapdragon Stadium,False,True,,Air Force
401628455,2024,1,regular,2024-08-31T19:30:00.000Z,Ohio State,Akron,52.0,6.0,Ohio Stadium,False,False,,Akron
401628471,2024,2,regular,2024-09-07T16:00:00.000Z,Rutgers,Akron,49.0,17.0,SHI Stadium,False,False,,Akron
401644733,2024,3,regular,2024-09-14T22:00:00.000Z,Akron,Colgate,31.0,20.0,InfoCision Stadium,False,False,,Akron
401628370,2024,4,regular,2024-09-21T23:30:00.000Z,South Carolina,Akron,50.0,7.0,Williams-Brice Stadium,False,False,,Akron
401644738,2024,5,regular,2024-09-28T19:30:00.000Z,Ohio,Akron,30.0,10.0,Peden Stadium,False,True,,Akron
401644740,2024,6,regular,2024-10-05T19:30:00.000Z,Akron,Bowling Green,20.0,27.0,InfoCision Stadium,False,True,,Akron
401644742,2024,7,regular,2024-10-12T19:30:00.000Z,Western Michigan,Akron,34.0,24.0,Waldo Stadium,False,True,,Akron
401644752,2024,9,regular,2024-10-26T19:30:00.000Z,Akron,Eastern Michigan,25.0,21.0,InfoCision Stadium,False,True,,Akron
401644757,2024,10,regular,2024-11-02T16:00:00.000Z,Akron,Buffalo,30.0,41.0,InfoCision Stadium,False,True,,Akron
401644766,2024,12,regular,2024-11-14T00:00:00.000Z,Northern Illinois,Akron,29.0,16.0,Huskie Stadium,False,True,,Akron
401644769,2024,13,regular,2024-11-20T00:00:00.000Z,Kent State,Akron,17.0,38.0,Dix Stadium,False,True,,Akron
401644775,2024,14,regular,2024-11-27T00:00:00.000Z,Akron,Toledo,21.0,14.0,InfoCision Stadium,False,True,,Akron
401628319,2024,1,regular,2024-08-31T23:00:00.000Z,Alabama,Western Kentucky,63.0,0.0,Bryant-Denny Stadium,False,False,,Alabama
401628335,2024,2,regular,2024-09-07T23:00:00.000Z,Alabama,South Florida,42.0,16.0,Bryant-Denny Stadium,False,False,,Alabama
401628350,2024,3,regular,2024-09-14T16:00:00.000Z,Wisconsin,Alabama,10.0,42.0,Camp Randall Stadium,False,False,,Alabama
401628374,2024,5,regular,2024-09-28T23:30:00.000Z,Alabama,Georgia,41.0,34.0,Bryant-Denny Stadium,False,True,,Alabama
401628384,2024,6,regular,2024-10-05T20:15:00.000Z,Vanderbilt,Alabama,40.0,35.0,FirstBank Stadium,False,True,,Alabama
401628385,2024,7,regular,2024-10-12T16:00:00.000Z,Alabama,South Carolina,27.0,25.0,Bryant-Denny Stadium,False,True,,Alabama
401628397,2024,8,regular,2024-10-19T19:30:00.000Z,Tennessee,Alabama,24.0,17.0,Neyland Stadium,False,True,,Alabama
401628400,2024,9,regular,2024-10-26T19:30:00.000Z,Alabama,Missouri,34.0,0.0,Bryant-Denny Stadium,False,True,,Alabama
401628413,2024,11,regular,2024-11-10T00:30:00.000Z,LSU,Alabama,13.0,42.0,Tiger Stadium (LA),False,True,,Alabama
401628425,2024,12,regular,2024-11-16T19:00:00.000Z,Alabama,Mercer,52.0,7.0,Bryant-Denny Stadium,False,False,,Alabama
