game_id,season,week,season_type,start_date,home_team,away_team,home_points,away_points,venue,neutral_site,conference_game,attendance,team
322452005,2012,1,regular,2012-09-01T18:00:00.000Z,Air Force,Idaho State,49,21,Falcon Stadium,False,False,35282.0,Air Force
322520130,2012,2,regular,2012-09-08T19:30:00.000Z,Michigan,Air Force,31,25,Michigan Stadium,False,False,112522.0,Air Force
322662439,2012,4,regular,2012-09-23T02:00:00.000Z,UNLV,Air Force,38,35,Sam Boyd Stadium,False,True,14054.0,Air Force
322732005,2012,5,regular,2012-09-29T18:00:00.000Z,Air Force,Colorado State,42,21,Falcon Stadium,False,True,38562.0,Air Force
322802005,2012,6,regular,2012-10-06T15:30:00.000Z,Air Force,Navy,21,28,Falcon Stadium,False,False,38927.0,Air Force
322872751,2012,7,regular,2012-10-13T23:00:00.000Z,Wyoming,Air Force,27,28,War Memorial Stadium,False,True,22627.0,Air Force
322942005,2012,8,regular,2012-10-20T23:00:00.000Z,Air Force,New Mexico,28,23,Falcon Stadium,False,True,29726.0,Air Force
323002005,2012,9,regular,2012-10-27T00:00:00.000Z,Air Force,Nevada,48,31,Falcon Stadium,False,True,24277.0,Air Force
323080349,2012,10,regular,2012-11-03T16:00:00.000Z,Army,Air Force,41,21,Michie Stadium,False,False,37707.0,Air Force
323150021,2012,11,regular,2012-11-10T20:30:00.000Z,San Diego State,Air Force,28,9,Qualcomm Stadium,False,True,30266.0,Air Force
323212005,2012,12,regular,2012-11-17T02:30:00.000Z,Air Force,Hawai'i,21,7,Falcon Stadium,False,True,25313.0,Air Force
323290278,2012,13,regular,2012-11-24T20:30:00.000Z,Fresno State,Air Force,48,15,Valley Children's Stadium,False,True,36240.0,Air Force
322432006,2012,1,regular,2012-08-30T23:00:00.000Z,Akron,UCF,14,56,InfoCision Stadium,False,False,12616.0,Akron
322522229,2012,2,regular,2012-09-08T22:00:00.000Z,Florida International,Akron,41,38,FIU Stadium,False,False,15685.0,Akron
322592006,2012,3,regular,2012-09-15T19:30:00.000Z,Akron,Morgan State,66,6,InfoCision Stadium,False,False,9933.0,Akron
322662633,2012,4,regular,2012-09-22T23:30:00.000Z,Tennessee,Akron,47,26,Neyland Stadium,False,False,81719.0,Akron
322732006,2012,5,regular,2012-09-29T18:00:00.000Z,Akron,Miami (OH),49,56,InfoCision Stadium,False,True,8211.0,Akron
322802006,2012,6,regular,2012-10-06T18:00:00.000Z,Akron,Bowling Green,10,24,InfoCision Stadium,False,True,10102.0,Akron
322870195,2012,7,regular,2012-10-13T18:00:00.000Z,Ohio,Akron,34,28,Peden Stadium,False,True,25542.0,Akron
322942006,2012,8,regular,2012-10-20T16:00:00.000Z,Akron,Northern Illinois,7,37,InfoCision Stadium,False,True,7074.0,Akron
323012117,2012,9,regular,2012-10-27T19:30:00.000Z,Central Michigan,Akron,35,14,Kelly/Shorts Stadium,False,True,10172.0,Akron
323082309,2012,10,regular,2012-11-03T18:00:00.000Z,Kent State,Akron,35,24,Dix Stadium,False,True,18265.0,Akron
323152006,2012,11,regular,2012-11-10T19:00:00.000Z,Akron,Massachusetts,14,22,InfoCision Stadium,False,True,7716.0,Akron
323252649,2012,13,regular,2012-11-21T00:00:00.000Z,Toledo,Akron,35,23,Glass Bowl,False,True,14589.0,Akron
322450333,2012,1,regular,2012-09-02T00:00:00.000Z,Alabama,Michigan,41,14,,True,False,90413.0,Alabama
322520333,2012,2,regular,2012-09-08T19:30:00.000Z,Alabama,Western Kentucky,35,0,Bryant-Denny Stadium,False,False,101821.0,Alabama
322590008,2012,3,regular,2012-09-15T19:30:00.000Z,Arkansas,Alabama,0,52,Razorback Stadium,False,True,74617.0,Alabama
322660333,2012,4,regular,2012-09-22T21:00:00.000Z,Alabama,Florida Atlantic,40,7,Bryant-Denny Stadium,False,False,101821.0,Alabama
322730333,2012,5,regular,2012-09-30T01:15:00.000Z,Alabama,Ole Miss,33,14,Bryant-Denny Stadium,False,True,101821.0,Alabama
322870142,2012,7,regular,2012-10-13T19:30:00.000Z,Missouri,Alabama,10,42,Memorial Stadium,False,True,71004.0,Alabama
