game_id,season,week,season_type,start_date,home_team,away_team,home_points,away_points,venue,neutral_site,conference_game,attendance,team
401532570,2023,1,regular,2023-09-02T17:00:00.000Z,Air Force,Robert Morris,42,7,Falcon Stadium,False,False,30142.0,Air Force
401520211,2023,2,regular,2023-09-10T00:00:00.000Z,Sam Houston,Air Force,3,13,NRG Stadium,True,False,25121.0,Air Force
401532581,2023,3,regular,2023-09-16T00:00:00.000Z,Air Force,Utah State,39,21,Falcon Stadium,False,True,18400.0,Air Force
401532584,2023,4,regular,2023-09-23T02:30:00.000Z,San José State,Air Force,20,45,CEFCU Stadium,False,True,16124.0,Air Force
401532589,2023,5,regular,2023-10-01T00:00:00.000Z,Air Force,San Diego State,49,10,Falcon Stadium,False,True,24869.0,Air Force
401532598,2023,7,regular,2023-10-14T23:00:00.000Z,Air Force,Wyoming,34,27,Falcon Stadium,False,True,28311.0,Air Force
401531434,2023,8,regular,2023-10-21T16:00:00.000Z,Navy,Air Force,6,17,Navy-Marine Corps Memorial Stadium,False,False,38803.0,Air Force
401532603,2023,9,regular,2023-10-28T23:00:00.000Z,Colorado State,Air Force,13,30,Canvas Stadium,False,True,22570.0,Air Force
401520361,2023,10,regular,2023-11-04T18:30:00.000Z,Air Force,Army,3,23,Sports Authority Field at Mile High,True,False,52401.0,Air Force
401532613,2023,11,regular,2023-11-12T04:00:00.000Z,Hawai'i,Air Force,27,13,Clarence T.C. Ching Athletics Complex,False,True,12742.0,Air Force
401532624,2023,12,regular,2023-11-18T20:30:00.000Z,Air Force,UNLV,27,31,Falcon Stadium,False,True,23574.0,Air Force
401532625,2023,13,regular,2023-11-24T21:00:00.000Z,Boise State,Air Force,27,19,Albertsons Stadium,False,True,36390.0,Air Force
401531387,2023,1,regular,2023-09-02T18:00:00.000Z,Temple,Akron,24,21,Lincoln Financial Field,False,False,12456.0,Akron
401532399,2023,2,regular,2023-09-09T22:00:00.000Z,Akron,Morgan State,24,21,InfoCision Stadium,False,False,8213.0,Akron
401520228,2023,3,regular,2023-09-16T23:30:00.000Z,Kentucky,Akron,35,3,Kroger Field,False,False,59456.0,Akron
401520256,2023,4,regular,2023-09-23T23:30:00.000Z,Indiana,Akron,29,27,"Memorial Stadium (Bloomington, IN)",False,False,44968.0,Akron
401532412,2023,5,regular,2023-09-30T16:00:00.000Z,Akron,Buffalo,10,13,InfoCision Stadium,False,True,5490.0,Akron
401532418,2023,6,regular,2023-10-07T19:30:00.000Z,Akron,Northern Illinois,14,55,InfoCision Stadium,False,True,8216.0,Akron
401532420,2023,7,regular,2023-10-14T19:30:00.000Z,Central Michigan,Akron,17,10,Kelly/Shorts Stadium,False,True,17886.0,Akron
401532429,2023,8,regular,2023-10-21T18:00:00.000Z,Bowling Green,Akron,41,14,Doyt L. Perry Stadium,False,True,10068.0,Akron
401532436,2023,10,regular,2023-11-01T23:30:00.000Z,Akron,Kent State,31,27,InfoCision Stadium,False,True,8113.0,Akron
401532441,2023,11,regular,2023-11-09T00:00:00.000Z,Miami (OH),Akron,19,0,Yager Stadium,False,True,7233.0,Akron
401532445,2023,12,regular,2023-11-15T00:00:00.000Z,Eastern Michigan,Akron,30,27,Rynearson Stadium,False,True,13664.0,Akron
401532452,2023,13,regular,2023-11-24T17:00:00.000Z,Akron,Ohio,14,25,InfoCision Stadium,False,True,6152.0,Akron
401520149,2023,1,regular,2023-09-02T23:30:00.000Z,Alabama,Middle Tennessee,56,7,Bryant-Denny Stadium,False,False,100077.0,Alabama
401520183,2023,2,regular,2023-09-09T23:00:00.000Z,Alabama,Texas,24,34,Bryant-Denny Stadium,False,False,100077.0,Alabama
401520244,2023,3,regular,2023-09-16T19:30:00.000Z,South Florida,Alabama,3,17,Raymond James Stadium,False,False,65138.0,Alabama
401520250,2023,4,regular,2023-09-23T19:30:00.000Z,Alabama,Ole Miss,24,10,Bryant-Denny Stadium,False,True,100077.0,Alabama
401520285,2023,5,regular,2023-10-01T01:00:00.000Z,Mississippi State,Alabama,17,40,Davis Wade Stadium,False,True,60111.0,Alabama
401520310,2023,6,regular,2023-10-07T19:30:00.000Z,Texas A&M,Alabama,20,26,Kyle Field,False,True,108101.0,Alabama
401520316,2023,7,regular,2023-10-14T16:00:00.000Z,Alabama,Arkansas,24,21,Bryant-Denny Stadium,False,True,100077.0,Alabama
401520333,2023,8,regular,2023-10-21T19:30:00.000Z,Alabama,Tennessee,34,20,Bryant-Denny Stadium,False,True,100077.0,Alabama
401520362,2023,10,regular,2023-11-04T23:45:00.000Z,Alabama,LSU,42,28,Bryant-Denny Stadium,False,True,100077.0,Alabama
401520386,2023,11,regular,2023-11-11T17:00:00.000Z,Kentucky,Alabama,21,49,Kroger Field,False,True,61936.0,Alabama
401520401,2023,12,regular,2023-11-18T17:00:00.000Z,Alabama,Chattanooga,66,10,Bryant-Denny Stadium,False,False,100077.0,Alabama
401520427,2023,13,regular,2023-11-25T20:30:00.000Z,Auburn,Alabama,24,27,Jordan-Hare Stadium,False,True,88043.0,Alabama
401539483,2023,14,regular,2023-12-02T21:00:00.000Z,Alabama,Georgia,27,24,Mercedes-Benz Stadium,True,True,78320.0,Alabama
401531835,2023,1,regular,2023-09-02T19:30:00.000Z,App State,Gardner-Webb,45,24,Kidd Brewer Stadium,False,False,36075.0,App State
401525495,2023,2,regular,2023-09-09T21:15:00.000Z,North Carolina,App State,40,34,Kenan Stadium,False,False,50500.0,App State
401531412,2023,3,regular,2023-09-16T19:30:00.000Z,App State,East Carolina,43,28,Kidd Brewer Stadium,False,False,40168.0,App State
