game_id,season,week,season_type,start_date,home_team,away_team,home_points,away_points,venue,neutral_site,conference_game,attendance,team
400787111,2015,1,regular,2015-09-05T19:30:00.000Z,Air Force,Morgan State,63,7,Falcon Stadium,False,False,33734.0,Air Force
400787117,2015,2,regular,2015-09-13T02:15:00.000Z,Air Force,San José State,37,16,Falcon Stadium,False,True,22389.0,Air Force
400763512,2015,3,regular,2015-09-19T16:00:00.000Z,Michigan State,Air Force,35,21,Spartan Stadium,False,False,74211.0,Air Force
400764876,2015,5,regular,2015-10-03T19:30:00.000Z,Navy,Air Force,33,11,Navy-Marine Corps Memorial Stadium,False,False,32705.0,Air Force
400787254,2015,6,regular,2015-10-11T02:26:00.000Z,Air Force,Wyoming,31,17,Falcon Stadium,False,True,22023.0,Air Force
400787260,2015,7,regular,2015-10-17T19:30:00.000Z,Colorado State,Air Force,38,23,Sonny Lubick Field at Hughes Stadium,False,True,32546.0,Air Force
400787266,2015,8,regular,2015-10-24T18:00:00.000Z,Air Force,Fresno State,42,14,Falcon Stadium,False,True,20213.0,Air Force
400787271,2015,9,regular,2015-11-01T02:30:00.000Z,Hawai'i,Air Force,7,58,Aloha Stadium,False,True,22430.0,Air Force
400760497,2015,10,regular,2015-11-07T20:30:00.000Z,Air Force,Army,20,3,Falcon Stadium,False,False,37716.0,Air Force
400787280,2015,11,regular,2015-11-14T19:00:00.000Z,Air Force,Utah State,35,28,Falcon Stadium,False,True,20083.0,Air Force
400790881,2015,12,regular,2015-11-21T02:30:00.000Z,Boise State,Air Force,30,37,Albertsons Stadium,False,True,30332.0,Air Force
400787292,2015,13,regular,2015-11-29T03:15:00.000Z,New Mexico,Air Force,47,35,University Stadium (NM),False,True,18868.0,Air Force
400852675,2015,14,regular,2015-12-06T00:30:00.000Z,San Diego State,Air Force,27,24,Qualcomm Stadium,False,True,20959.0,Air Force
400763404,2015,1,regular,2015-09-05T23:00:00.000Z,Oklahoma,Akron,41,3,"Memorial Stadium (Norman, OK)",False,False,85370.0,Akron
400756915,2015,2,regular,2015-09-12T22:00:00.000Z,Akron,Pittsburgh,7,24,InfoCision Stadium,False,False,23425.0,Akron
400787310,2015,3,regular,2015-09-19T16:00:00.000Z,Akron,Savannah St,52,9,InfoCision Stadium,False,False,16763.0,Akron
400787313,2015,4,regular,2015-09-26T23:00:00.000Z,Louisiana,Akron,14,35,Cajun Field,False,False,24679.0,Akron
400787316,2015,5,regular,2015-10-03T18:00:00.000Z,Akron,Ohio,12,14,InfoCision Stadium,False,True,17301.0,Akron
400787322,2015,6,regular,2015-10-10T19:00:00.000Z,Eastern Michigan,Akron,21,47,Rynearson Stadium,False,True,5638.0,Akron
400787331,2015,7,regular,2015-10-17T19:00:00.000Z,Bowling Green,Akron,59,10,Doyt L. Perry Stadium,False,True,20021.0,Akron
400787341,2015,9,regular,2015-10-31T18:00:00.000Z,Akron,Central Michigan,6,14,InfoCision Stadium,False,True,18981.0,Akron
400787348,2015,10,regular,2015-11-07T17:00:00.000Z,Massachusetts,Akron,13,17,Gillette Stadium,False,True,6228.0,Akron
400787353,2015,11,regular,2015-11-14T17:00:00.000Z,Miami (OH),Akron,28,37,Yager Stadium,False,True,15629.0,Akron
400787360,2015,12,regular,2015-11-21T20:30:00.000Z,Akron,Buffalo,42,21,InfoCision Stadium,False,True,15727.0,Akron
400787366,2015,13,regular,2015-11-27T17:00:00.000Z,Akron,Kent State,20,0,InfoCision Stadium,False,True,16391.0,Akron
400603827,2015,1,regular,2015-09-06T00:00:00.000Z,Alabama,Wisconsin,35,17,AT&T Stadium,True,False,64279.0,Alabama
400603860,2015,2,regular,2015-09-12T20:00:00.000Z,Alabama,Middle Tennessee,37,10,Bryant-Denny Stadium,False,False,98568.0,Alabama
400603850,2015,3,regular,2015-09-20T01:15:00.000Z,Alabama,Ole Miss,37,43,Bryant-Denny Stadium,False,True,101821.0,Alabama
400603841,2015,4,regular,2015-09-26T20:00:00.000Z,Alabama,UL Monroe,34,0,Bryant-Denny Stadium,False,False,101323.0,Alabama
400603879,2015,5,regular,2015-10-03T19:30:00.000Z,Georgia,Alabama,10,38,Sanford Stadium,False,True,92746.0,Alabama
400603899,2015,6,regular,2015-10-10T23:00:00.000Z,Alabama,Arkansas,27,14,Bryant-Denny Stadium,False,True,101821.0,Alabama
400603897,2015,7,regular,2015-10-17T19:30:00.000Z,Texas A&M,Alabama,23,41,Kyle Field,False,True,105733.0,Alabama
400603886,2015,8,regular,2015-10-24T19:30:00.000Z,Alabama,Tennessee,19,14,Bryant-Denny Stadium,False,True,101821.0,Alabama
400603905,2015,10,regular,2015-11-08T01:00:00.000Z,Alabama,LSU,30,16,Bryant-Denny Stadium,False,True,101821.0,Alabama
400603933,2015,11,regular,2015-11-14T20:30:00.000Z,Mississippi State,Alabama,6,31,Davis Wade Stadium,False,True,62435.0,Alabama
400603921,2015,12,regular,2015-11-21T21:00:00.000Z,Alabama,Charleston Southern,56,6,Bryant-Denny Stadium,False,False,100611.0,Alabama
400603913,2015,13,regular,2015-11-28T20:30:00.000Z,Auburn,Alabama,13,29,Jordan-Hare Stadium,False,True,87451.0,Alabama
400852681,2015,14,regular,2015-12-05T21:00:00.000Z,Alabama,Florida,29,15,Georgia Dome,True,True,75320.0,Alabama
400787412,2015,1,regular,2015-09-05T19:30:00.000Z,App State,Howard,49,0,Kidd Brewer Stadium,False,False,24314.0,App State
400756907,2015,2,regular,2015-09-12T16:30:00.000Z,Clemson,App State,41,10,"Memorial Stadium (Clemson, SC)",False,False,81467.0,App State
400763610,2015,4,regular,2015-09-26T19:30:00.000Z,Old Dominion,App State,0,49,S.B. Ballard Stadium,False,False,20118.0,App State
400787253,2015,5,regular,2015-10-03T19:30:00.000Z,App State,Wyoming,31,13,Kidd Brewer Stadium,False,False,19345.0,App State
400787448,2015,6,regular,2015-10-10T19:30:00.000Z,Georgia State,App State,3,37,Georgia Dome,False,True,10101.0,App State
400787451,2015,7,regular,2015-10-17T23:00:00.000Z,UL Monroe,App State,14,59,Malone Stadium,False,True,11767.0,App State
400787455,2015,8,regular,2015-10-22T23:30:00.000Z,App State,Georgia Southern,31,13,Kidd Brewer Stadium,False,True,24121.0,App State
400787460,2015,9,regular,2015-10-31T19:30:00.000Z,App State,Troy,44,41,Kidd Brewer Stadium,False,True,26130.0,App State
400787464,2015,10,regular,2015-11-06T00:30:00.000Z,App State,Arkansas State,27,40,Kidd Brewer Stadium,False,True,18721.0,App State
400787470,2015,11,regular,2015-11-14T22:00:00.000Z,Idaho,App State,20,47,Kibbie Dome,False,True,10113.0,App State
400787478,2015,13,regular,2015-11-28T19:00:00.000Z,App State,Louisiana,28,7,Kidd Brewer Stadium,False,True,16124.0,App State
400787482,2015,14,regular,2015-12-06T00:30:00.000Z,South Alabama,App State,27,34,Ladd Peebles Stadium,False,True,12346.0,App State
400756882,2015,1,regular,2015-09-04T02:00:00.000Z,Arizona,UTSA,42,32,Arizona Stadium,False,False,51111.0,Arizona
400756892,2015,2,regular,2015-09-12T23:00:00.000Z,Nevada,Arizona,20,44,Mackay Stadium,False,False,24355.0,Arizona
400757024,2015,3,regular,2015-09-20T03:00:00.000Z,Arizona,Northern Arizona,77,13,Arizona Stadium,False,False,51494.0,Arizona
400757036,2015,4,regular,2015-09-27T00:00:00.000Z,Arizona,UCLA,30,56,Arizona Stadium,False,True,56004.0,Arizona
400757041,2015,5,regular,2015-10-04T02:30:00.000Z,Stanford,Arizona,55,17,Stanford Stadium,False,True,46628.0,Arizona
400757046,2015,6,regular,2015-10-10T20:00:00.000Z,Arizona,Oregon State,44,7,Arizona Stadium,False,True,52987.0,Arizona
400757051,2015,7,regular,2015-10-18T01:00:00.000Z,Colorado,Arizona,31,38,Folsom Field,False,True,39666.0,Arizona
400757057,2015,8,regular,2015-10-24T20:00:00.000Z,Arizona,Washington State,42,45,Arizona Stadium,False,True,47847.0,Arizona
400757062,2015,9,regular,2015-11-01T03:00:00.000Z,Washington,Arizona,49,3,Husky Stadium,False,True,56749.0,Arizona
400757067,2015,10,regular,2015-11-08T03:30:00.000Z,USC,Arizona,38,30,Los Angeles Memorial Coliseum,False,True,76309.0,Arizona
400757074,2015,11,regular,2015-11-15T03:00:00.000Z,Arizona,Utah,37,30,Arizona Stadium,False,True,48912.0,Arizona
400757079,2015,12,regular,2015-11-21T20:30:00.000Z,Arizona State,Arizona,52,37,Mountain America Stadium,False,True,64885.0,Arizona
400603838,2015,1,regular,2015-09-05T23:00:00.000Z,Texas A&M,Arizona State,38,17,NRG Stadium,True,False,66308.0,Arizona State
400756893,2015,2,regular,2015-09-13T03:00:00.000Z,Arizona State,Cal Poly,35,21,Mountain America Stadium,False,False,46500.0,Arizona State
400787241,2015,3,regular,2015-09-19T02:00:00.000Z,Arizona State,New Mexico,34,10,Mountain America Stadium,False,False,43310.0,Arizona State
400757037,2015,4,regular,2015-09-27T02:30:00.000Z,Arizona State,USC,14,42,Mountain America Stadium,False,True,61904.0,Arizona State
400757042,2015,5,regular,2015-10-03T23:30:00.000Z,UCLA,Arizona State,23,38,Rose Bowl,False,True,80113.0,Arizona State
400757047,2015,6,regular,2015-10-11T02:00:00.000Z,Arizona State,Colorado,48,23,Mountain America Stadium,False,True,44157.0,Arizona State
400757052,2015,7,regular,2015-10-18T02:00:00.000Z,Utah,Arizona State,34,18,Rice-Eccles Stadium,False,True,46192.0,Arizona State
400757061,2015,9,regular,2015-10-30T02:30:00.000Z,Arizona State,Oregon,55,61,Mountain America Stadium,False,True,56534.0,Arizona State
400757068,2015,10,regular,2015-11-07T20:30:00.000Z,Washington State,Arizona State,38,24,Gesa Field,False,True,32952.0,Arizona State
400757075,2015,11,regular,2015-11-14T20:00:00.000Z,Arizona State,Washington,27,17,Mountain America Stadium,False,True,51695.0,Arizona State
400757079,2015,12,regular,2015-11-21T20:30:00.000Z,Arizona State,Arizona,52,37,Mountain America Stadium,False,True,64885.0,Arizona State
400757087,2015,13,regular,2015-11-29T03:00:00.000Z,California,Arizona State,48,46,California Memorial Stadium,False,True,45385.0,Arizona State
