game_id,season,week,season_type,start_date,home_team,away_team,home_points,away_points,venue,neutral_site,conference_game,attendance,team
312462005,2011,1,regular,2011-09-03T18:00:00.000Z,Air Force,South Dakota,37,20,Falcon Stadium,False,False,0.0,Air Force
312532005,2011,2,regular,2011-09-10T19:30:00.000Z,Air Force,TCU,19,35,Falcon Stadium,False,True,0.0,Air Force
312672005,2011,4,regular,2011-09-24T19:00:00.000Z,Air Force,Tennessee State,63,24,Falcon Stadium,False,False,0.0,Air Force
312742426,2011,5,regular,2011-10-01T16:00:00.000Z,Navy,Air Force,34,35,Navy-Marine Corps Memorial Stadium,False,False,0.0,Air Force
312810087,2011,6,regular,2011-10-08T19:30:00.000Z,Notre Dame,Air Force,59,33,Notre Dame Stadium,False,False,0.0,Air Force
312862005,2011,7,regular,2011-10-14T00:00:00.000Z,Air Force,San Diego State,27,41,Falcon Stadium,False,True,0.0,Air Force
312950068,2011,8,regular,2011-10-22T19:30:00.000Z,Boise State,Air Force,37,26,Albertsons Stadium,False,True,0.0,Air Force
313020167,2011,9,regular,2011-10-29T18:00:00.000Z,New Mexico,Air Force,0,42,University Stadium (NM),False,True,0.0,Air Force
313092005,2011,10,regular,2011-11-05T19:30:00.000Z,Air Force,Army,24,14,Falcon Stadium,False,False,0.0,Air Force
313162005,2011,11,regular,2011-11-12T19:00:00.000Z,Air Force,Wyoming,17,25,Falcon Stadium,False,True,0.0,Air Force
313232005,2011,12,regular,2011-11-19T23:00:00.000Z,Air Force,UNLV,45,17,Falcon Stadium,False,True,0.0,Air Force
313300036,2011,13,regular,2011-11-26T23:00:00.000Z,Colorado State,Air Force,21,45,Sonny Lubick Field at Hughes Stadium,False,True,0.0,Air Force
312460194,2011,1,regular,2011-09-03T16:00:00.000Z,Ohio State,Akron,42,0,Ohio Stadium,False,False,0.0,Akron
312532006,2011,2,regular,2011-09-10T22:00:00.000Z,Akron,Temple,3,41,InfoCision Stadium,False,True,0.0,Akron
312602132,2011,3,regular,2011-09-17T19:30:00.000Z,Cincinnati,Akron,59,14,Nippert Stadium,False,False,0.0,Akron
312672006,2011,4,regular,2011-09-24T18:00:00.000Z,Akron,VMI,36,13,InfoCision Stadium,False,False,0.0,Akron
312742199,2011,5,regular,2011-10-01T17:00:00.000Z,Eastern Michigan,Akron,31,23,Rynearson Stadium,False,True,0.0,Akron
312812006,2011,6,regular,2011-10-08T18:00:00.000Z,Akron,Florida International,17,27,InfoCision Stadium,False,False,0.0,Akron
312952006,2011,8,regular,2011-10-22T19:30:00.000Z,Akron,Ohio,20,37,InfoCision Stadium,False,True,0.0,Akron
313022006,2011,9,regular,2011-10-29T16:00:00.000Z,Akron,Central Michigan,22,23,InfoCision Stadium,False,True,0.0,Akron
313070193,2011,10,regular,2011-11-03T23:30:00.000Z,Miami (OH),Akron,35,3,Yager Stadium,False,True,0.0,Akron
313162006,2011,11,regular,2011-11-12T19:00:00.000Z,Akron,Kent State,3,35,InfoCision Stadium,False,True,0.0,Akron
313232084,2011,12,regular,2011-11-19T17:00:00.000Z,Buffalo,Akron,51,10,UB Stadium,False,True,0.0,Akron
313292711,2011,13,regular,2011-11-25T18:00:00.000Z,Western Michigan,Akron,68,19,Waldo Stadium,False,True,0.0,Akron
312460333,2011,1,regular,2011-09-03T16:20:00.000Z,Alabama,Kent State,48,7,Bryant-Denny Stadium,False,False,0.0,Alabama
312530213,2011,2,regular,2011-09-10T19:30:00.000Z,Penn State,Alabama,11,27,Beaver Stadium,False,False,0.0,Alabama
312600333,2011,3,regular,2011-09-17T23:30:00.000Z,Alabama,North Texas,41,0,Bryant-Denny Stadium,False,False,0.0,Alabama
312670333,2011,4,regular,2011-09-24T19:30:00.000Z,Alabama,Arkansas,38,14,Bryant-Denny Stadium,False,True,0.0,Alabama
312740057,2011,5,regular,2011-10-02T00:00:00.000Z,Florida,Alabama,10,38,Ben Hill Griffin Stadium,False,True,0.0,Alabama
312810333,2011,6,regular,2011-10-08T23:00:00.000Z,Alabama,Vanderbilt,34,0,Bryant-Denny Stadium,False,True,0.0,Alabama
312880145,2011,7,regular,2011-10-15T22:00:00.000Z,Ole Miss,Alabama,7,52,Vaught-Hemingway Stadium,False,True,0.0,Alabama
312950333,2011,8,regular,2011-10-22T23:15:00.000Z,Alabama,Tennessee,37,6,Bryant-Denny Stadium,False,True,0.0,Alabama
313090333,2011,10,regular,2011-11-06T00:00:00.000Z,Alabama,LSU,6,9,Bryant-Denny Stadium,False,True,0.0,Alabama
313160344,2011,11,regular,2011-11-13T00:45:00.000Z,Mississippi State,Alabama,7,24,Davis Wade Stadium,False,True,0.0,Alabama
313230333,2011,12,regular,2011-11-19T19:00:00.000Z,Alabama,Georgia Southern,45,21,Bryant-Denny Stadium,False,False,0.0,Alabama
313300002,2011,13,regular,2011-11-26T20:30:00.000Z,Auburn,Alabama,14,42,Jordan-Hare Stadium,False,True,0.0,Alabama
