game_id,season,week,season_type,start_date,home_team,away_team,home_points,away_points,venue,neutral_site,conference_game,attendance,team
222432005,2002,2,regular,2002-08-31T16:00:00.000Z,Air Force,Northwestern,52,3,Falcon Stadium,False,True,45114,Air Force
222502005,2002,3,regular,2002-09-07T19:00:00.000Z,Air Force,New Mexico,38,31,Falcon Stadium,False,True,36620,Air Force
222640025,2002,5,regular,2002-09-21T21:00:00.000Z,California,Air Force,21,23,California Memorial Stadium,False,True,0,Air Force
222710254,2002,6,regular,2002-09-28T19:00:00.000Z,Utah,Air Force,26,30,,False,True,35659,Air Force
222782005,2002,7,regular,2002-10-05T19:00:00.000Z,Air Force,Navy,48,7,Falcon Stadium,False,False,48550,Air Force
222852005,2002,8,regular,2002-10-13T02:00:00.000Z,Air Force,BYU,52,9,Falcon Stadium,False,True,42214,Air Force
222922005,2002,9,regular,2002-10-20T02:00:00.000Z,Air Force,Notre Dame,14,21,Falcon Stadium,False,False,56409,Air Force
222992751,2002,10,regular,2002-10-26T19:00:00.000Z,Wyoming,Air Force,34,26,War Memorial Stadium,False,True,15022,Air Force
223042005,2002,11,regular,2002-11-01T01:45:00.000Z,Air Force,Colorado State,12,31,Falcon Stadium,False,True,39063,Air Force
223130349,2002,12,regular,2002-11-09T20:00:00.000Z,Army,Air Force,30,49,Michie Stadium,False,True,39288,Air Force
223202439,2002,13,regular,2002-11-16T20:00:00.000Z,UNLV,Air Force,32,49,Sam Boyd Stadium,False,True,25417,Air Force
223272005,2002,14,regular,2002-11-23T17:00:00.000Z,Air Force,San Diego State,34,38,Falcon Stadium,False,True,31023,Air Force
222432294,2002,2,regular,2002-08-31T16:00:00.000Z,Iowa,Akron,57,21,Kinnick Stadium,False,False,51495,Akron
222500120,2002,3,regular,2002-09-07T22:00:00.000Z,Maryland,Akron,44,14,SECU Stadium,False,False,48057,Akron
222572006,2002,4,regular,2002-09-14T22:00:00.000Z,Akron,Central Michigan,17,24,,False,True,15629,Akron
222640258,2002,5,regular,2002-09-21T19:00:00.000Z,Virginia,Akron,48,29,Scott Stadium,False,False,56216,Akron
222712006,2002,6,regular,2002-09-28T22:00:00.000Z,Akron,Miami (OH),31,48,,False,True,17298,Akron
222782199,2002,7,regular,2002-10-05T22:00:00.000Z,Eastern Michigan,Akron,42,34,Rynearson Stadium,False,True,10075,Akron
222852006,2002,8,regular,2002-10-12T18:00:00.000Z,Akron,Liberty,49,21,,False,False,7132,Akron
222992116,2002,10,regular,2002-10-26T20:00:00.000Z,UCF,Akron,28,17,,False,True,18278,Akron
223062006,2002,11,regular,2002-11-02T21:30:00.000Z,Akron,Marshall,34,20,,False,True,13762,Akron
223130195,2002,12,regular,2002-11-09T19:00:00.000Z,Ohio,Akron,27,10,Peden Stadium,False,True,17788,Akron
223202006,2002,13,regular,2002-11-16T18:00:00.000Z,Akron,Buffalo,21,10,,False,True,4178,Akron
