game_id,season,week,season_type,start_date,home_team,away_team,home_points,away_points,venue,neutral_site,conference_game,attendance,team
400945246,2017,1,regular,2017-09-02T18:00:00.000Z,Air Force,VMI,62,0,Falcon Stadium,False,False,37286.0,Air Force
400935352,2017,3,regular,2017-09-16T16:00:00.000Z,Michigan,Air Force,29,13,Michigan Stadium,False,False,111387.0,Air Force
400945259,2017,4,regular,2017-09-23T23:00:00.000Z,Air Force,San Diego State,24,28,Falcon Stadium,False,True,27575.0,Air Force
400945263,2017,5,regular,2017-09-30T23:00:00.000Z,New Mexico,Air Force,56,38,University Stadium (NM),False,True,21864.0,Air Force
400941815,2017,6,regular,2017-10-07T19:30:00.000Z,Navy,Air Force,48,45,Navy-Marine Corps Memorial Stadium,False,False,38792.0,Air Force
400945272,2017,7,regular,2017-10-14T18:00:00.000Z,Air Force,UNLV,34,30,Falcon Stadium,False,True,26679.0,Air Force
400945278,2017,8,regular,2017-10-21T01:30:00.000Z,Nevada,Air Force,42,45,Mackay Stadium,False,True,16789.0,Air Force
400945283,2017,9,regular,2017-10-28T19:00:00.000Z,Colorado State,Air Force,28,45,Canvas Stadium,False,True,33074.0,Air Force
400934569,2017,10,regular,2017-11-04T19:30:00.000Z,Air Force,Army,0,21,Falcon Stadium,False,False,41875.0,Air Force
400945295,2017,11,regular,2017-11-12T03:15:00.000Z,Air Force,Wyoming,14,28,Falcon Stadium,False,True,24257.0,Air Force
400945300,2017,12,regular,2017-11-19T03:15:00.000Z,Boise State,Air Force,44,19,Albertsons Stadium,False,True,33030.0,Air Force
400945306,2017,13,regular,2017-11-26T03:15:00.000Z,Air Force,Utah State,38,35,Falcon Stadium,False,True,17252.0,Air Force
400935237,2017,1,regular,2017-09-02T16:00:00.000Z,Penn State,Akron,52,0,Beaver Stadium,False,False,101684.0,Akron
400944893,2017,2,regular,2017-09-09T22:30:00.000Z,Akron,Arkansas-Pine Bluff,52,3,InfoCision Stadium,False,False,17464.0,Akron
400934517,2017,3,regular,2017-09-16T16:00:00.000Z,Akron,Iowa State,14,41,InfoCision Stadium,False,False,22811.0,Akron
400944818,2017,4,regular,2017-09-23T22:00:00.000Z,Troy,Akron,22,17,Veterans Memorial Stadium (AL),False,False,27324.0,Akron
400944904,2017,5,regular,2017-09-30T22:00:00.000Z,Bowling Green,Akron,23,34,Doyt L. Perry Stadium,False,True,15111.0,Akron
400944988,2017,6,regular,2017-10-07T19:30:00.000Z,Akron,Ball State,31,3,InfoCision Stadium,False,True,20199.0,Akron
400944994,2017,7,regular,2017-10-15T17:00:00.000Z,Western Michigan,Akron,13,14,Waldo Stadium,False,True,16568.0,Akron
400944999,2017,8,regular,2017-10-21T16:00:00.000Z,Toledo,Akron,48,21,Glass Bowl,False,True,20414.0,Akron
400945007,2017,9,regular,2017-10-28T15:30:00.000Z,Akron,Buffalo,21,20,InfoCision Stadium,False,True,17427.0,Akron
400945013,2017,11,regular,2017-11-08T00:30:00.000Z,Miami (OH),Akron,24,14,Yager Stadium,False,True,12813.0,Akron
400945020,2017,12,regular,2017-11-15T00:00:00.000Z,Akron,Ohio,37,34,InfoCision Stadium,False,True,17832.0,Akron
400945026,2017,13,regular,2017-11-22T00:00:00.000Z,Akron,Kent State,24,14,InfoCision Stadium,False,True,21683.0,Akron
400955150,2017,14,regular,2017-12-02T17:00:00.000Z,Toledo,Akron,45,28,Ford Field,True,True,16225.0,Akron
400933827,2017,1,regular,2017-09-03T00:00:00.000Z,Alabama,Florida State,24,7,Mercedes-Benz Stadium,True,False,76330.0,Alabama
400933841,2017,2,regular,2017-09-09T19:30:00.000Z,Alabama,Fresno State,41,10,Bryant-Denny Stadium,False,False,101127.0,Alabama
400933854,2017,3,regular,2017-09-16T23:00:00.000Z,Alabama,Colorado State,41,23,Bryant-Denny Stadium,False,False,101821.0,Alabama
400933871,2017,4,regular,2017-09-23T19:30:00.000Z,Vanderbilt,Alabama,0,59,FirstBank Stadium,False,True,40350.0,Alabama
400933872,2017,5,regular,2017-10-01T01:00:00.000Z,Alabama,Ole Miss,66,3,Bryant-Denny Stadium,False,True,101821.0,Alabama
