game_id,season,week,season_type,start_date,home_team,away_team,home_points,away_points,venue,neutral_site,conference_game,attendance,team
401117494,2019,1,regular,2019-08-31T19:30:00.000Z,Air Force,Colgate,48,7,Falcon Stadium,False,False,33101.0,Air Force
401114185,2019,3,regular,2019-09-14T17:00:00.000Z,Colorado,Air Force,23,30,Folsom Field,False,False,49282.0,Air Force
401117506,2019,4,regular,2019-09-21T01:00:00.000Z,Boise State,Air Force,30,19,Albertsons Stadium,False,True,36498.0,Air Force
401117512,2019,5,regular,2019-09-28T00:00:00.000Z,Air Force,San José State,41,24,Falcon Stadium,False,True,24786.0,Air Force
401117516,2019,6,regular,2019-10-05T19:30:00.000Z,Navy,Air Force,34,25,Navy-Marine Corps Memorial Stadium,False,False,37957.0,Air Force
401117520,2019,7,regular,2019-10-12T23:00:00.000Z,Air Force,Fresno State,43,24,Falcon Stadium,False,True,22544.0,Air Force
401117525,2019,8,regular,2019-10-20T03:00:00.000Z,Hawai'i,Air Force,26,56,Aloha Stadium,False,True,23757.0,Air Force
401117530,2019,9,regular,2019-10-27T02:15:00.000Z,Air Force,Utah State,31,7,Falcon Stadium,False,True,19248.0,Air Force
401114331,2019,10,regular,2019-11-02T19:30:00.000Z,Air Force,Army,17,13,Falcon Stadium,False,False,41401.0,Air Force
401117544,2019,12,regular,2019-11-17T00:00:00.000Z,Colorado State,Air Force,21,38,Canvas Stadium,False,True,24914.0,Air Force
401183793,2019,13,regular,2019-11-23T19:00:00.000Z,New Mexico,Air Force,22,44,University Stadium (NM),False,True,13844.0,Air Force
401117556,2019,14,regular,2019-11-30T19:00:00.000Z,Air Force,Wyoming,20,6,Falcon Stadium,False,True,21425.0,Air Force
401112145,2019,1,regular,2019-08-31T16:00:00.000Z,Illinois,Akron,42,3,"Memorial Stadium (Champaign, IL)",False,False,30654.0,Akron
401114254,2019,2,regular,2019-09-07T16:00:00.000Z,Akron,UAB,20,31,InfoCision Stadium,False,False,18972.0,Akron
