game_id,season,week,season_type,start_date,home_team,away_team,home_points,away_points,venue,neutral_site,conference_game,attendance,team
292482005,2009,1,regular,2009-09-05T18:00:00.000Z,Air Force,Nicholls,72,0,Falcon Stadium,False,False,0.0,Air Force
292550135,2009,2,regular,2009-09-12T23:00:00.000Z,Minnesota,Air Force,20,13,Huntington Bank Stadium,False,True,0.0,Air Force
292620167,2009,3,regular,2009-09-19T23:30:00.000Z,New Mexico,Air Force,13,37,University Stadium (NM),False,True,0.0,Air Force
292692005,2009,4,regular,2009-09-26T18:00:00.000Z,Air Force,San Diego State,26,14,Falcon Stadium,False,True,0.0,Air Force
292762426,2009,5,regular,2009-10-03T19:30:00.000Z,Navy,Air Force,16,13,Navy-Marine Corps Memorial Stadium,False,False,0.0,Air Force
292832005,2009,6,regular,2009-10-10T23:30:00.000Z,Air Force,TCU,17,20,Falcon Stadium,False,True,0.0,Air Force
292902005,2009,7,regular,2009-10-17T18:00:00.000Z,Air Force,Wyoming,10,0,Falcon Stadium,False,True,0.0,Air Force
292970254,2009,8,regular,2009-10-24T20:00:00.000Z,Utah,Air Force,23,16,Rice-Eccles Stadium,False,True,0.0,Air Force
293040036,2009,9,regular,2009-10-31T20:00:00.000Z,Colorado State,Air Force,16,34,Sonny Lubick Field at Hughes Stadium,False,True,0.0,Air Force
293112005,2009,10,regular,2009-11-07T20:30:00.000Z,Air Force,Army,35,7,Falcon Stadium,False,False,0.0,Air Force
293182005,2009,11,regular,2009-11-14T23:00:00.000Z,Air Force,UNLV,45,17,Falcon Stadium,False,True,0.0,Air Force
293250252,2009,12,regular,2009-11-21T20:30:00.000Z,BYU,Air Force,38,21,LaVell Edwards Stadium,False,True,0.0,Air Force
292480213,2009,1,regular,2009-09-05T16:00:00.000Z,Penn State,Akron,31,7,Beaver Stadium,False,False,0.0,Akron
292552006,2009,2,regular,2009-09-12T18:00:00.000Z,Akron,Morgan State,41,0,InfoCision Stadium,False,False,0.0,Akron
292622006,2009,3,regular,2009-09-19T19:30:00.000Z,Akron,Indiana,21,38,InfoCision Stadium,False,False,0.0,Akron
292692117,2009,4,regular,2009-09-26T19:30:00.000Z,Central Michigan,Akron,48,21,Kelly/Shorts Stadium,False,True,0.0,Akron
292832006,2009,6,regular,2009-10-10T22:00:00.000Z,Akron,Ohio,7,19,InfoCision Stadium,False,True,0.0,Akron
292902084,2009,7,regular,2009-10-17T19:30:00.000Z,Buffalo,Akron,21,17,UB Stadium,False,True,0.0,Akron
292970183,2009,8,regular,2009-10-24T19:30:00.000Z,Syracuse,Akron,28,14,JMA Wireless Dome,False,False,0.0,Akron
293042459,2009,9,regular,2009-10-31T16:00:00.000Z,Northern Illinois,Akron,27,10,Huskie Stadium,False,True,0.0,Akron
293112006,2009,10,regular,2009-11-07T20:30:00.000Z,Akron,Kent State,28,20,InfoCision Stadium,False,True,0.0,Akron
293172006,2009,11,regular,2009-11-14T01:30:00.000Z,Akron,Temple,17,56,InfoCision Stadium,False,True,0.0,Akron
293240189,2009,12,regular,2009-11-20T22:30:00.000Z,Bowling Green,Akron,36,20,Doyt L. Perry Stadium,False,True,0.0,Akron
293312006,2009,13,regular,2009-11-27T19:00:00.000Z,Akron,Eastern Michigan,28,21,InfoCision Stadium,False,True,0.0,Akron
292480259,2009,1,regular,2009-09-06T00:00:00.000Z,Virginia Tech,Alabama,24,34,Georgia Dome,True,False,0.0,Alabama
292550333,2009,2,regular,2009-09-12T23:00:00.000Z,Alabama,Florida International,40,14,Bryant-Denny Stadium,False,False,0.0,Alabama
292620333,2009,3,regular,2009-09-19T16:20:00.000Z,Alabama,North Texas,53,7,Bryant-Denny Stadium,False,False,0.0,Alabama
292690333,2009,4,regular,2009-09-26T19:30:00.000Z,Alabama,Arkansas,35,7,Bryant-Denny Stadium,False,True,0.0,Alabama
292760096,2009,5,regular,2009-10-03T16:21:00.000Z,Kentucky,Alabama,20,38,Kroger Field,False,True,0.0,Alabama
292830145,2009,6,regular,2009-10-10T19:30:00.000Z,Ole Miss,Alabama,3,22,Vaught-Hemingway Stadium,False,True,0.0,Alabama
292900333,2009,7,regular,2009-10-17T23:45:00.000Z,Alabama,South Carolina,20,6,Bryant-Denny Stadium,False,True,0.0,Alabama
292970333,2009,8,regular,2009-10-24T19:30:00.000Z,Alabama,Tennessee,12,10,Bryant-Denny Stadium,False,True,0.0,Alabama
293110333,2009,10,regular,2009-11-07T20:30:00.000Z,Alabama,LSU,24,15,Bryant-Denny Stadium,False,True,0.0,Alabama
293180344,2009,11,regular,2009-11-15T00:00:00.000Z,Mississippi State,Alabama,3,31,Davis Wade Stadium,False,True,0.0,Alabama
293250333,2009,12,regular,2009-11-21T17:21:00.000Z,Alabama,Chattanooga,45,0,Bryant-Denny Stadium,False,False,0.0,Alabama
293310002,2009,13,regular,2009-11-27T19:30:00.000Z,Auburn,Alabama,21,26,Jordan-Hare Stadium,False,True,0.0,Alabama
293390333,2009,14,regular,2009-12-05T21:00:00.000Z,Alabama,Florida,32,13,Georgia Dome,True,True,0.0,Alabama
292480151,2009,1,regular,2009-09-05T16:00:00.000Z,East Carolina,App State,29,24,Dowdy-Ficklen Stadium,False,False,0.0,App State
292552026,2009,2,regular,2009-09-12T19:30:00.000Z,App State,McNeese,35,40,Kidd Brewer Stadium,False,False,,App State
292692026,2009,4,regular,2009-09-26T19:30:00.000Z,App State,Samford,20,7,Kidd Brewer Stadium,False,True,,App State
292762643,2009,5,regular,2009-10-03T17:00:00.000Z,The Citadel,App State,27,30,Johnson Hagood Stadium,False,True,,App State
292832026,2009,6,regular,2009-10-10T19:30:00.000Z,App State,North Carolina Central,55,21,Kidd Brewer Stadium,False,False,,App State
292902747,2009,7,regular,2009-10-17T19:00:00.000Z,Wofford,App State,34,44,Gibbs Stadium,False,True,,App State
292972026,2009,8,regular,2009-10-24T19:00:00.000Z,App State,Georgia Southern,52,16,Kidd Brewer Stadium,False,True,,App State
