GameID,Date,TeamName,FGM,FGA,fieldGoalPct,3PM,3PA,threePointFieldGoalPct,FTM,FTA,freeThrowPct,totalRebounds,offensiveRebounds,defensiveRebounds,assists,steals,blocks,turnovers,fastBreakPoints,pointsInPaint,largestLead,teamTurnovers,totalTurnovers,technicalFouls,totalTechnicalFouls,flagrantFouls,turnoverPoints,fouls
401620424,20240908,Lynx,27,66,40.9,7,24,29.2,17,17,100.0,38,7,31,19,7,1,16,7,28,7,0,16,0,0,0,13,11
401620424,20240908,Mystics,29,70,41.4,11,32,34.4,2,3,66.7,35,8,27,19,6,3,14,7,26,6,2,16,0,0,0,21,15
401620425,20240908,Dream,39,94,41.5,9,26,34.6,13,18,72.2,38,15,23,19,8,5,8,7,50,16,0,8,0,0,0,9,21
401620425,20240908,Fever,37,68,54.4,10,25,40.0,20,25,80.0,37,7,30,23,5,4,17,12,40,5,2,19,0,0,0,9,19
401620426,20240908,Aces,23,64,35.9,15,33,45.5,10,10,100.0,27,2,25,18,7,4,11,10,16,8,1,12,0,0,0,13,23
401620426,20240908,Liberty,27,69,39.1,5,24,20.8,16,22,72.7,39,10,29,21,8,5,11,7,36,20,0,11,0,0,0,14,13
401620427,20240908,Wings,30,74,40.5,3,15,20.0,14,19,73.7,34,13,21,21,6,4,14,14,42,0,0,14,1,1,0,17,21
401620427,20240908,Sky,35,70,50.0,5,13,38.5,17,23,73.9,38,8,30,19,6,4,12,23,46,26,2,14,0,0,0,8,18
401620428,20240908,Sun,32,69,46.4,6,18,33.3,9,16,56.3,33,8,25,22,9,5,11,12,50,12,3,14,0,0,0,7,16
401620428,20240908,Sparks,22,54,40.7,7,14,50.0,16,20,80.0,28,4,24,15,5,2,19,2,24,7,1,20,0,0,0,21,20
