GameID,Date,TeamName,FGM,FGA,fieldGoalPct,3PM,3PA,threePointFieldGoalPct,FTM,FTA,freeThrowPct,totalRebounds,offensiveRebounds,defensiveRebounds,assists,steals,blocks,turnovers,fastBreakPoints,pointsInPaint,largestLead,teamTurnovers,totalTurnovers,technicalFouls,totalTechnicalFouls,flagrantFouls,turnoverPoints,fouls
401620242,20240525,Liberty,26,68,38.2,7,29,24.1,8,10,80.0,30,9,21,18,8,3,16,15,36,2,2,18,0,0,0,25,11
401620242,20240525,Lynx,32,67,47.8,14,28,50.0,6,6,100.0,35,8,27,26,8,7,16,15,32,21,0,16,1,1,0,17,16
401620243,20240525,Sun,31,63,49.2,6,17,35.3,18,21,85.7,38,16,22,17,5,4,17,11,40,7,3,20,0,0,1,23,16
401620243,20240525,Sky,28,64,43.8,8,17,47.1,18,22,81.8,21,9,12,18,13,3,11,14,34,10,2,13,0,0,0,14,24
401620244,20240525,Fever,30,70,42.9,10,27,37.0,10,13,76.9,36,6,30,20,4,3,12,9,34,6,1,13,0,0,0,10,16
401620244,20240525,Aces,35,73,47.9,13,35,37.1,16,18,88.9,36,6,30,24,7,4,8,19,28,23,0,8,0,0,0,6,14
401620245,20240525,Mystics,24,70,34.3,7,20,35.0,14,15,93.3,27,12,15,13,7,0,14,5,30,3,1,15,0,0,0,21,15
401620245,20240525,Storm,37,60,61.7,12,22,54.5,15,18,83.3,33,5,28,27,6,6,16,10,44,32,1,17,0,0,0,17,19
401620246,20240525,Wings,39,75,52.0,10,20,50.0,19,21,90.5,38,14,24,23,10,5,18,13,52,24,1,19,1,1,0,20,14
401620246,20240525,Mercury,31,75,41.3,14,35,40.0,16,17,94.1,25,8,17,26,7,6,19,12,26,5,0,19,2,2,0,25,15
