GameID,Date,TeamName,FGM,FGA,fieldGoalPct,3PM,3PA,threePointFieldGoalPct,FTM,FTA,freeThrowPct,totalRebounds,offensiveRebounds,defensiveRebounds,assists,steals,blocks,turnovers,fastBreakPoints,pointsInPaint,largestLead,teamTurnovers,totalTurnovers,technicalFouls,totalTechnicalFouls,flagrantFouls,turnoverPoints,fouls
401620407,20240901,Storm,30,71,42.3,4,21,19.0,22,24,91.7,31,9,22,22,9,3,12,8,42,2,0,12,0,0,0,12,25
401620407,20240901,Sun,32,59,54.2,3,9,33.3,26,38,68.4,32,9,23,19,7,7,14,10,56,13,1,15,1,1,0,15,18
401620408,20240901,Sky,27,59,45.8,2,9,22.2,18,19,94.7,38,11,27,15,5,1,21,10,42,0,0,21,1,1,0,27,18
401620408,20240901,Lynx,32,70,45.7,5,22,22.7,10,12,83.3,24,9,15,23,10,2,10,14,26,13,0,10,1,1,0,10,15
401620409,20240901,Fever,37,70,52.9,11,22,50.0,15,17,88.2,38,9,29,24,7,9,20,13,38,8,0,20,0,0,0,24,21
401620409,20240901,Wings,29,74,39.2,13,31,41.9,22,27,81.5,34,8,26,22,8,2,13,14,24,9,0,13,1,1,1,7,18
401620411,20240901,Aces,37,66,56.1,11,32,34.4,12,15,80.0,35,6,29,32,10,2,13,14,44,34,1,14,0,0,0,16,15
401620411,20240901,Mercury,29,61,47.5,7,22,31.8,14,18,77.8,24,4,20,23,9,2,15,12,34,2,0,15,3,3,0,21,14
401620410,20240901,Dream,32,70,45.7,7,17,41.2,9,13,69.2,42,13,29,22,4,3,9,10,38,27,0,9,0,0,0,12,17
401620410,20240901,Sparks,23,62,37.1,3,21,14.3,13,18,72.2,31,7,24,14,5,2,9,8,36,0,0,9,0,0,0,9,14
