GameID,Date,TeamName,FGM,FGA,fieldGoalPct,3PM,3PA,threePointFieldGoalPct,FTM,FTA,freeThrowPct,totalRebounds,offensiveRebounds,defensiveRebounds,assists,steals,blocks,turnovers,fastBreakPoints,pointsInPaint,largestLead,teamTurnovers,totalTurnovers,technicalFouls,totalTechnicalFouls,flagrantFouls,turnoverPoints,fouls
401620397,20240828,Sun,30,66,45.5,8,24,33.3,12,17,70.6,27,4,23,19,14,4,14,25,38,6,2,16,0,0,0,21,13
401620397,20240828,Fever,31,66,47.0,13,30,43.3,9,11,81.8,35,8,27,20,5,5,19,5,28,9,1,20,1,1,0,20,17
401620398,20240828,Mystics,29,66,43.9,8,21,38.1,8,13,61.5,25,7,18,19,10,6,12,14,34,12,1,13,0,0,0,14,13
401620398,20240828,Sky,27,58,46.6,5,14,35.7,11,15,73.3,36,10,26,19,2,4,21,2,42,7,2,23,0,0,0,21,17
401620399,20240828,Liberty,32,63,50.8,10,28,35.7,14,19,73.7,32,7,25,25,4,5,19,4,44,1,1,20,0,0,0,29,22
401620399,20240828,Sparks,35,68,51.5,8,21,38.1,16,22,72.7,28,5,23,24,12,4,10,17,48,14,2,12,0,0,0,11,16
401620400,20240828,Lynx,33,72,45.8,11,26,42.3,12,16,75.0,39,12,27,25,9,4,14,18,28,23,1,15,1,1,0,15,16
401620400,20240828,Mercury,26,68,38.2,7,23,30.4,17,23,73.9,37,13,24,15,7,3,19,4,30,2,0,19,3,3,0,25,15
401620401,20240828,Dream,32,73,43.8,6,21,28.6,11,12,91.7,36,7,29,23,5,5,13,2,46,4,1,14,1,1,0,17,17
401620401,20240828,Storm,31,72,43.1,8,17,47.1,15,18,83.3,37,5,32,19,6,5,7,13,34,13,1,8,0,0,1,6,12
