Date,Rank,Team,Conf,W-L,AdjEM,AdjO,AdjO_Rk,AdjD,AdjD_Rk,AdjT,AdjT_Rk,Luck,Luck_Rk,SOS_AdjEM,SOS_AdjEM_Rk,OppO,OppO_Rk,OppD,OppD_Rk,NC_SOS_AdjEM,NC_SOS_AdjEM_Rk
2015-02-22,1,Kentucky,SEC,27-0,.9801,118.5,8,84.4,1,63.5,252,+.062,56,.6642,32,105.2,28,99.2,44,.5935,74
2015-02-22,2,Virginia,ACC,24-1,.9629,113.1,20,85.2,2,58.2,349,+.073,44,.6703,28,105.2,31,98.9,31,.5239,154
2015-02-22,3,Arizona,P12,24-3,.9598,114.7,13,87.1,3,66.7,80,-.040,270,.6310,56,104.0,70,99.3,47,.5144,167
2015-02-22,4,Utah,P12,21-4,.9557,114.2,15,87.4,4,61.7,310,-.018,224,.6261,60,103.9,73,99.3,50,.5373,136
2015-02-22,5,Wisconsin,B10,25-2,.9535,123.4,1,94.9,46,59.5,344,+.017,142,.6542,37,103.9,75,98.3,16,.6219,41
2015-02-22,6,Gonzaga,WCC,28-1,.9502,120.9,3,93.5,33,65.2,153,+.031,119,.5902,81,104.3,61,101.0,115,.6123,55
2015-02-22,7,Villanova,BE,25-2,.9467,119.0,5,92.6,21,64.6,189,+.035,109,.6540,39,104.4,55,98.8,30,.5138,168
2015-02-22,8,Duke,ACC,24-3,.9392,120.4,4,94.9,48,67.6,52,+.078,35,.6986,13,106.7,7,99.2,45,.5542,115
2015-02-22,9,Kansas,B12,22-5,.9265,115.3,12,92.5,18,66.9,72,+.113,9,.7918,1,107.1,3,95.3,1,.7447,9
2015-02-22,10,Oklahoma,B12,19-8,.9182,110.1,41,89.2,7,68.2,34,-.043,273,.7188,7,106.5,10,98.1,14,.5370,137
2015-02-22,11,Northern Iowa,MVC,26-2,.9121,111.5,31,91.0,12,58.5,348,-.006,195,.4951,151,102.0,161,102.2,174,.5155,166
2015-02-22,12,Baylor,B12,20-7,.9107,113.9,16,93.1,27,62.6,288,-.019,229,.7123,9,104.9,40,97.0,4,.5062,179
2015-02-22,13,Iowa St.,B12,20-6,.9051,118.8,6,97.7,90,70.5,9,+.012,150,.6894,18,105.0,38,97.9,13,.4601,238
2015-02-22,14,North Carolina,ACC,19-8,.9047,116.9,11,96.1,63,70.2,16,-.036,260,.7524,2,107.3,2,97.4,8,.7018,16
2015-02-22,15,Wichita St.,MVC,24-3,.9045,113.8,17,93.6,34,62.6,289,+.036,107,.5470,113,101.7,174,100.0,71,.6247,38
