Date,Rank,Team,Conf,W-L,AdjEM,AdjO,AdjO_Rk,AdjD,AdjD_Rk,AdjT,AdjT_Rk,Luck,Luck_Rk,SOS_AdjEM,SOS_AdjEM_Rk,OppO,OppO_Rk,OppD,OppD_Rk,NC_SOS_AdjEM,NC_SOS_AdjEM_Rk
2020-12-03,1,Gonzaga,WCC,2-0,+29.33,117.2,1,87.9,15,75.2,24,+.022,66,+17.23,21,107.0,27,89.8,16,+17.23,21
2020-12-03,2,Baylor,B12,2-0,+28.08,115.0,3,86.9,6,70.8,254,+.000,85,+2.87,122,100.0,130,97.1,116,+2.87,122
2020-12-03,3,Villanova,BE,3-1,+24.90,114.1,4,89.2,27,67.6,350,+.012,72,+10.35,54,105.2,42,94.9,73,+10.35,54
2020-12-03,4,Texas,B12,3-0,+24.14,109.4,20,85.3,2,70.0,296,+.108,22,+7.67,79,103.2,75,95.6,87,+7.67,79
2020-12-03,5,Kansas,B12,2-1,+23.77,109.9,14,86.2,5,74.2,48,+.064,48,+16.91,23,109.1,11,92.2,30,+16.91,23
2020-12-03,6,Duke,ACC,1-1,+23.64,110.9,9,87.3,9,74.5,35,-.072,307,+1.09,138,98.4,153,97.3,121,+1.09,138
2020-12-03,7,Wisconsin,B10,3-0,+23.41,109.6,16,86.1,4,68.3,345,+.045,57,-13.57,235,91.8,235,105.3,225,-13.57,235
2020-12-03,8,West Virginia,B12,3-0,+23.02,110.1,13,87.0,7,71.7,188,+.000,83,+10.54,53,105.4,41,94.8,72,+10.54,53
2020-12-03,9,Texas Tech,B12,2-1,+22.87,108.4,29,85.6,3,70.8,253,-.095,316,-4.68,179,97.5,172,102.2,194,-4.68,179
2020-12-03,10,Michigan St.,B10,3-0,+22.43,111.1,8,88.7,23,73.3,81,+.026,65,+10.04,56,104.2,58,94.1,59,+10.04,56
2020-12-03,11,Houston,Amer,3-0,+21.81,110.4,10,88.6,21,69.5,319,+.122,18,+4.88,108,100.5,120,95.6,88,+4.88,108
2020-12-03,12,Iowa,B10,2-0,+21.66,115.6,2,93.9,74,73.5,74,+.000,88,-12.46,229,92.5,229,104.9,218,-12.46,229
2020-12-03,13,Virginia,ACC,2-1,+21.16,106.4,55,85.2,1,63.8,357,-.187,344,-2.58,165,99.4,136,102.0,191,-2.58,165
2020-12-03,14,Ohio St.,B10,2-0,+21.08,109.3,22,88.2,16,70.4,272,+.045,56,-8.46,204,95.5,200,103.9,210,-8.46,204
2020-12-03,15,North Carolina,ACC,3-0,+20.93,108.5,27,87.5,11,73.3,87,+.076,37,+4.38,110,100.6,116,96.2,98,+4.38,110
2020-12-03,16,Creighton,BE,2-0,+20.86,112.2,6,91.3,49,71.9,177,+.029,62,-6.55,193,94.3,216,100.9,174,-6.55,193
2020-12-03,17,Indiana,B10,3-1,+20.38,108.0,35,87.6,13,70.7,258,+.069,44,+12.02,41,102.9,81,90.8,25,+12.02,41
2020-12-03,18,Florida St.,ACC,0-0,+20.02,108.5,26,88.5,18,73.5,72,+.000,89,-99.00,253,0.0,253,200.0,253,-99.00,253
2020-12-03,19,Tennessee,SEC,0-0,+19.98,108.6,25,88.7,22,70.3,282,+.000,89,-99.00,253,0.0,253,200.0,253,-99.00,253
2020-12-03,20,Louisville,ACC,4-0,+19.97,109.3,21,89.4,28,69.6,312,+.084,32,-2.53,164,97.3,175,99.8,164,-2.53,164
2020-12-03,21,Oregon,P12,0-0,+19.94,109.6,15,89.6,29,69.8,301,+.000,89,-99.00,253,0.0,253,200.0,253,-99.00,253
2020-12-03,22,Kentucky,SEC,1-2,+19.92,107.4,39,87.5,10,71.9,176,-.285,356,+8.97,65,103.4,72,94.4,64,+8.97,65
2020-12-03,23,Illinois,B10,3-0,+19.91,109.5,17,89.6,30,72.5,130,+.112,21,-12.73,230,92.4,230,105.1,222,-12.73,230
2020-12-03,24,Virginia Tech,ACC,3-0,+19.83,109.5,18,89.7,31,69.2,328,+.007,73,+5.58,99,101.7,100,96.1,96,+5.58,99
2020-12-03,25,Michigan,B10,2-0,+19.28,110.3,11,91.0,43,72.3,145,+.001,79,-8.86,206,96.4,182,105.3,224,-8.86,206
2020-12-03,26,Purdue,B10,2-1,+19.08,110.2,12,91.2,48,70.4,273,-.052,300,+2.77,124,100.2,128,97.4,122,+2.77,124
2020-12-03,27,Clemson,ACC,2-0,+18.58,106.3,56,87.7,14,70.8,257,+.000,89,+14.25,29,107.5,20,93.3,49,+14.25,29
2020-12-03,28,Oklahoma St.,B12,3-0,+18.46,107.0,48,88.5,20,72.5,128,+.067,46,+4.98,106,100.7,115,95.7,89,+4.98,106
2020-12-03,29,Arizona St.,P12,2-1,+18.44,111.5,7,93.0,67,76.1,12,+.017,69,+6.21,91,104.2,57,98.0,134,+6.21,91
2020-12-03,30,Florida,SEC,1-0,+18.43,108.3,31,89.8,34,70.7,259,+.000,89,-5.11,184,93.6,222,98.7,150,-5.11,184
2020-12-03,31,Rutgers,B10,3-0,+18.34,106.0,59,87.6,12,72.7,117,+.000,84,-9.85,215,95.9,193,105.7,229,-9.85,215
2020-12-03,32,Oklahoma,B12,0-0,+18.00,108.1,34,90.1,37,73.5,75,+.000,89,-99.00,253,0.0,253,200.0,253,-99.00,253
2020-12-03,33,San Diego St.,MWC,2-0,+17.87,107.6,37,89.8,32,69.2,327,+.000,89,+5.45,101,102.0,95,96.5,102,+5.45,101
