Date,Rank,Team,Conf,W-L,AdjEM,AdjO,AdjO_Rk,AdjD,AdjD_Rk,AdjT,AdjT_Rk,Luck,Luck_Rk,SOS_AdjEM,SOS_AdjEM_Rk,OppO,OppO_Rk,OppD,OppD_Rk,NC_SOS_AdjEM,NC_SOS_AdjEM_Rk
2021-03-08,1,Gonzaga,WCC,25-0,+37.53,125.9,1,88.3,6,75.2,4,+.015,138,+6.42,98,105.4,107,99.0,103,+5.50,109
2021-03-08,2,Baylor,B12,21-1,+32.82,125.3,3,92.5,32,68.3,191,+.058,61,+8.55,80,106.4,87,97.8,78,-4.56,269
2021-03-08,3,Michigan,B10,19-3,+31.78,119.3,6,87.5,4,67.3,245,+.054,69,+15.83,15,111.1,12,95.3,20,+2.51,162
2021-03-08,4,Iowa,B10,20-7,+30.42,125.7,2,95.2,61,70.0,105,-.030,245,+15.44,16,110.0,20,94.5,10,-5.69,279
2021-03-08,5,Illinois,B10,20-6,+30.34,118.7,8,88.3,7,70.6,88,+.016,137,+17.51,6,112.1,6,94.6,11,+8.22,75
2021-03-08,6,Houston,Amer,21-3,+28.93,117.7,9,88.8,10,65.4,318,-.019,223,+6.07,105,104.0,139,98.0,81,+1.48,181
2021-03-08,7,Ohio St.,B10,18-8,+26.01,122.7,4,96.7,80,67.1,254,-.009,203,+17.32,7,111.3,10,94.0,5,+2.69,157
2021-03-08,8,Alabama,SEC,21-6,+25.03,111.6,41,86.6,3,74.4,8,+.009,151,+13.49,28,109.5,29,96.0,30,+8.63,67
2021-03-08,9,Loyola Chicago,MVC,24-4,+24.67,111.1,50,86.4,1,64.3,341,-.020,225,+3.60,130,104.3,133,100.7,132,+4.04,133
2021-03-08,10,Villanova,BE,16-5,+24.01,118.7,7,94.7,55,65.3,324,+.020,130,+12.21,42,109.1,37,96.9,54,+6.99,87
2021-03-08,11,Virginia,ACC,17-6,+23.89,116.4,13,92.5,31,60.1,357,+.034,100,+11.50,50,109.3,35,97.8,77,-0.07,203
2021-03-08,12,Wisconsin,B10,16-11,+23.88,113.3,29,89.4,13,65.2,326,-.052,289,+17.08,9,111.3,9,94.3,8,+1.05,188
2021-03-08,13,Purdue,B10,18-8,+23.70,114.1,22,90.4,18,66.7,272,+.029,110,+16.49,12,111.2,11,94.7,12,+5.35,113
2021-03-08,14,Florida St.,ACC,15-5,+23.56,117.6,10,94.0,47,70.9,77,-.008,197,+11.27,54,108.3,50,97.0,59,+4.11,131
2021-03-08,15,USC,P12,21-6,+23.36,113.0,31,89.7,14,67.6,225,+.004,165,+9.93,68,107.6,64,97.6,72,+4.78,118
2021-03-08,16,Colorado,P12,20-7,+23.24,114.8,19,91.6,25,66.9,262,-.041,264,+9.48,71,107.2,72,97.7,74,+0.37,197
2021-03-08,17,Creighton,BE,18-7,+22.92,117.0,12,94.1,49,69.4,136,-.034,253,+11.52,48,107.6,61,96.1,33,-1.96,231
2021-03-08,18,Arkansas,SEC,21-5,+22.91,113.7,27,90.8,22,73.0,21,+.065,47,+9.95,67,107.4,67,97.4,68,-5.95,284
2021-03-08,19,San Diego St.,MWC,20-4,+22.38,111.1,49,88.7,9,66.5,277,-.003,186,+5.05,113,105.1,110,100.1,123,+10.26,49
2021-03-08,20,BYU,WCC,19-5,+22.07,114.1,23,92.0,28,68.0,206,+.047,81,+8.63,79,106.9,77,98.2,86,+8.19,76
2021-03-08,21,Texas Tech,B12,17-9,+21.91,113.2,30,91.3,24,65.5,313,-.073,311,+10.01,65,107.4,68,97.4,66,-6.02,285
2021-03-08,22,Kansas,B12,19-8,+21.81,110.4,57,88.6,8,68.5,179,+.034,98,+14.12,21,110.0,19,95.8,26,+9.83,54
2021-03-08,23,Tennessee,SEC,17-7,+21.79,109.3,73,87.5,5,67.0,256,+.005,160,+11.28,53,108.1,55,96.8,48,-1.03,217
2021-03-08,24,Connecticut,BE,14-6,+21.71,114.0,25,92.3,29,66.0,300,-.050,284,+11.91,45,108.1,53,96.2,34,-2.96,249
2021-03-08,25,West Virginia,B12,18-8,+21.29,117.4,11,96.1,73,69.6,124,-.024,236,+13.81,23,109.0,41,95.2,18,+12.42,32
