Date,Rank,Team,Conf,W-L,AdjEM,AdjO,AdjO_Rk,AdjD,AdjD_Rk,AdjT,AdjT_Rk,Luck,Luck_Rk,SOS_AdjEM,SOS_AdjEM_Rk,OppO,OppO_Rk,OppD,OppD_Rk,NC_SOS_AdjEM,NC_SOS_AdjEM_Rk
2020-12-06,1,Gonzaga,WCC,3-0,+29.20,117.3,1,88.1,17,76.2,15,+.083,47,+18.69,12,108.2,12,89.5,12,+18.69,14
2020-12-06,2,Baylor,B12,3-0,+28.70,116.0,2,87.3,8,70.2,282,+.012,87,+7.85,80,102.7,88,94.9,76,+7.85,82
2020-12-06,3,Villanova,BE,3-1,+24.84,114.3,4,89.4,27,67.2,350,+.012,88,+9.91,51,104.7,49,94.8,75,+9.91,52
2020-12-06,4,Texas,B12,4-0,+24.08,109.7,18,85.6,2,69.5,306,+.165,18,+11.50,42,104.8,45,93.3,48,+11.50,43
2020-12-06,5,Texas Tech,B12,3-1,+23.35,108.7,28,85.4,1,70.3,276,-.090,301,-7.23,234,95.8,218,103.1,235,-7.23,232
2020-12-06,6,Duke,ACC,2-1,+23.34,110.7,10,87.3,9,73.4,67,-.068,291,-6.34,221,95.0,234,101.4,205,-6.34,219
2020-12-06,7,West Virginia,B12,3-1,+23.09,110.3,13,87.2,7,72.5,128,-.036,270,+15.29,23,108.4,10,93.1,44,+15.29,25
2020-12-06,8,Wisconsin,B10,3-1,+23.03,109.9,15,86.9,5,67.4,348,-.094,308,-6.54,223,95.6,224,102.1,220,-6.54,221
2020-12-06,9,Kansas,B12,4-1,+22.36,109.2,21,86.8,4,73.3,71,+.122,31,+10.84,47,105.4,38,94.5,64,+10.84,48
2020-12-06,10,Houston,Amer,4-0,+21.87,110.8,9,88.9,21,69.3,316,+.124,30,+6.08,99,101.0,130,94.9,79,+6.08,100
2020-12-06,11,Iowa,B10,3-0,+21.75,115.5,3,93.8,74,74.5,39,+.000,108,-15.89,276,91.1,274,107.0,276,-15.89,274
2020-12-06,12,Ohio St.,B10,3-0,+21.58,109.6,19,88.0,16,69.5,307,+.037,70,-11.03,256,94.1,251,105.1,260,-11.03,254
2020-12-06,13,Michigan St.,B10,4-0,+21.19,110.6,11,89.4,26,73.6,60,+.023,80,+4.56,121,102.4,96,97.9,146,+4.56,121
2020-12-06,14,North Carolina,ACC,3-1,+20.97,108.7,26,87.8,15,72.9,91,-.065,288,+9.61,59,103.2,72,93.6,52,+9.61,60
2020-12-06,15,Creighton,BE,3-0,+20.93,112.5,6,91.5,50,72.1,156,+.019,82,-12.54,267,90.9,275,103.4,242,-12.54,265
2020-12-06,16,Virginia,ACC,3-1,+20.44,106.4,57,85.9,3,63.1,357,-.088,299,-2.54,188,99.5,159,102.0,216,-2.54,185
2020-12-06,17,Indiana,B10,3-1,+20.21,107.9,36,87.7,13,71.0,234,+.069,56,+11.36,43,103.0,79,91.7,25,+11.36,44
2020-12-06,18,Florida St.,ACC,1-0,+20.17,108.5,31,88.4,18,73.2,75,+.000,110,-14.72,274,95.1,232,109.8,283,-14.72,272
2020-12-06,19,Tennessee,SEC,0-0,+19.98,108.7,27,88.7,19,70.2,283,+.000,110,-99.00,288,0.0,288,200.0,288,-99.00,284
2020-12-06,20,Louisville,ACC,4-0,+19.81,109.3,20,89.5,28,69.7,300,+.084,45,-3.24,195,97.3,193,100.6,193,-3.24,192
2020-12-06,21,Kentucky,SEC,1-2,+19.80,107.5,42,87.7,12,72.1,155,-.285,357,+8.40,75,103.1,75,94.7,74,+8.40,77
2020-12-06,22,Oregon,P12,1-1,+19.71,110.9,8,91.2,45,70.3,275,-.069,292,+14.94,26,107.2,23,92.2,34,+14.94,27
