week,season,game_id,date,status,away_team,away_team_abbr,away_score,home_team,home_team_abbr,home_score,point_differential,winner,attendance,venue,venue_city,venue_state
3,2026,401872920,2027-01-31T05:00Z,Scheduled,TBD,TBD,0,TBD,TBD,0,0,TIE,,,,
3,2026,401872921,2027-01-31T05:00Z,Scheduled,TBD,TBD,0,TBD,TBD,0,0,TIE,,,,
