game_id,season,week,neutral_site,conference_game,attendance,home_team,home_team_id,home_conference,home_points,away_team,away_team_id,away_conference,away_points
302590152,2010,3,False,False,0.0,NC State,152,ACC,30,Cincinnati,2132,Big East,19
302592535,2010,3,False,False,,Samford,2535,Southern,38,Newberry,2444,,35
302592635,2010,3,False,False,,Tennessee Tech,2635,OVC,43,Lane College,2323,,0
302602572,2010,3,False,False,0.0,Southern Miss,2572,Conference USA,31,Kansas,2305,Big 12,16
302602440,2010,3,False,False,0.0,Nevada,2440,Western Athletic,52,California,25,Pac-10,31
302612598,2010,3,False,True,,St. Francis (PA),2598,NEC,41,Sacred Heart,2529,NEC,0
302610061,2010,3,False,True,0.0,Georgia,61,SEC,24,Arkansas,8,SEC,31
302610153,2010,3,False,True,0.0,North Carolina,153,ACC,24,Georgia Tech,59,ACC,30
302610218,2010,3,False,False,0.0,Temple,218,Mid-American,30,UConn,41,Big East,16
302610194,2010,3,False,False,0.0,Ohio State,194,Big Ten,43,Ohio,195,Mid-American,7
302612523,2010,3,False,False,,Robert Morris,2523,NEC,30,Liberty,2335,Big South,23
302610043,2010,3,False,False,,Yale,43,Ivy,40,Georgetown,46,Patriot,35
302610213,2010,3,False,False,0.0,Penn State,213,Big Ten,24,Kent State,2309,Mid-American,0
302610130,2010,3,False,False,0.0,Michigan,130,Big Ten,42,Massachusetts,113,CAA,37
302610277,2010,3,False,False,0.0,West Virginia,277,Big East,31,Maryland,120,ACC,17
302610349,2010,3,False,False,0.0,Army,349,FBS Independents,24,North Texas,249,Sun Belt,0
302610356,2010,3,False,False,0.0,Illinois,356,Big Ten,28,Northern Illinois,2459,Mid-American,22
302612306,2010,3,True,True,0.0,Kansas State,2306,Big 12,27,Iowa State,66,Big 12,20
302612509,2010,3,False,False,0.0,Purdue,2509,Big Ten,24,Ball State,2050,Mid-American,13
302610145,2010,3,False,True,0.0,Ole Miss,145,SEC,14,Vanderbilt,238,SEC,28
302610171,2010,3,False,False,,Columbia,171,Ivy,9,Fordham,2230,Patriot,16
