week,season,game_id,date,away_team,away_team_abbr,away_score,home_team,home_team_abbr,home_score,winner,point_differential,status,away_firstDowns,away_firstDownsPassing,away_firstDownsRushing,away_firstDownsPenalty,away_thirdDownConversions,away_thirdDownAttempts,away_fourthDownConversions,away_fourthDownAttempts,away_totalOffensivePlays,away_totalYards,away_yardsPerPlay,away_totalDrives,away_netPassingYards,away_completions,away_passAttempts,away_yardsPerPass,away_interceptions,away_sacks,away_sackYardsLost,away_rushingYards,away_rushingAttempts,away_yardsPerRushAttempt,away_redZoneAttempts,away_penalties,away_penaltyYards,away_turnovers,away_fumblesLost,away_defensiveTouchdowns,away_possessionTime,home_firstDowns,home_firstDownsPassing,home_firstDownsRushing,home_firstDownsPenalty,home_thirdDownConversions,home_thirdDownAttempts,home_fourthDownConversions,home_fourthDownAttempts,home_totalOffensivePlays,home_totalYards,home_yardsPerPlay,home_totalDrives,home_netPassingYards,home_completions,home_passAttempts,home_yardsPerPass,home_interceptions,home_sacks,home_sackYardsLost,home_rushingYards,home_rushingAttempts,home_yardsPerRushAttempt,home_redZoneAttempts,home_penalties,home_penaltyYards,home_turnovers,home_fumblesLost,home_defensiveTouchdowns,home_possessionTime,attendance,venue,venue_city,venue_state
8,2019,401127905,2019-10-25T00:20Z,Washington,WSH,9,Minnesota Vikings,MIN,19,Minnesota Vikings,10,Final,14,10,3,1,2,7,0,0,41,216,5.3,9,131,15,21,5.2,1,4,32,85,16,5.3,0-2,4,46,2,1,0,23:24,22,9,10,3,8,15,1,3,67,434,6.5,8,273,23,26,9.4,0,3,12,161,38,4.2,1-4,7,74,1,1,0,36:36,66776,U.S. Bank Stadium,Minneapolis,MN
8,2019,401128035,2019-10-27T17:00Z,Seattle Seahawks,SEA,27,Atlanta Falcons,ATL,20,Seattle Seahawks,7,Final,18,9,9,0,3,9,0,0,55,322,5.9,10,171,14,20,7.8,0,2,11,151,33,4.6,3-3,9,60,0,0,0,29:13,30,24,4,2,3,9,1,1,71,510,7.2,10,441,39,52,8.2,1,2,19,69,17,4.1,1-3,5,40,3,2,0,30:47,71483,Mercedes-Benz Stadium,Atlanta,GA
8,2019,401128037,2019-10-27T17:00Z,Philadelphia Eagles,PHI,31,Buffalo Bills,BUF,13,Philadelphia Eagles,18,Final,21,10,10,1,8,15,0,2,68,371,5.5,11,153,17,24,5.7,0,3,19,218,41,5.3,3-4,4,44,1,1,0,35:57,16,9,5,2,6,15,0,2,58,253,4.4,13,155,16,34,4.1,0,4,14,98,20,4.9,1-1,8,57,1,1,0,24:03,69435,Highmark Stadium,Orchard Park,NY
8,2019,401128039,2019-10-27T17:00Z,Los Angeles Chargers,LAC,17,Chicago Bears,CHI,16,Los Angeles Chargers,1,Final,11,8,2,1,2,10,0,0,42,231,5.5,10,195,19,29,6.5,1,1,6,36,12,3.0,2-4,8,53,1,0,0,22:00,26,9,12,5,5,14,1,1,77,388,5.0,11,226,23,35,5.8,1,4,27,162,38,4.3,1-5,5,42,2,1,0,38:00,61632,Soldier Field,Chicago,IL
8,2019,401128042,2019-10-27T17:00Z,New York Giants,NYG,26,Detroit Lions,DET,31,Detroit Lions,5,Final,24,15,5,4,7,12,0,2,68,370,5.4,11,290,28,41,6.6,0,3,32,80,24,3.3,2-3,5,44,1,1,0,30:47,17,13,3,1,8,14,0,0,61,375,6.1,10,316,25,32,8.8,1,4,26,59,25,2.4,1-1,7,75,2,1,2,29:13,58509,Ford Field,Detroit,MI
8,2019,401128048,2019-10-27T17:00Z,Tampa Bay Buccaneers,TB,23,Tennessee Titans,TEN,27,Tennessee Titans,4,Final,23,17,5,1,7,15,1,2,76,389,5.1,13,283,21,43,6.2,2,3,18,106,30,3.5,2-4,9,87,4,2,0,31:33,16,11,3,2,5,13,0,1,57,246,4.3,14,174,21,33,4.8,0,3,19,72,21,3.4,3-3,6,77,1,1,0,28:27,62073,Nissan Stadium,Nashville,TN
8,2019,401128051,2019-10-27T17:00Z,Denver Broncos,DEN,13,Indianapolis Colts,IND,15,Indianapolis Colts,2,Final,21,8,7,6,2,12,0,0,63,279,4.4,12,166,20,32,4.7,0,3,8,113,28,4.0,1-3,10,88,0,0,0,30:44,19,9,7,3,4,12,0,0,60,318,5.3,11,191,15,25,6.6,0,4,11,127,31,4.1,1-1,10,103,1,1,0,29:16,61653,Lucas Oil Stadium,Indianapolis,IN
8,2019,401127912,2019-10-27T17:00Z,Cincinnati Bengals,CIN,10,Los Angeles Rams,LAR,24,Los Angeles Rams,14,Final,24,15,5,4,6,18,4,6,79,401,5.1,9,297,32,52,5.2,0,5,32,104,22,4.7,1-4,6,40,0,0,0,32:43,19,13,6,0,7,13,0,0,57,470,8.2,9,372,17,31,12.0,0,0,0,98,26,3.8,1-2,9,59,0,0,0,27:17,83720,Wembley Stadium,London,
8,2019,401128046,2019-10-27T17:00Z,Arizona Cardinals,ARI,9,New Orleans Saints,NO,31,New Orleans Saints,22,Final,10,8,2,0,2,12,0,2,49,237,4.8,10,197,19,34,5.2,0,4,23,40,11,3.6,0-2,5,35,0,0,0,22:01,28,20,8,0,7,12,0,0,72,510,7.1,12,373,34,43,8.7,1,0,0,137,29,4.7,4-6,2,15,1,0,0,37:59,73064,Caesars Superdome,New Orleans,LA
8,2019,401128045,2019-10-27T17:00Z,New York Jets,NYJ,15,Jacksonville Jaguars,JAX,29,Jacksonville Jaguars,14,Final,15,11,2,2,2,9,1,2,52,213,4.1,13,167,21,30,4.4,3,8,51,46,14,3.3,1-1,10,83,3,0,0,26:39,21,13,4,4,8,17,0,1,70,389,5.6,12,278,22,34,7.7,0,2,1,111,34,3.3,2-4,9,70,1,1,0,33:21,57833,EverBank Stadium,Jacksonville,FL
