week,season,game_id,date,away_team,away_team_abbr,away_score,home_team,home_team_abbr,home_score,winner,point_differential,status,away_firstDowns,away_firstDownsPassing,away_firstDownsRushing,away_firstDownsPenalty,away_thirdDownConversions,away_thirdDownAttempts,away_fourthDownConversions,away_fourthDownAttempts,away_totalOffensivePlays,away_totalYards,away_yardsPerPlay,away_totalDrives,away_netPassingYards,away_completions,away_passAttempts,away_yardsPerPass,away_interceptions,away_sacks,away_sackYardsLost,away_rushingYards,away_rushingAttempts,away_yardsPerRushAttempt,away_redZoneAttempts,away_penalties,away_penaltyYards,away_turnovers,away_fumblesLost,away_defensiveTouchdowns,away_possessionTime,home_firstDowns,home_firstDownsPassing,home_firstDownsRushing,home_firstDownsPenalty,home_thirdDownConversions,home_thirdDownAttempts,home_fourthDownConversions,home_fourthDownAttempts,home_totalOffensivePlays,home_totalYards,home_yardsPerPlay,home_totalDrives,home_netPassingYards,home_completions,home_passAttempts,home_yardsPerPass,home_interceptions,home_sacks,home_sackYardsLost,home_rushingYards,home_rushingAttempts,home_yardsPerRushAttempt,home_redZoneAttempts,home_penalties,home_penaltyYards,home_turnovers,home_fumblesLost,home_defensiveTouchdowns,home_possessionTime,attendance,venue,venue_city,venue_state
12,2019,401127865,2019-11-22T01:20Z,Indianapolis Colts,IND,17,Houston Texans,HOU,20,Houston Texans,3,Final,19,9,10,0,9,15,0,1,65,296,4.6,9,121,16,25,4.7,0,1,8,175,39,4.5,2-3,3,29,0,0,0,33:17,16,11,5,0,6,12,0,2,55,396,7.2,9,297,19,30,9.6,1,1,1,99,24,4.1,0-2,4,27,1,0,0,26:43,71727,NRG Stadium,Houston,TX
12,2019,401127870,2019-11-24T18:00Z,Tampa Bay Buccaneers,TB,35,Atlanta Falcons,ATL,22,Tampa Bay Buccaneers,13,Final,20,13,7,0,6,13,0,0,62,446,7.2,13,313,18,28,11.2,2,0,0,133,34,3.9,3-4,8,51,2,0,2,28:22,22,14,5,3,4,16,2,3,80,337,4.2,13,280,28,55,4.6,1,6,46,57,19,3.0,1-4,7,60,2,1,0,31:38,71463,Mercedes-Benz Stadium,Atlanta,GA
12,2019,401127872,2019-11-24T18:00Z,Denver Broncos,DEN,3,Buffalo Bills,BUF,20,Buffalo Bills,17,Final,9,4,3,2,2,11,0,0,46,134,2.9,10,49,10,25,1.7,1,4,33,85,17,5.0,0-0,7,70,1,0,0,24:56,22,8,13,1,8,16,0,0,73,424,5.8,11,180,15,25,6.9,1,1,5,244,47,5.2,1-3,12,90,1,0,0,35:04,67338,Highmark Stadium,Orchard Park,NY
12,2019,401127914,2019-11-24T18:00Z,New York Giants,NYG,14,Chicago Bears,CHI,19,Chicago Bears,5,Final,14,9,4,1,1,12,2,4,58,243,4.2,13,134,21,36,3.6,0,1,16,109,21,5.2,2-2,6,35,1,1,0,26:49,20,14,5,1,4,15,0,0,69,335,4.9,13,270,25,41,6.3,2,2,8,65,26,2.5,1-4,6,40,2,0,0,33:11,61581,Soldier Field,Chicago,IL
12,2019,401127918,2019-11-24T18:00Z,Pittsburgh Steelers,PIT,16,Cincinnati Bengals,CIN,10,Pittsburgh Steelers,6,Final,16,6,7,3,5,16,0,0,68,338,5.0,14,179,13,27,6.0,1,3,24,159,38,4.2,0-4,10,77,1,0,0,34:40,11,5,2,4,2,12,0,0,51,244,4.8,13,158,12,26,5.3,0,4,34,86,21,4.1,1-2,7,79,2,2,0,25:20,47423,Paycor Stadium,Cincinnati,OH
12,2019,401127919,2019-11-24T18:00Z,Miami Dolphins,MIA,24,Cleveland Browns,CLE,41,Cleveland Browns,17,Final,22,14,5,3,6,14,0,1,63,284,4.5,11,192,21,39,4.5,2,4,22,92,20,4.6,3-4,8,94,2,0,0,23:54,30,15,9,6,4,8,0,0,67,467,7.0,11,320,24,34,9.1,1,1,7,147,32,4.6,4-5,7,70,1,0,0,36:06,67431,Huntington Bank Field,Cleveland,OH
12,2019,401127922,2019-11-24T18:00Z,Carolina Panthers,CAR,31,New Orleans Saints,NO,34,New Orleans Saints,3,Final,26,15,6,5,5,13,1,1,69,351,5.1,10,230,23,36,5.8,0,4,26,121,29,4.2,3-4,3,25,1,1,0,31:33,23,17,5,1,4,10,0,1,59,418,7.1,11,300,30,39,7.3,1,2,11,118,18,6.6,2-4,12,123,1,0,0,28:27,73068,Caesars Superdome,New Orleans,LA
12,2019,401127924,2019-11-24T18:00Z,Oakland Raiders,OAK,3,New York Jets,NYJ,34,New York Jets,31,Final,10,8,2,0,5,15,0,1,57,208,3.6,13,140,19,34,4.0,1,1,7,68,22,3.1,0-0,4,35,2,1,0,28:30,21,15,5,1,5,12,0,0,60,401,6.7,11,313,20,29,10.4,0,1,2,88,30,2.9,3-5,4,37,1,1,2,31:30,78523,MetLife Stadium,East Rutherford,NJ
12,2019,401128008,2019-11-24T18:00Z,Seattle Seahawks,SEA,17,Philadelphia Eagles,PHI,9,Seattle Seahawks,8,Final,14,8,5,1,5,14,0,0,57,348,6.1,13,174,13,25,5.6,1,6,26,174,26,6.7,0-1,12,90,2,1,0,28:05,23,16,5,2,4,12,0,1,71,344,4.8,13,238,33,45,5.0,2,3,18,106,23,4.6,1-2,2,15,5,3,0,31:55,69796,Lincoln Financial Field,Philadelphia,PA
12,2019,401127996,2019-11-24T18:00Z,Detroit Lions,DET,16,Washington,WSH,19,Washington,3,Final,21,11,8,2,6,15,0,0,71,364,5.1,13,189,20,33,4.8,3,6,18,175,32,5.5,1-3,6,65,4,1,0,33:30,13,7,5,1,4,14,0,0,57,230,4.0,14,144,13,30,4.4,1,3,12,86,24,3.6,0-2,8,63,2,1,1,26:30,57754,Northwest Stadium,Landover,MD
12,2019,401128000,2019-11-24T21:05Z,Jacksonville Jaguars,JAX,20,Tennessee Titans,TEN,42,Tennessee Titans,22,Final,23,12,8,3,7,18,1,2,78,369,4.7,12,252,32,48,4.9,0,3,20,117,27,4.3,2-2,11,104,1,1,0,36:56,21,11,8,2,4,8,0,0,52,471,9.1,13,252,14,18,13.3,0,1,7,219,33,6.6,3-4,6,54,2,2,0,23:04,60926,Nissan Stadium,Nashville,TN
12,2019,401127957,2019-11-24T21:25Z,Dallas Cowboys,DAL,9,New England Patriots,NE,13,New England Patriots,4,Final,16,8,6,2,2,13,0,1,59,321,5.4,12,212,19,33,6.4,1,0,0,109,26,4.2,0-2,7,50,1,0,0,30:22,17,10,6,1,3,14,0,1,66,282,4.3,12,181,17,37,4.6,0,2,9,101,27,3.7,1-3,6,56,0,0,0,29:38,65878,Gillette Stadium,Foxborough,MA
12,2019,401128004,2019-11-25T01:20Z,Green Bay Packers,GB,8,San Francisco 49ers,SF,37,San Francisco 49ers,29,Final,19,8,5,6,1,15,1,3,70,198,2.8,11,81,23,37,1.9,0,5,38,117,28,4.2,1-2,5,50,1,1,0,35:16,16,9,6,1,3,9,0,0,45,339,7.5,11,227,14,20,9.9,0,3,26,112,22,5.1,2-4,9,78,0,0,0,24:44,71500,Levi's Stadium,Santa Clara,CA
