week,season,game_id,date,away_team,away_team_abbr,away_score,home_team,home_team_abbr,home_score,winner,point_differential,status,away_firstDowns,away_firstDownsPassing,away_firstDownsRushing,away_firstDownsPenalty,away_thirdDownConversions,away_thirdDownAttempts,away_fourthDownConversions,away_fourthDownAttempts,away_totalOffensivePlays,away_totalYards,away_yardsPerPlay,away_totalDrives,away_netPassingYards,away_completions,away_passAttempts,away_yardsPerPass,away_interceptions,away_sacks,away_sackYardsLost,away_rushingYards,away_rushingAttempts,away_yardsPerRushAttempt,away_redZoneAttempts,away_penalties,away_penaltyYards,away_turnovers,away_fumblesLost,away_defensiveTouchdowns,away_possessionTime,home_firstDowns,home_firstDownsPassing,home_firstDownsRushing,home_firstDownsPenalty,home_thirdDownConversions,home_thirdDownAttempts,home_fourthDownConversions,home_fourthDownAttempts,home_totalOffensivePlays,home_totalYards,home_yardsPerPlay,home_totalDrives,home_netPassingYards,home_completions,home_passAttempts,home_yardsPerPass,home_interceptions,home_sacks,home_sackYardsLost,home_rushingYards,home_rushingAttempts,home_yardsPerRushAttempt,home_redZoneAttempts,home_penalties,home_penaltyYards,home_turnovers,home_fumblesLost,home_defensiveTouchdowns,home_possessionTime,attendance,venue,venue_city,venue_state
5,2019,401127927,2019-10-04T00:20Z,Los Angeles Rams,LAR,29,Seattle Seahawks,SEA,30,Seattle Seahawks,1,Final,24,18,5,1,3,11,0,0,67,477,7.1,12,395,29,49,8.1,1,0,0,82,18,4.6,3-5,6,45,2,1,0,24:42,25,12,10,3,3,10,1,1,67,429,6.4,13,262,17,23,10.9,0,1,6,167,43,3.9,3-4,5,45,1,1,0,35:18,68988,Lumen Field,Seattle,WA
5,2019,401127958,2019-10-06T17:00Z,Arizona Cardinals,ARI,26,Cincinnati Bengals,CIN,23,Arizona Cardinals,3,Final,26,13,11,2,6,13,1,1,71,514,7.2,10,248,20,32,7.5,0,1,5,266,38,7.0,1-6,12,96,0,0,0,31:03,21,12,6,3,5,12,0,1,62,370,6.0,9,262,27,38,6.7,0,1,0,108,23,4.7,1-3,7,60,0,0,0,28:57,46012,Paycor Stadium,Cincinnati,OH
5,2019,401128014,2019-10-06T17:00Z,Buffalo Bills,BUF,14,Tennessee Titans,TEN,7,Buffalo Bills,7,Final,18,12,5,1,4,13,1,2,63,313,5.0,12,204,23,32,5.7,1,4,15,109,27,4.0,2-3,11,78,1,0,0,31:12,14,5,5,4,4,14,0,0,54,252,4.7,11,150,13,22,5.6,0,5,33,102,27,3.8,1-3,8,60,0,0,0,28:48,66910,Nissan Stadium,Nashville,TN
5,2019,401128001,2019-10-06T17:00Z,Chicago Bears,CHI,21,Oakland Raiders,OAK,24,Oakland Raiders,3,Final,15,12,1,2,4,11,0,0,51,236,4.6,11,194,22,30,5.7,2,4,37,42,17,2.5,3-3,10,75,2,0,0,25:17,25,10,13,2,6,12,1,1,71,398,5.6,11,229,25,32,7.2,0,0,0,169,39,4.3,3-5,6,69,2,2,0,34:43,60463,Tottenham Hotspur Stadium,London,
5,2019,401127965,2019-10-06T17:00Z,Tampa Bay Buccaneers,TB,24,New Orleans Saints,NO,31,New Orleans Saints,7,Final,19,12,5,2,3,11,1,1,55,252,4.6,11,158,15,27,4.8,0,6,46,94,22,4.3,1-1,4,30,0,0,0,26:33,25,18,5,2,8,15,1,2,67,457,6.8,11,345,28,36,9.6,1,0,0,112,31,3.6,3-4,6,40,1,0,0,33:27,73029,Caesars Superdome,New Orleans,LA
5,2019,401127971,2019-10-06T17:00Z,Minnesota Vikings,MIN,28,New York Giants,NYG,10,Minnesota Vikings,18,Final,22,14,6,2,5,11,1,1,64,490,7.7,10,279,22,27,9.3,0,3,27,211,34,6.2,2-5,12,112,1,1,0,32:40,18,8,5,5,8,16,0,3,62,211,3.4,9,147,21,38,3.5,1,4,35,64,20,3.2,0-2,5,45,1,0,0,27:20,75041,MetLife Stadium,East Rutherford,NJ
5,2019,401128006,2019-10-06T17:00Z,New York Jets,NYJ,6,Philadelphia Eagles,PHI,31,Philadelphia Eagles,25,Final,9,5,3,1,3,14,0,1,55,128,2.3,14,61,15,26,1.7,2,10,59,67,19,3.5,1-1,9,52,3,1,0,29:08,17,9,5,3,5,13,0,2,59,265,4.5,11,181,17,29,6.0,0,1,8,84,29,2.9,2-3,9,76,1,1,4,30:52,69796,Lincoln Financial Field,Philadelphia,PA
5,2019,401128011,2019-10-06T17:00Z,Baltimore Ravens,BAL,26,Pittsburgh Steelers,PIT,23,Baltimore Ravens,3,Final,22,8,11,3,6,15,1,1,73,277,3.8,12,139,19,28,4.2,3,5,22,138,40,3.5,2-4,11,92,3,0,0,39:00,18,9,3,6,3,9,0,0,51,269,5.3,12,192,21,31,6.0,1,1,11,77,19,4.1,1-4,11,76,2,1,0,25:34,64037,Acrisure Stadium,Pittsburgh,PA
5,2019,401127864,2019-10-06T17:00Z,New England Patriots,NE,33,Washington,WSH,7,New England Patriots,26,Final,23,16,6,1,5,15,0,1,74,442,6.0,14,312,28,43,6.6,1,4,36,130,27,4.8,3-6,7,55,1,0,0,31:53,11,5,5,1,1,11,0,0,53,223,4.2,15,78,18,27,2.4,1,6,44,145,20,7.3,0-0,6,72,2,1,0,28:07,76483,Northwest Stadium,Landover,MD
5,2019,401127932,2019-10-06T17:00Z,Jacksonville Jaguars,JAX,27,Carolina Panthers,CAR,34,Carolina Panthers,7,Final,28,18,8,2,6,13,0,0,77,507,6.6,15,358,26,44,7.8,0,2,16,149,31,4.8,2-3,9,84,3,3,0,32:24,22,10,9,3,4,12,0,1,61,445,7.3,12,160,17,31,4.7,0,3,21,285,27,10.6,2-3,8,70,0,0,2,27:36,72762,Bank of America Stadium,Charlotte,NC
5,2019,401127960,2019-10-06T17:00Z,Atlanta Falcons,ATL,32,Houston Texans,HOU,53,Houston Texans,21,Final,22,14,5,3,9,16,1,1,68,373,5.5,12,316,32,46,6.6,1,2,14,57,20,2.9,3-4,7,63,1,0,0,29:00,31,18,11,2,10,13,0,0,67,592,8.8,10,426,28,33,12.9,0,0,0,166,34,4.9,4-5,9,89,1,1,2,31:00,71787,NRG Stadium,Houston,TX
5,2019,401128019,2019-10-06T20:05Z,Denver Broncos,DEN,20,Los Angeles Chargers,LAC,13,Denver Broncos,7,Final,15,6,8,1,3,11,0,0,55,350,6.4,12,159,14,20,6.9,1,3,23,191,32,6.0,1-2,12,122,2,1,0,29:36,19,14,0,5,4,13,0,1,64,246,3.8,11,211,32,48,4.4,2,0,0,35,16,2.2,0-4,4,43,3,1,1,30:24,25357,Dignity Health Sports Park,Carson,CA
5,2019,401128029,2019-10-06T20:25Z,Green Bay Packers,GB,34,Dallas Cowboys,DAL,24,Green Bay Packers,10,Final,24,9,11,4,3,12,0,0,65,335,5.2,13,215,22,34,6.0,0,2,23,120,29,4.1,4-5,9,78,0,0,0,36:43,32,19,9,4,2,8,0,0,68,563,8.3,13,441,27,44,9.4,3,3,22,122,21,5.8,1-3,11,124,3,0,0,23:17,93024,AT&T Stadium,Arlington,TX
5,2019,401128053,2019-10-07T00:20Z,Indianapolis Colts,IND,19,Kansas City Chiefs,KC,13,Indianapolis Colts,6,Final,25,7,12,6,5,14,2,2,74,331,4.5,10,151,18,29,5.2,1,0,0,180,45,4.0,1-5,7,50,1,0,0,37:15,18,12,3,3,4,12,1,2,57,324,5.7,10,288,22,39,6.7,0,4,33,36,14,2.6,1-3,11,125,1,1,0,22:45,73352,GEHA Field at Arrowhead Stadium,Kansas City,MO
5,2019,401128062,2019-10-08T00:15Z,Cleveland Browns,CLE,3,San Francisco 49ers,SF,31,San Francisco 49ers,28,Final,9,6,3,0,1,11,0,0,46,180,3.9,12,78,9,24,2.8,2,4,42,102,18,5.7,0-2,7,55,4,2,0,22:17,22,11,10,1,6,16,1,1,71,446,6.3,13,171,20,29,5.5,0,2,10,275,40,6.9,2-3,4,34,0,0,0,37:43,70585,Levi's Stadium,Santa Clara,CA
