week,season,game_id,date,away_team,away_team_abbr,away_score,home_team,home_team_abbr,home_score,winner,point_differential,status,away_firstDowns,away_firstDownsPassing,away_firstDownsRushing,away_firstDownsPenalty,away_thirdDownConversions,away_thirdDownAttempts,away_fourthDownConversions,away_fourthDownAttempts,away_totalOffensivePlays,away_totalYards,away_yardsPerPlay,away_totalDrives,away_netPassingYards,away_completions,away_passAttempts,away_yardsPerPass,away_interceptions,away_sacks,away_sackYardsLost,away_rushingYards,away_rushingAttempts,away_yardsPerRushAttempt,away_redZoneAttempts,away_penalties,away_penaltyYards,away_turnovers,away_fumblesLost,away_defensiveTouchdowns,away_possessionTime,home_firstDowns,home_firstDownsPassing,home_firstDownsRushing,home_firstDownsPenalty,home_thirdDownConversions,home_thirdDownAttempts,home_fourthDownConversions,home_fourthDownAttempts,home_totalOffensivePlays,home_totalYards,home_yardsPerPlay,home_totalDrives,home_netPassingYards,home_completions,home_passAttempts,home_yardsPerPass,home_interceptions,home_sacks,home_sackYardsLost,home_rushingYards,home_rushingAttempts,home_yardsPerRushAttempt,home_redZoneAttempts,home_penalties,home_penaltyYards,home_turnovers,home_fumblesLost,home_defensiveTouchdowns,home_possessionTime,attendance,venue,venue_city,venue_state
7,2020,401220259,2020-10-23T00:20Z,New York Giants,NYG,21,Philadelphia Eagles,PHI,22,Philadelphia Eagles,1,Final,17,8,6,3,3,10,0,0,55,325,5.9,13,165,20,30,5.0,1,3,22,160,22,7.3,2-2,9,62,3,2,0,27:22,27,16,8,3,4,13,1,2,72,442,6.1,13,346,25,43,7.5,1,3,13,96,26,3.7,3-8,7,75,1,0,0,32:38,0,Lincoln Financial Field,Philadelphia,PA
7,2020,401220310,2020-10-25T17:00Z,Detroit Lions,DET,23,Atlanta Falcons,ATL,22,Detroit Lions,1,Final,21,15,3,3,3,10,0,1,59,386,6.5,10,322,25,36,8.5,0,2,18,64,21,3.0,2-3,5,50,0,0,0,29:15,26,19,5,2,7,14,1,2,70,388,5.5,9,322,31,42,7.3,0,2,16,66,26,2.5,3-4,8,53,1,1,0,30:45,7796,Mercedes-Benz Stadium,Atlanta,GA
7,2020,401220155,2020-10-25T17:00Z,Cleveland Browns,CLE,37,Cincinnati Bengals,CIN,34,Cleveland Browns,3,Final,23,16,5,2,5,7,0,0,51,398,7.8,9,316,23,29,10.9,1,0,0,82,22,3.7,4-4,5,40,1,0,0,27:03,31,24,5,2,6,9,1,1,73,468,6.4,9,387,36,48,7.4,1,4,35,81,21,3.9,4-7,7,45,2,1,0,32:57,9732,Paycor Stadium,Cincinnati,OH
7,2020,401249063,2020-10-25T17:00Z,Pittsburgh Steelers,PIT,27,Tennessee Titans,TEN,24,Pittsburgh Steelers,3,Final,23,15,6,2,13,18,0,0,74,362,4.9,11,268,32,49,5.5,3,0,0,94,25,3.8,3-5,8,69,3,0,0,36:37,15,8,5,2,5,13,0,1,56,292,5.2,10,210,18,31,6.4,0,2,10,82,23,3.6,2-2,7,73,0,0,0,23:23,10355,Nissan Stadium,Nashville,TN
7,2020,401220322,2020-10-25T17:00Z,Carolina Panthers,CAR,24,New Orleans Saints,NO,27,New Orleans Saints,3,Final,18,11,4,3,6,9,0,0,43,283,6.6,7,246,23,28,8.5,0,1,8,37,14,2.6,2-2,1,5,0,0,0,25:19,26,16,9,1,12,14,0,0,67,415,6.2,7,277,30,37,7.3,0,1,10,138,29,4.8,3-4,6,50,1,1,0,34:41,3000,Caesars Superdome,New Orleans,LA
7,2020,401220138,2020-10-25T17:00Z,Buffalo Bills,BUF,18,New York Jets,NYJ,10,Buffalo Bills,8,Final,26,16,9,1,3,11,0,0,72,422,5.9,10,296,30,43,6.6,0,2,11,126,27,4.7,0-5,11,106,1,1,0,34:33,17,5,9,3,2,8,0,1,51,191,3.7,9,91,12,23,3.1,2,6,29,100,22,4.5,1-3,6,49,2,0,0,25:27,0,MetLife Stadium,East Rutherford,NJ
7,2020,401220266,2020-10-25T17:00Z,Dallas Cowboys,DAL,3,Washington,WSH,25,Washington,22,Final,12,7,4,1,3,12,0,1,54,142,2.6,9,59,11,22,2.1,1,6,55,83,26,3.2,0-1,6,49,1,0,0,23:36,21,8,10,3,9,15,0,1,66,397,6.0,10,189,15,25,7.0,0,2,5,208,39,5.3,2-4,4,30,0,0,0,36:24,0,Northwest Stadium,Landover,MD
7,2020,401220183,2020-10-25T17:00Z,Green Bay Packers,GB,35,Houston Texans,HOU,20,Green Bay Packers,15,Final,22,15,5,2,7,12,0,0,61,379,6.2,11,283,23,34,8.3,0,0,0,96,27,3.6,4-4,5,40,0,0,0,28:54,20,15,4,1,6,14,0,1,64,365,5.7,12,286,29,39,6.8,0,3,23,79,22,3.6,2-4,6,55,1,1,0,31:06,12618,NRG Stadium,Houston,TX
7,2020,401220232,2020-10-25T20:05Z,Tampa Bay Buccaneers,TB,45,Las Vegas Raiders,LV,20,Tampa Bay Buccaneers,25,Final,29,22,5,2,7,12,1,1,70,454,6.5,10,369,33,45,8.2,0,0,0,85,25,3.4,5-6,4,20,0,0,0,28:56,19,12,5,2,5,13,1,2,63,347,5.5,11,271,24,36,6.9,1,3,13,76,24,3.2,1-2,4,35,1,0,0,31:04,0,Allegiant Stadium,Las Vegas,NV
7,2020,401220210,2020-10-25T20:25Z,Kansas City Chiefs,KC,43,Denver Broncos,DEN,16,Kansas City Chiefs,27,Final,17,9,7,1,0,8,0,0,51,286,5.6,12,185,17,25,6.4,0,4,28,101,22,4.6,3-6,1,15,1,1,3,26:36,24,11,12,1,5,14,0,2,76,411,5.4,13,234,24,40,5.4,2,3,20,177,33,5.4,2-2,5,34,4,2,0,33:24,5314,Empower Field at Mile High,Denver,CO
7,2020,401220136,2020-10-25T20:25Z,San Francisco 49ers,SF,33,New England Patriots,NE,6,San Francisco 49ers,27,Final,26,13,13,0,5,9,0,0,63,467,7.4,9,270,20,25,10.4,2,1,7,197,37,5.3,4-5,6,65,2,0,0,38:23,17,10,5,2,1,6,0,0,49,241,4.9,9,147,15,25,5.4,4,2,15,94,22,4.3,0-0,3,30,4,0,0,21:37,0,Gillette Stadium,Foxborough,MA
7,2020,401220241,2020-10-25T20:25Z,Jacksonville Jaguars,JAX,29,Los Angeles Chargers,LAC,39,Los Angeles Chargers,10,Final,15,7,6,2,6,15,1,4,59,294,5.0,12,154,14,27,4.8,0,5,19,140,27,5.2,2-2,6,55,1,1,0,25:29,29,16,9,4,6,14,0,0,77,484,6.3,14,349,28,44,7.8,0,1,2,135,32,4.2,2-5,3,35,0,0,0,34:31,0,SoFi Stadium,Inglewood,CA
7,2020,401220338,2020-10-26T00:20Z,Seattle Seahawks,SEA,34,Arizona Cardinals,ARI,37,Arizona Cardinals,3,Final,33,21,11,1,5,13,1,1,82,572,7.0,12,372,33,50,7.2,3,2,16,200,30,6.7,2-3,8,78,3,0,0,39:32,31,17,11,3,5,12,1,2,81,519,6.4,13,360,34,48,7.5,1,0,0,159,33,4.8,3-5,6,40,2,1,0,30:13,1200,State Farm Stadium,Glendale,AZ
7,2020,401220351,2020-10-27T00:15Z,Chicago Bears,CHI,10,Los Angeles Rams,LAR,24,Los Angeles Rams,14,Final,14,9,4,1,4,14,1,4,61,279,4.6,11,230,28,40,5.2,2,4,31,49,17,2.9,0-2,6,46,2,0,1,27:25,24,12,9,3,4,13,0,0,68,371,5.5,13,211,23,33,6.2,0,1,9,160,34,4.7,3-4,4,46,1,1,0,32:35,0,SoFi Stadium,Inglewood,CA
