Date,Rank,Team,Conf,W-L,AdjEM,AdjO,AdjO_Rk,AdjD,AdjD_Rk,AdjT,AdjT_Rk,Luck,Luck_Rk,SOS_AdjEM,SOS_AdjEM_Rk,OppO,OppO_Rk,OppD,OppD_Rk,NC_SOS_AdjEM,NC_SOS_AdjEM_Rk
2019-01-31,1,Virginia,ACC,19-1,+36.86,121.7,5,84.8,2,59.7,353,+.022,126,+5.16,47,105.6,67,100.5,41,-3.60,279
2019-01-31,2,Duke,ACC,18-2,+33.85,121.8,4,87.9,6,73.5,17,+.002,173,+8.83,14,107.5,20,98.7,14,+5.11,46
2019-01-31,3,Michigan St.,B10,18-3,+32.32,120.4,7,88.0,7,69.2,129,+.015,150,+11.60,4,110.5,2,98.9,16,+3.51,85
2019-01-31,4,Gonzaga,WCC,19-2,+31.39,126.8,1,95.4,45,71.0,60,+.012,157,+0.84,120,104.2,118,103.3,151,+2.35,106
2019-01-31,5,Michigan,B10,20-1,+29.02,112.8,29,83.8,1,65.2,318,+.003,170,+5.00,49,105.3,70,100.3,34,-4.36,302
2019-01-31,6,Tennessee,SEC,19-1,+28.86,122.8,3,94.0,28,69.2,127,+.037,92,+5.43,44,105.7,63,100.3,33,+1.73,119
2019-01-31,7,North Carolina,ACC,16-4,+26.02,117.2,12,91.1,13,75.9,5,+.012,156,+9.71,10,108.6,8,98.9,15,+5.53,40
2019-01-31,8,Kentucky,SEC,17-3,+25.69,115.7,17,90.0,9,67.7,214,+.046,80,+5.81,40,107.0,27,101.2,63,+1.95,110
2019-01-31,9,Purdue,B10,15-6,+25.68,123.0,2,97.3,68,66.4,285,-.011,210,+12.23,2,108.8,6,96.6,1,+4.35,61
2019-01-31,10,Wisconsin,B10,15-6,+24.76,112.4,31,87.7,5,64.3,336,-.064,308,+10.55,7,108.5,9,98.0,9,+3.46,87
2019-01-31,11,Virginia Tech,ACC,17-3,+24.65,120.4,6,95.7,50,65.9,301,+.049,77,+1.88,100,105.2,75,103.3,146,-5.71,321
2019-01-31,12,Iowa St.,B12,16-5,+24.00,117.4,11,93.4,23,68.3,178,-.060,304,+5.45,43,106.2,45,100.7,50,-1.00,206
2019-01-31,13,Louisville,ACC,16-5,+23.35,116.9,13,93.5,24,67.2,237,-.011,212,+8.22,18,107.3,23,99.1,18,+6.67,28
2019-01-31,14,Texas Tech,B12,17-4,+22.15,107.5,100,85.4,3,66.8,263,+.013,153,+4.33,60,104.1,119,99.8,25,-5.83,322
2019-01-31,15,Auburn,SEC,14-6,+21.78,118.9,9,97.1,65,69.9,105,-.081,321,+7.17,24,107.2,24,100.0,29,+3.21,93
2019-01-31,16,Kansas,B12,16-5,+21.35,112.7,30,91.3,14,70.2,95,+.067,49,+13.70,1,111.3,1,97.6,3,+10.84,4
2019-01-31,17,Nevada,MWC,20-1,+20.69,114.0,24,93.3,21,69.2,130,+.098,26,+1.85,103,104.8,89,102.9,129,+2.55,100
2019-01-31,18,Buffalo,MAC,19-2,+20.50,113.0,27,92.5,17,74.6,11,+.023,123,+2.45,86,105.9,56,103.4,155,+2.01,109
2019-01-31,19,Villanova,BE,17-4,+20.13,119.5,8,99.3,97,64.0,339,+.046,79,+5.92,38,106.3,41,100.4,35,+3.49,86
2019-01-31,20,Maryland,B10,17-5,+20.12,115.2,20,95.0,44,66.9,253,-.009,207,+6.28,34,106.7,35,100.4,37,-4.22,294
2019-01-31,21,Houston,Amer,21-1,+19.97,110.8,50,90.9,11,66.6,276,+.068,45,-0.32,150,101.9,249,102.2,94,-4.34,301
2019-01-31,22,LSU,SEC,17-3,+19.68,115.9,16,96.2,57,71.0,61,+.031,101,+5.12,48,105.8,60,100.7,48,+1.87,114
2019-01-31,23,Nebraska,B10,13-8,+19.25,113.8,25,94.6,38,67.0,250,-.095,328,+8.99,13,106.9,29,97.9,7,-0.00,178
2019-01-31,24,Cincinnati,Amer,18-3,+18.65,113.0,28,94.3,33,63.7,346,+.023,121,+0.26,137,103.0,190,102.7,117,-1.26,213
2019-01-31,25,Marquette,BE,19-3,+18.40,113.0,26,94.6,39,70.4,85,+.114,15,+5.29,46,105.9,54,100.6,45,+0.42,163
2019-01-31,26,Mississippi St.,SEC,15-5,+18.18,114.8,21,96.6,61,68.7,161,-.006,197,+7.09,27,108.4,10,101.3,66,+1.90,112
2019-01-31,27,Florida St.,ACC,15-5,+18.13,112.2,37,94.0,30,69.9,104,+.009,163,+6.86,30,107.6,19,100.7,49,+1.87,115
2019-01-31,28,North Carolina St.,ACC,16-5,+18.05,114.2,22,96.2,56,73.2,22,-.027,248,+0.73,123,103.4,164,102.6,110,-10.92,351
2019-01-31,29,TCU,B12,15-5,+17.89,112.1,38,94.2,32,69.7,110,+.017,138,+5.78,41,105.3,71,99.5,22,-0.14,182
2019-01-31,30,Iowa,B10,16-5,+17.82,118.6,10,100.7,120,70.4,84,+.062,59,+6.95,28,107.0,28,100.0,28,-6.17,326
2019-01-31,31,Florida,SEC,12-8,+17.74,107.9,88,90.2,10,64.0,340,-.080,320,+8.12,20,108.0,15,99.9,26,+5.59,37
2019-01-31,32,Texas,B12,12-9,+17.36,111.7,42,94.3,34,66.1,295,-.100,334,+9.88,8,107.7,16,97.8,6,+5.25,44
2019-01-31,33,Baylor,B12,14-6,+17.33,111.0,46,93.7,26,66.1,296,-.055,290,+4.67,54,104.6,100,99.9,27,-3.56,277
2019-01-31,34,Ohio St.,B10,13-7,+17.10,109.8,60,92.7,18,66.6,275,-.023,237,+8.33,17,108.6,7,100.3,32,-2.25,239
2019-01-31,35,Oklahoma,B12,15-6,+16.78,109.0,73,92.2,16,70.6,80,+.088,32,+10.56,6,107.5,21,96.9,2,+7.46,19
2019-01-31,36,Lipscomb,ASun,17-4,+16.53,108.1,84,91.6,15,74.6,10,-.034,264,-0.69,165,103.5,156,104.2,197,+5.66,36
2019-01-31,37,Washington,P12,17-4,+16.15,109.0,71,92.8,19,66.8,261,+.044,84,+3.16,75,106.2,46,103.0,131,+2.64,98
2019-01-31,38,Wofford,SC,18-4,+15.96,115.9,15,100.0,107,66.2,294,+.062,58,+1.73,105,104.5,107,102.7,118,+7.88,16
2019-01-31,39,Syracuse,ACC,15-6,+15.71,109.0,70,93.3,20,66.7,269,+.030,105,+4.67,55,105.7,66,101.0,56,-0.29,185
2019-01-31,40,Utah St.,MWC,16-5,+15.68,110.0,56,94.4,35,69.7,108,-.039,271,-1.58,199,102.8,200,104.4,209,+0.97,142
2019-01-31,41,Mississippi,SEC,14-6,+15.62,114.0,23,98.4,80,69.6,116,+.016,143,+5.93,37,106.6,39,100.6,46,-0.95,204
2019-01-31,42,Saint Mary's,WCC,13-9,+15.50,115.5,18,100.0,109,64.6,332,-.165,351,+1.53,109,104.7,91,103.2,143,-0.90,203
2019-01-31,43,San Francisco,WCC,17-4,+15.26,109.3,67,94.1,31,67.1,248,-.014,215,-2.03,220,103.2,171,105.2,261,-6.05,324
2019-01-31,44,Kansas St.,B12,15-5,+14.71,102.0,208,87.3,4,64.4,334,+.066,52,+6.07,36,105.7,65,99.6,24,+0.19,170
2019-01-31,45,Murray St.,OVC,16-3,+14.58,112.3,35,97.7,74,68.8,159,-.029,256,-5.05,319,100.9,307,106.0,299,-1.39,216
2019-01-31,46,Alabama,SEC,13-7,+14.30,111.8,39,97.5,70,69.9,103,-.001,181,+8.09,22,108.1,12,100.0,30,+3.88,75
2019-01-31,47,Clemson,ACC,12-8,+14.26,109.7,62,95.4,46,67.0,251,-.026,245,+7.86,23,106.9,31,99.0,17,+1.28,131
2019-01-31,48,Indiana,B10,12-9,+13.74,108.5,78,94.7,41,68.1,191,-.028,251,+9.83,9,107.6,18,97.8,5,-0.59,193
2019-01-31,49,St. John's,BE,16-5,+13.66,111.8,40,98.1,76,72.1,36,-.012,213,+1.64,108,104.3,113,102.7,112,-7.82,338
2019-01-31,50,Oregon,P12,12-8,+12.92,107.6,98,94.7,40,65.1,319,-.105,336,+2.58,83,105.0,80,102.4,102,+0.14,173
2019-01-31,51,UCF,Amer,15-4,+12.61,108.5,76,95.9,54,64.8,326,+.001,177,-0.84,169,102.4,228,103.2,142,-3.03,265
2019-01-31,52,Butler,BE,12-10,+12.54,110.8,49,98.3,77,66.6,272,-.055,289,+7.11,26,108.0,14,100.9,54,+3.83,78
2019-01-31,53,Minnesota,B10,16-5,+12.48,110.8,51,98.3,79,69.0,143,+.127,12,+5.51,42,106.2,44,100.7,47,-2.92,260
2019-01-31,54,VCU,A10,14-6,+12.25,100.7,231,88.4,8,69.1,136,-.011,208,+2.95,78,105.2,74,102.2,92,+3.93,73
2019-01-31,55,Creighton,BE,12-9,+12.19,116.5,14,104.3,181,70.4,82,-.016,222,+9.59,12,109.0,5,99.5,21,+6.36,30
2019-01-31,56,Arizona St.,P12,14-6,+12.09,108.1,85,96.0,55,71.4,52,+.010,162,+4.16,61,106.3,42,102.1,88,+3.02,94
2019-01-31,57,Arkansas,SEC,12-8,+12.02,106.9,110,94.9,43,72.0,40,-.059,300,+4.64,56,105.2,76,100.5,42,+0.13,174
2019-01-31,58,Liberty,ASun,18-5,+11.58,110.4,54,98.8,87,62.5,351,-.029,252,-4.44,303,100.9,308,105.3,266,-1.78,226
2019-01-31,59,New Mexico St.,WAC,16-4,+11.38,111.1,45,99.7,101,66.3,288,+.035,96,-1.22,186,103.8,139,105.0,242,-2.89,259
2019-01-31,60,East Tennessee St.,SC,18-5,+11.38,107.2,105,95.8,53,67.6,217,+.020,130,-1.06,177,104.9,86,105.9,298,-2.14,237
2019-01-31,61,Northwestern,B10,12-9,+11.32,105.8,132,94.5,36,66.5,279,-.009,204,+6.92,29,105.5,69,98.5,11,-5.66,320
2019-01-31,62,Hofstra,CAA,19-3,+11.24,115.5,19,104.3,182,67.2,243,+.029,108,-6.06,335,100.4,321,106.5,326,-5.55,319
2019-01-31,63,Toledo,MAC,17-4,+11.02,109.4,66,98.3,78,68.3,180,+.072,42,-1.97,216,103.1,183,105.1,248,-5.08,316
2019-01-31,64,Arizona,P12,14-7,+10.64,105.5,139,94.8,42,67.9,197,+.046,81,+4.92,51,106.7,36,101.8,78,+4.41,56
2019-01-31,65,Fresno St.,MWC,15-5,+10.50,106.0,130,95.5,47,68.5,170,-.026,246,-2.14,226,103.5,158,105.6,283,-4.48,307
2019-01-31,66,Pittsburgh,ACC,12-9,+10.46,104.2,166,93.8,27,69.4,122,-.055,291,+4.06,62,105.9,53,101.9,83,-8.48,342
2019-01-31,67,Seton Hall,BE,13-8,+10.33,107.9,89,97.6,71,70.6,78,+.060,61,+8.15,19,107.3,22,99.2,19,+5.03,48
2019-01-31,68,Dayton,A10,14-7,+10.25,110.7,52,100.4,114,66.0,297,-.022,234,+0.49,127,104.0,124,103.5,161,+1.90,111
2019-01-31,69,Belmont,OVC,15-4,+10.24,112.4,32,102.2,141,73.1,25,+.067,48,+1.01,118,103.1,177,102.1,90,+4.67,54
2019-01-31,70,Vermont,AE,16-5,+9.88,109.7,61,99.8,103,66.6,274,+.064,55,-0.89,170,101.7,264,102.6,109,+4.18,65
2019-01-31,71,Penn St.,B10,7-14,+9.81,105.5,136,95.7,51,67.4,225,-.139,348,+11.33,5,109.3,4,98.0,8,+4.00,70
2019-01-31,72,UCLA,P12,12-9,+9.40,106.2,126,96.8,63,73.7,15,-.007,198,+4.50,57,107.1,25,102.6,106,+3.88,76
2019-01-31,73,Oregon St.,P12,12-7,+9.25,110.5,53,101.2,130,66.4,284,-.070,313,+1.26,113,103.2,175,101.9,84,-2.84,257
2019-01-31,74,Temple,Amer,15-6,+9.15,107.6,99,98.5,82,69.9,102,+.052,71,+3.59,67,104.9,85,101.3,65,-0.46,190
2019-01-31,75,Connecticut,Amer,12-8,+8.91,108.4,79,99.5,99,71.6,48,-.076,318,-1.21,183,102.7,204,103.9,180,-5.18,317
2019-01-31,76,Grand Canyon,WAC,13-7,+8.91,107.8,95,98.9,89,67.7,209,-.023,241,-1.46,194,102.6,209,104.1,187,+0.00,175
2019-01-31,77,Providence,BE,13-8,+8.83,104.5,158,95.7,49,68.0,194,-.006,196,+3.36,70,106.7,37,103.3,150,-2.59,248
2019-01-31,78,Yale,Ivy,12-3,+8.79,106.9,113,98.1,75,71.7,45,+.118,14,-1.30,188,103.7,143,105.0,245,-2.60,249
2019-01-31,79,Memphis,Amer,13-8,+8.61,109.6,63,101.0,125,75.3,6,-.012,214,+2.01,98,103.7,146,101.7,75,+0.71,148
2019-01-31,80,Oklahoma St.,B12,9-11,+8.60,107.2,103,98.6,84,66.8,258,-.027,250,+9.66,11,108.2,11,98.6,13,+5.55,38
2019-01-31,81,Northern Kentucky,Horz,18-4,+8.50,109.0,69,100.6,118,68.1,192,+.022,125,-3.88,283,102.5,223,106.3,317,-1.61,221
2019-01-31,82,Georgia Tech,ACC,11-10,+8.43,99.4,257,91.0,12,68.4,175,-.050,284,+4.48,58,104.9,82,100.4,38,-4.33,298
2019-01-31,83,South Dakota St.,Sum,18-6,+8.35,110.9,47,102.5,148,71.4,54,-.023,236,-5.92,332,101.5,275,107.4,345,-4.97,315
2019-01-31,84,Davidson,A10,15-5,+8.35,104.9,145,96.6,62,65.5,312,+.085,35,+1.11,117,104.7,95,103.6,163,+1.79,118
2019-01-31,85,Furman,SC,17-5,+8.31,104.7,151,96.4,59,67.7,213,+.065,54,-2.10,222,104.2,116,106.3,319,-3.15,268
