GameID,Date,Season,Team,PlayerID,Player,Position,Jersey,minutes,fieldGoalsMade-fieldGoalsAttempted,threePointFieldGoalsMade-threePointFieldGoalsAttempted,freeThrowsMade-freeThrowsAttempted,offensiveRebounds,defensiveRebounds,rebounds,assists,steals,blocks,turnovers,fouls,plusMinus,points
401857039,2026-07-04,2026,Valkyries,2529622,Kayla Thornton,F,5,23,1-7,0-4,0-0,0,4,4,1,1,0,0,1,+18,2
401857039,2026-07-04,2026,Valkyries,3142328,Gabby Williams,F,1,27,7-14,4-8,1-1,0,1,1,2,3,0,0,3,0,19
401857039,2026-07-04,2026,Valkyries,4257500,Cecilia Zandalasini,F,24,22,3-7,1-4,2-2,0,2,2,1,2,1,6,3,+2,9
401857039,2026-07-04,2026,Valkyries,2590093,Kiah Stokes,C,41,22,2-4,1-2,0-0,2,5,7,1,3,2,1,5,+5,5
401857039,2026-07-04,2026,Valkyries,4398935,Veronica Burton,G,22,31,6-9,2-3,7-8,0,1,1,4,1,1,4,3,+13,21
401857039,2026-07-04,2026,Valkyries,4432834,Laeticia Amihere,F,3,14,1-2,0-0,0-1,1,4,5,2,0,0,1,3,-1,2
401857039,2026-07-04,2026,Valkyries,4790264,Janelle Salaun,F,13,20,5-9,3-6,1-1,1,1,2,0,0,0,0,2,-12,14
401857039,2026-07-04,2026,Valkyries,1054,Tiffany Hayes,G,15,13,2-7,1-2,0-0,0,0,0,1,2,0,0,2,-3,5
401857039,2026-07-04,2026,Valkyries,4065780,Kaila Charles,G,6,18,2-6,1-5,2-2,4,4,8,5,3,0,2,4,+11,7
401857039,2026-07-04,2026,Valkyries,4899328,Kaitlyn Chen,G,2,9,2-2,0-0,0-2,0,0,0,2,0,0,0,2,-8,4
401857039,2026-07-04,2026,Dream,4433402,Angel Reese,F,5,35,6-13,0-1,5-8,5,8,13,3,3,0,4,6,-9,17
401857039,2026-07-04,2026,Dream,3058901,Allisha Gray,G,15,36,5-17,1-5,11-16,1,3,4,3,1,0,4,4,-13,22
