GameID,Date,Season,Team,PlayerID,Player,Position,Jersey,minutes,fieldGoalsMade-fieldGoalsAttempted,threePointFieldGoalsMade-threePointFieldGoalsAttempted,freeThrowsMade-freeThrowsAttempted,offensiveRebounds,defensiveRebounds,rebounds,assists,steals,blocks,turnovers,fouls,plusMinus,points
401857125,2026-08-08,2026,Aces,3099736,Stephanie Talbot,F,7,10,1-2,0-1,0-0,0,1,1,0,0,0,0,0,+2,2
401857125,2026-08-08,2026,Aces,4398776,NaLyssa Smith,F,3,24,5-8,0-0,4-4,5,6,11,4,0,1,1,3,-2,14
401857125,2026-08-08,2026,Aces,3149391,A'ja Wilson,C,22,33,5-17,1-3,5-6,4,4,8,1,1,2,5,2,-11,16
401857125,2026-08-08,2026,Aces,2529122,Chelsea Gray,G,12,36,4-9,1-5,0-0,1,1,2,6,1,0,2,3,-9,9
401857125,2026-08-08,2026,Aces,4065870,Jackie Young,G,0,33,6-13,3-6,8-8,1,4,5,1,0,0,5,0,-6,23
401857125,2026-08-08,2026,Aces,3142086,Brianna Turner,F,21,14,1-2,0-0,0-0,1,1,2,0,1,1,1,1,-9,2
401857125,2026-08-08,2026,Aces,2987869,Jewell Loyd,G,24,30,4-9,2-7,0-0,0,3,3,2,0,0,1,2,-13,10
401857125,2026-08-08,2026,Aces,4281190,Dana Evans,G,11,20,4-9,3-5,0-0,0,5,5,3,0,0,1,0,-7,11
401857125,2026-08-08,2026,Lynx,2529130,Natasha Howard,F,1,29,7-11,1-1,2-2,6,2,8,6,2,0,1,3,+8,17
401857125,2026-08-08,2026,Lynx,3917450,Napheesa Collier,F,24,35,7-14,5-7,3-4,1,5,6,3,1,3,4,3,+7,22
401857125,2026-08-08,2026,Lynx,2529205,Kayla McBride,G,21,35,4-12,4-8,3-3,1,3,4,0,2,0,0,2,+7,15
401857125,2026-08-08,2026,Lynx,2987891,Courtney Williams,G,10,33,6-11,1-2,0-0,1,6,7,7,2,1,2,5,+17,13
401857125,2026-08-08,2026,Lynx,4433791,Olivia Miles,G,5,35,11-23,3-7,1-1,0,4,4,7,1,0,5,2,+11,26
401857125,2026-08-08,2026,Lynx,3054590,Nia Coffey,F,12,7,0-1,0-1,0-0,0,3,3,0,1,0,2,3,+3,0
401857125,2026-08-08,2026,Lynx,4398938,Dorka Juhasz,F,14,10,1-2,1-2,0-0,0,1,1,1,0,0,0,1,+4,3
401857125,2026-08-08,2026,Lynx,4873358,Antonia Delaere,F,8,5,0-0,0-0,0-0,0,1,1,0,0,0,0,0,+3,0
401857125,2026-08-08,2026,Lynx,4280850,Maya Caldwell,G,3,12,1-2,0-1,0-0,0,0,0,0,1,0,0,1,-5,2
401857126,2026-08-08,2026,Fever,4433546,Makayla Timpson,F,21,31,5-7,0-0,0-1,0,3,3,3,1,2,1,4,+15,10
401857126,2026-08-08,2026,Fever,4432831,Aliyah Boston,C,7,29,6-8,0-1,1-2,1,10,11,3,1,2,1,2,+23,13
401857126,2026-08-08,2026,Fever,3142191,Kelsey Mitchell,G,0,36,11-22,3-9,2-2,2,3,5,2,2,1,2,1,+12,27
401857126,2026-08-08,2026,Fever,4398829,Lexie Hull,G,10,19,2-5,1-3,0-0,3,3,6,0,0,1,1,3,+26,5
401857126,2026-08-08,2026,Fever,4433403,Caitlin Clark,G,22,36,7-15,5-6,7-10,0,4,4,11,2,1,6,3,+5,26
401857126,2026-08-08,2026,Fever,3142055,Myisha Hines-Allen,F,2,9,0-2,0-1,0-0,0,1,1,1,0,0,0,3,-11,0
401857126,2026-08-08,2026,Fever,3142255,Monique Billings,F,25,12,2-3,0-0,0-0,1,1,2,1,0,0,1,1,-19,4
401857126,2026-08-08,2026,Fever,3907781,Sophie Cunningham,G,8,17,1-3,0-2,1-1,0,1,1,0,2,0,0,0,-28,3
401857126,2026-08-08,2026,Fever,4065760,Tyasha Harris,G,52,3,0-2,0-0,0-0,0,0,0,1,0,0,0,0,-2,0
401857126,2026-08-08,2026,Fever,4433797,Raven Johnson,G,3,9,1-1,0-0,0-0,0,1,1,1,0,0,1,1,-1,2
401857126,2026-08-08,2026,Sky,3142010,Azura Stevens,F,30,20,3-13,1-4,0-0,2,3,5,0,0,0,1,5,-20,7
401857126,2026-08-08,2026,Sky,4433405,Kamilla Cardoso,C,10,26,6-13,0-0,2-4,2,7,9,2,1,1,1,0,-12,14
401857126,2026-08-08,2026,Sky,981,Courtney Vandersloot,G,22,25,1-6,0-1,2-3,0,3,3,6,2,0,2,0,-19,4
401857126,2026-08-08,2026,Sky,2529137,Natasha Cloud,G,9,27,6-9,1-4,4-4,1,1,2,4,1,0,2,4,-5,17
401857126,2026-08-08,2026,Sky,4432865,Jacy Sheldon,G,0,24,3-5,2-2,1-2,0,1,1,2,0,0,1,5,0,9
401857126,2026-08-08,2026,Sky,2566081,Elizabeth Williams,C,1,14,0-1,0-0,0-0,2,2,4,2,1,0,2,2,+8,0
401857126,2026-08-08,2026,Sky,2566186,Rachel Banham,G,24,20,6-11,3-8,2-2,0,1,1,3,2,0,3,2,+12,17
401857126,2026-08-08,2026,Sky,4066548,DiJonai Carrington,G,7,4,3-3,1-1,1-1,0,1,1,0,0,0,0,1,+6,8
401857126,2026-08-08,2026,Sky,4433433,Aicha Coulibaly,G,35,20,2-5,0-1,2-2,0,2,2,4,1,0,0,1,+16,6
401857126,2026-08-08,2026,Sky,4858656,Gabriela Jaquez,G,11,21,1-2,1-1,1-2,0,2,2,2,2,1,0,2,-6,4
401857127,2026-08-08,2026,Storm,4420318,Ezi Magbegor,F,13,26,3-7,0-3,1-1,0,3,3,6,1,2,0,2,-8,7
401857127,2026-08-08,2026,Storm,5220150,Dominique Malonga,C,14,28,7-14,1-4,6-6,4,5,9,2,0,2,3,4,0,21
401857127,2026-08-08,2026,Storm,3906753,Natisha Hiedeman,G,2,32,1-4,0-2,0-0,0,3,3,3,0,0,1,3,-5,2
401857127,2026-08-08,2026,Storm,4698736,Flau'jae Johnson,G,4,25,3-10,1-3,1-2,0,4,4,1,1,0,2,2,-23,8
401857127,2026-08-08,2026,Storm,5017726,Jade Melbourne,G,5,29,7-15,4-12,5-6,0,2,2,5,1,1,0,3,-8,23
